,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,configuration,chosen_color
278,278,0.3163133667491377,0.3,-1.0,487.0,570.0,0.0,3943.0,0,-1.0,0.0
279,279,-0.049471838854189265,-0.0,1.0,365.0,882.0,1.0,793.0,1,-1.0,-1.0
280,280,-0.5629136185544494,-0.6,1.0,406.0,885.0,1.0,129.0,1,-1.0,-1.0
281,281,0.35456439902418213,0.4,-1.0,270.0,716.0,0.0,4014.0,0,-1.0,0.0
282,282,0.6824383263521298,0.7,-1.0,311.0,734.0,1.0,-315.0,0,-1.0,-1.0
283,283,-0.054181988347468124,-0.1,1.0,317.0,563.0,1.0,-450.0,1,-1.0,-1.0
284,284,-0.7745559480911863,-0.8,1.0,462.0,743.0,1.0,35.0,1,-1.0,-1.0
285,285,-0.5848929598996442,-0.6,1.0,419.0,516.0,1.0,455.0,1,-1.0,-1.0
286,286,0.27877588078478277,0.3,1.0,450.0,592.0,1.0,608.0,1,1.0,1.0
287,287,0.7230559656708012,0.7,-1.0,464.0,724.0,0.0,3812.0,0,-1.0,0.0
288,288,0.23154628581906167,0.2,-1.0,473.0,842.0,0.0,3685.0,0,-1.0,0.0
289,289,-0.5861518167266695,-0.6,1.0,313.0,953.0,1.0,-656.0,1,-1.0,-1.0
290,290,0.796325791942233,0.8,1.0,499.0,506.0,1.0,215.0,1,1.0,1.0
291,291,0.8448881627928689,0.8,1.0,461.0,650.0,1.0,69.0,1,1.0,1.0
292,292,-0.5585784491629185,-0.6,1.0,428.0,855.0,1.0,-613.0,1,-1.0,-1.0
293,293,0.4310210060681733,0.4,1.0,307.0,946.0,1.0,167.0,1,1.0,1.0
294,294,-0.7563296901540677,-0.8,-1.0,402.0,886.0,0.0,3712.0,0,1.0,0.0
295,295,-0.39593732717312735,-0.4,-1.0,251.0,769.0,0.0,3980.0,0,1.0,0.0
296,296,-0.8987900489512619,-0.9,1.0,297.0,998.0,1.0,195.0,1,-1.0,-1.0
297,297,0.7194712346761595,0.7,-1.0,261.0,678.0,1.0,21.0,0,-1.0,-1.0
298,298,0.2003552610663496,0.2,1.0,485.0,669.0,1.0,1446.0,1,1.0,1.0
299,299,-0.11036313440812018,-0.1,-1.0,315.0,898.0,0.0,3787.0,0,1.0,0.0
300,300,-0.1024760805208379,-0.1,-1.0,399.0,609.0,0.0,3992.0,0,1.0,0.0
301,301,-0.7087988168974323,-0.7,1.0,331.0,969.0,1.0,100.0,1,-1.0,-1.0
302,302,-0.004704072201270559,-0.0,-1.0,447.0,533.0,1.0,2400.0,0,1.0,1.0
303,303,-0.19475543437490672,-0.2,-1.0,442.0,874.0,0.0,3684.0,0,1.0,0.0
304,304,0.666770063860712,0.7,1.0,428.0,729.0,1.0,223.0,1,1.0,1.0
305,305,0.8526286020365764,0.9,-1.0,385.0,749.0,0.0,3866.0,0,-1.0,0.0
306,306,-0.3805913780642648,-0.4,1.0,332.0,694.0,1.0,454.0,1,-1.0,-1.0
307,307,-0.6655816696919683,-0.7,1.0,434.0,661.0,1.0,195.0,1,-1.0,-1.0
308,308,0.40272113313471813,0.4,1.0,396.0,673.0,1.0,371.0,1,1.0,1.0
309,309,-0.4877241116350354,-0.5,1.0,291.0,953.0,1.0,-344.0,1,-1.0,-1.0
310,310,0.09125679128599107,0.1,-1.0,484.0,729.0,1.0,-423.0,0,-1.0,-1.0
311,311,0.624131939246969,0.6,1.0,294.0,662.0,1.0,164.0,1,1.0,1.0
312,312,0.7553417639618202,0.8,-1.0,407.0,881.0,0.0,3712.0,0,-1.0,0.0
313,313,-0.7364466583618063,-0.7,1.0,464.0,914.0,1.0,-828.0,1,-1.0,-1.0
314,314,-0.7257420935338221,-0.7,-1.0,338.0,877.0,0.0,3785.0,0,1.0,0.0
315,315,-0.6394261086941249,-0.6,-1.0,272.0,825.0,0.0,3903.0,0,1.0,0.0
316,316,-0.01249049531687163,-0.0,1.0,473.0,945.0,1.0,652.0,1,-1.0,-1.0
317,317,0.49857599118105467,0.5,1.0,340.0,790.0,1.0,220.0,1,1.0,1.0
318,318,-0.18202442600164814,-0.2,-1.0,335.0,972.0,0.0,3693.0,0,1.0,0.0
319,319,-0.808499838977746,-0.8,-1.0,301.0,725.0,0.0,3974.0,0,1.0,0.0
320,320,0.6175180733861024,0.6,-1.0,329.0,674.0,0.0,3997.0,0,-1.0,0.0
321,321,0.8415033369729493,0.8,-1.0,311.0,660.0,0.0,4029.0,0,-1.0,0.0
322,322,-0.8595223790493454,-0.9,-1.0,383.0,823.0,0.0,3794.0,0,1.0,0.0
323,323,0.5081978629448972,0.5,-1.0,460.0,942.0,1.0,18.0,0,-1.0,-1.0
324,324,-0.7734449088082553,-0.8,-1.0,436.0,950.0,0.0,3614.0,0,1.0,0.0
325,325,0.6205989268980118,0.6,-1.0,285.0,659.0,0.0,4056.0,0,-1.0,0.0
326,326,-0.581277311034816,-0.6,1.0,295.0,508.0,1.0,237.0,1,-1.0,-1.0
327,327,-0.5602550492763135,-0.6,1.0,463.0,990.0,1.0,127.0,1,-1.0,-1.0
328,328,0.6546670852574964,0.7,1.0,462.0,818.0,1.0,190.0,1,1.0,1.0
329,329,-0.544183117174343,-0.5,-1.0,264.0,524.0,0.0,4212.0,0,1.0,0.0
330,330,-0.43986182002958835,-0.4,-1.0,274.0,763.0,0.0,3963.0,0,1.0,0.0
331,331,0.04692294509118833,0.0,1.0,295.0,715.0,0.0,3990.0,0,1.0,0.0
332,332,-0.843296106163036,-0.8,-1.0,318.0,534.0,0.0,4148.0,0,1.0,0.0
333,333,-0.09004219664412916,-0.1,-1.0,408.0,557.0,0.0,4035.0,0,1.0,0.0
334,334,-0.5365417086722972,-0.5,-1.0,468.0,541.0,0.0,3991.0,0,1.0,0.0
335,335,0.8141297237808883,0.8,-1.0,495.0,815.0,1.0,-490.0,0,-1.0,-1.0
336,336,-0.49664223941135777,-0.5,1.0,267.0,591.0,1.0,-378.0,1,-1.0,-1.0
337,337,0.3091153056654491,0.3,-1.0,406.0,663.0,0.0,3931.0,0,-1.0,0.0
338,338,0.5601563495016738,0.6,-1.0,278.0,680.0,0.0,4042.0,0,-1.0,0.0
339,339,-0.6555837450992446,-0.7,-1.0,391.0,613.0,0.0,3996.0,0,1.0,0.0
340,340,-0.45273836489449576,-0.5,-1.0,310.0,723.0,0.0,3967.0,0,1.0,0.0
341,341,-0.7261526849821498,-0.7,-1.0,262.0,812.0,0.0,3926.0,0,1.0,0.0
342,342,-0.12527758912220255,-0.1,1.0,343.0,957.0,1.0,800.0,1,-1.0,-1.0
343,343,0.2810617743511462,0.3,-1.0,419.0,860.0,0.0,3721.0,0,-1.0,0.0
344,344,0.020552369986119645,0.0,-1.0,295.0,987.0,1.0,-882.0,0,-1.0,-1.0
345,345,-0.4958940798273762,-0.5,1.0,434.0,520.0,1.0,176.0,1,-1.0,-1.0
346,346,-0.2123556469007727,-0.2,1.0,400.0,974.0,1.0,586.0,1,-1.0,-1.0
347,347,-0.09817753162761944,-0.1,1.0,277.0,666.0,1.0,-433.0,1,-1.0,-1.0
348,348,-0.11888080932629497,-0.1,1.0,326.0,671.0,1.0,343.0,1,-1.0,-1.0
349,349,-0.034394139189514394,-0.0,-1.0,368.0,953.0,0.0,3679.0,0,1.0,0.0
350,350,0.24891548001938235,0.2,-1.0,468.0,911.0,1.0,-549.0,0,-1.0,-1.0
351,351,0.5941079969721145,0.6,-1.0,345.0,964.0,1.0,1.0,0,-1.0,-1.0
352,352,0.6483553590719692,0.6,1.0,346.0,979.0,1.0,295.0,1,1.0,1.0
353,353,0.007541361975885064,0.0,-1.0,376.0,779.0,0.0,3845.0,0,-1.0,0.0
354,354,0.7878045216156689,0.8,1.0,278.0,728.0,1.0,154.0,1,1.0,1.0
355,355,0.6427874753103814,0.6,-1.0,293.0,797.0,1.0,-520.0,0,-1.0,-1.0
356,356,0.7875930257074782,0.8,-1.0,494.0,930.0,1.0,-144.0,0,-1.0,-1.0
357,357,0.4463824523082517,0.4,-1.0,475.0,944.0,1.0,-69.0,0,-1.0,-1.0
358,358,-0.6902288681255927,-0.7,1.0,330.0,985.0,1.0,185.0,1,-1.0,-1.0
359,359,-0.3346075127652002,-0.3,1.0,444.0,957.0,1.0,219.0,1,-1.0,-1.0
360,360,0.844435475755429,0.8,1.0,461.0,979.0,1.0,70.0,1,1.0,1.0
361,361,0.16579516390500715,0.2,1.0,489.0,865.0,1.0,1396.0,1,1.0,1.0
362,362,-0.4589104230944561,-0.5,1.0,395.0,789.0,1.0,-614.0,1,-1.0,-1.0
363,363,0.8068805734934311,0.8,1.0,297.0,898.0,1.0,125.0,1,1.0,1.0
364,364,-0.8852762143491693,-0.9,1.0,296.0,819.0,1.0,-45.0,1,-1.0,-1.0
365,365,-0.2855179120593584,-0.3,-1.0,253.0,860.0,0.0,3887.0,0,1.0,0.0
366,366,-0.583040292212617,-0.6,1.0,436.0,769.0,1.0,-485.0,1,-1.0,-1.0
367,367,0.8840993598341321,0.9,-1.0,405.0,669.0,0.0,3926.0,0,-1.0,0.0
368,368,-0.446911037215342,-0.4,1.0,484.0,550.0,1.0,106.0,1,-1.0,-1.0
369,369,0.34576367378340855,0.3,1.0,492.0,931.0,1.0,357.0,1,1.0,1.0
370,370,0.6806763720535071,0.7,-1.0,471.0,754.0,1.0,-215.0,0,-1.0,-1.0
371,371,-0.8284413947018666,-0.8,-1.0,444.0,805.0,0.0,3751.0,0,1.0,0.0
372,372,0.6711467531824903,0.7,-1.0,286.0,603.0,1.0,-149.0,0,-1.0,-1.0
373,373,0.5625998715472774,0.6,1.0,412.0,654.0,1.0,-816.0,1,1.0,1.0
374,374,-0.13244533127474256,-0.1,-1.0,336.0,802.0,0.0,3862.0,0,1.0,0.0
375,375,-0.49154043967711186,-0.5,-1.0,316.0,790.0,0.0,3894.0,0,1.0,0.0
376,376,0.5089728152704426,0.5,1.0,258.0,701.0,1.0,161.0,1,1.0,1.0
377,377,0.17922222435708657,0.2,1.0,429.0,576.0,1.0,2155.0,1,1.0,1.0
378,378,-0.4355130250123224,-0.4,-1.0,422.0,995.0,0.0,3583.0,0,1.0,0.0
379,379,0.09672685131310321,0.1,1.0,339.0,978.0,1.0,903.0,1,1.0,1.0
380,380,-0.7963069713506818,-0.8,-1.0,372.0,915.0,0.0,3713.0,0,1.0,0.0
381,381,-0.005467688736825571,-0.0,-1.0,360.0,783.0,0.0,3857.0,0,1.0,0.0
382,382,0.6876009015130468,0.7,1.0,433.0,634.0,1.0,213.0,1,1.0,1.0
383,383,-0.7015573398162089,-0.7,1.0,410.0,561.0,1.0,129.0,1,-1.0,-1.0
384,384,0.0010001318824195415,0.0,1.0,332.0,707.0,0.0,3961.0,0,1.0,0.0
385,385,-0.6119079361261714,-0.6,1.0,334.0,608.0,1.0,-282.0,1,-1.0,-1.0
386,386,0.44084042971994164,0.4,-1.0,422.0,943.0,0.0,3635.0,0,-1.0,0.0
387,387,-0.051272736270357444,-0.1,-1.0,297.0,955.0,0.0,3748.0,0,1.0,0.0
388,388,0.6605628834052156,0.7,-1.0,269.0,888.0,0.0,3843.0,0,-1.0,0.0
389,389,-0.32515734028716814,-0.3,-1.0,282.0,736.0,0.0,3982.0,0,1.0,0.0
390,390,-0.4757983317118218,-0.5,1.0,250.0,880.0,1.0,160.0,1,-1.0,-1.0
391,391,0.23928763839432465,0.2,1.0,266.0,774.0,1.0,690.0,1,1.0,1.0
392,392,0.24529824555450752,0.2,1.0,396.0,560.0,1.0,384.0,1,1.0,1.0
393,393,0.045041330166216476,0.0,-1.0,462.0,851.0,0.0,3687.0,0,-1.0,0.0
394,394,-0.8074388874145426,-0.8,-1.0,359.0,753.0,0.0,3888.0,0,1.0,0.0
395,395,-0.741247524540662,-0.7,1.0,309.0,729.0,1.0,62.0,1,-1.0,-1.0
396,396,0.6393583181878609,0.6,-1.0,305.0,785.0,0.0,3910.0,0,-1.0,0.0
397,397,0.719812518973222,0.7,-1.0,366.0,534.0,0.0,4100.0,0,-1.0,0.0
398,398,-0.18893455040881624,-0.2,-1.0,353.0,561.0,0.0,4086.0,0,1.0,0.0
399,399,-0.3739521588689082,-0.4,-1.0,326.0,704.0,0.0,3970.0,0,1.0,0.0
400,400,-0.22230788062304285,-0.2,-1.0,363.0,694.0,0.0,3943.0,0,1.0,0.0
401,401,-0.5346316911088482,-0.5,-1.0,286.0,654.0,0.0,4060.0,0,1.0,0.0
402,402,0.16163782811782845,0.2,1.0,302.0,626.0,1.0,3712.0,1,1.0,1.0
403,403,0.03434124918229153,0.0,1.0,261.0,711.0,0.0,4028.0,0,1.0,0.0
404,404,-0.7773110849355205,-0.8,1.0,483.0,897.0,1.0,200.0,1,-1.0,-1.0
405,405,0.17897541526812677,0.2,1.0,347.0,511.0,1.0,652.0,1,1.0,1.0
406,406,-0.17410968780601388,-0.2,-1.0,491.0,880.0,0.0,3629.0,0,1.0,0.0
407,407,0.6731745920162034,0.7,1.0,301.0,790.0,1.0,129.0,1,1.0,1.0
408,408,0.3358411328024479,0.3,-1.0,417.0,825.0,0.0,3758.0,0,-1.0,0.0
409,409,0.8979743155569427,0.9,-1.0,266.0,887.0,1.0,-733.0,0,-1.0,-1.0
410,410,-0.26901660184842047,-0.3,1.0,285.0,616.0,1.0,109.0,1,-1.0,-1.0
411,411,-0.3323887113905212,-0.3,1.0,369.0,930.0,1.0,121.0,1,-1.0,-1.0
412,412,0.5368751602511085,0.5,1.0,419.0,923.0,1.0,218.0,1,1.0,1.0
413,413,0.1400700247968235,0.1,-1.0,428.0,579.0,0.0,3993.0,0,-1.0,0.0
414,414,-0.30994084136937483,-0.3,-1.0,356.0,686.0,0.0,3958.0,0,1.0,0.0
415,415,0.13156053305227144,0.1,-1.0,300.0,543.0,1.0,-273.0,0,-1.0,-1.0
416,416,0.00492188245753189,0.0,1.0,471.0,691.0,0.0,3838.0,0,1.0,0.0
417,417,0.5132560035849759,0.5,1.0,474.0,574.0,1.0,132.0,1,1.0,1.0
418,418,0.28087749129770534,0.3,-1.0,394.0,887.0,0.0,3719.0,0,-1.0,0.0
419,419,0.5099422123551315,0.5,-1.0,499.0,729.0,1.0,-688.0,0,-1.0,-1.0
420,420,0.4104242862440496,0.4,-1.0,471.0,520.0,1.0,-31.0,0,-1.0,-1.0
421,421,0.8756138659250711,0.9,1.0,396.0,967.0,1.0,117.0,1,1.0,1.0
422,422,0.5574185707960236,0.6,-1.0,450.0,880.0,0.0,3670.0,0,-1.0,0.0
423,423,-0.25167294710228805,-0.3,-1.0,312.0,949.0,0.0,3739.0,0,1.0,0.0
424,424,-0.5644300712444776,-0.6,-1.0,470.0,877.0,0.0,3653.0,0,1.0,0.0
425,425,-0.7972407277075537,-0.8,-1.0,318.0,946.0,0.0,3736.0,0,1.0,0.0
426,426,-0.7835961355288128,-0.8,1.0,285.0,650.0,1.0,45.0,1,-1.0,-1.0
427,427,0.5770447012204875,0.6,1.0,407.0,577.0,1.0,176.0,1,1.0,1.0
428,428,-0.8839948672930209,-0.9,-1.0,388.0,734.0,0.0,3878.0,0,1.0,0.0
429,429,0.12480847098790016,0.1,1.0,424.0,739.0,1.0,3327.0,1,1.0,1.0
430,430,0.026547402629355732,0.0,-1.0,384.0,511.0,0.0,4105.0,0,-1.0,0.0
431,431,-0.2690745142364842,-0.3,-1.0,296.0,717.0,0.0,3987.0,0,1.0,0.0
432,432,0.8966888907047351,0.9,-1.0,286.0,546.0,0.0,4168.0,0,-1.0,0.0
433,433,-0.8819956752469879,-0.9,-1.0,471.0,585.0,0.0,3944.0,0,1.0,0.0
434,434,-0.059437492125098745,-0.1,1.0,321.0,967.0,1.0,412.0,1,-1.0,-1.0
435,435,0.619532998843768,0.6,1.0,304.0,552.0,1.0,234.0,1,1.0,1.0
436,436,-0.5581091236146338,-0.6,-1.0,302.0,697.0,0.0,4001.0,0,1.0,0.0
437,437,0.28132342090460816,0.3,-1.0,481.0,889.0,1.0,-650.0,0,-1.0,-1.0
438,438,0.2374334938398771,0.2,-1.0,461.0,631.0,1.0,-332.0,0,-1.0,-1.0
439,439,0.2248863812167209,0.2,-1.0,498.0,785.0,0.0,3717.0,0,-1.0,0.0
440,440,-0.8722531349081232,-0.9,-1.0,380.0,840.0,0.0,3780.0,0,1.0,0.0
441,441,-0.8170762096775149,-0.8,1.0,299.0,558.0,1.0,383.0,1,-1.0,-1.0
442,442,0.09988584050359561,0.1,-1.0,274.0,688.0,0.0,4038.0,0,-1.0,0.0
443,443,-0.26107612860531515,-0.3,1.0,466.0,868.0,1.0,656.0,1,-1.0,-1.0
444,444,0.24221249280568402,0.2,1.0,355.0,784.0,1.0,111.0,1,1.0,1.0
445,445,0.6608156104919515,0.7,1.0,445.0,784.0,1.0,211.0,1,1.0,1.0
446,446,0.36871559764129136,0.4,-1.0,358.0,944.0,1.0,-492.0,0,-1.0,-1.0
447,447,0.646334351688923,0.6,-1.0,466.0,845.0,0.0,3689.0,0,-1.0,0.0
448,448,0.20154165125067347,0.2,-1.0,370.0,649.0,0.0,3981.0,0,-1.0,0.0
449,449,-0.6875577374680224,-0.7,-1.0,355.0,943.0,0.0,3702.0,0,1.0,0.0
450,450,-0.8797403660980936,-0.9,1.0,294.0,652.0,1.0,264.0,1,-1.0,-1.0
451,451,-0.552565892203887,-0.6,1.0,439.0,900.0,1.0,-119.0,1,-1.0,-1.0
452,452,0.25691743888798413,0.3,1.0,294.0,896.0,1.0,600.0,1,1.0,1.0
453,453,-0.8265442768428023,-0.8,-1.0,264.0,686.0,0.0,4050.0,0,1.0,0.0
454,454,0.5764062279732908,0.6,1.0,463.0,663.0,1.0,214.0,1,1.0,1.0
455,455,-0.897872731382487,-0.9,1.0,375.0,749.0,1.0,246.0,1,-1.0,-1.0
456,456,-0.12397664021839494,-0.1,-1.0,295.0,525.0,0.0,4180.0,0,1.0,0.0
457,457,-0.6532023168521726,-0.7,1.0,297.0,700.0,1.0,223.0,1,-1.0,-1.0
458,458,0.6054459640651021,0.6,-1.0,472.0,718.0,0.0,3810.0,0,-1.0,0.0
459,459,0.6379971279513813,0.6,1.0,488.0,577.0,1.0,-355.0,1,1.0,1.0
460,460,-0.3334311685731042,-0.3,-1.0,310.0,744.0,0.0,3946.0,0,1.0,0.0
461,461,0.5899990248940602,0.6,1.0,467.0,621.0,1.0,172.0,1,1.0,1.0
462,462,-0.4193554257602244,-0.4,1.0,311.0,602.0,1.0,417.0,1,-1.0,-1.0
463,463,0.839773622937194,0.8,1.0,496.0,895.0,1.0,209.0,1,1.0,1.0
464,464,-0.390628151201347,-0.4,-1.0,394.0,650.0,0.0,3956.0,0,1.0,0.0
465,465,-0.3911633541196132,-0.4,1.0,260.0,945.0,1.0,335.0,1,-1.0,-1.0
466,466,-0.7540339482807741,-0.8,1.0,395.0,874.0,1.0,271.0,1,-1.0,-1.0
467,467,0.8253701193753252,0.8,-1.0,413.0,694.0,0.0,3893.0,0,-1.0,0.0
468,468,-0.34855661641813385,-0.3,1.0,260.0,811.0,1.0,1069.0,1,-1.0,-1.0
469,469,-0.47295063513429186,-0.5,1.0,343.0,582.0,1.0,165.0,1,-1.0,-1.0
470,470,0.516017724419429,0.5,1.0,374.0,655.0,1.0,161.0,1,1.0,1.0
471,471,0.5838943635359396,0.6,-1.0,279.0,523.0,0.0,4198.0,0,-1.0,0.0
472,472,-0.8710022542793043,-0.9,-1.0,388.0,919.0,0.0,3693.0,0,1.0,0.0
473,473,0.09544073323539559,0.1,1.0,261.0,517.0,0.0,4222.0,0,1.0,0.0
474,474,0.4873536620046709,0.5,1.0,346.0,538.0,1.0,296.0,1,1.0,1.0
475,475,-0.17540958755849767,-0.2,-1.0,297.0,974.0,0.0,3729.0,0,1.0,0.0
476,476,-0.3525815657302471,-0.4,-1.0,291.0,777.0,0.0,3932.0,0,1.0,0.0
477,477,-0.2354635278162941,-0.2,-1.0,294.0,776.0,0.0,3930.0,0,1.0,0.0
478,478,-0.8639323894356963,-0.9,-1.0,279.0,953.0,0.0,3768.0,0,1.0,0.0
479,479,0.8250990702963389,0.8,1.0,254.0,586.0,1.0,160.0,1,1.0,1.0
480,480,-0.28924079878081965,-0.3,-1.0,497.0,706.0,0.0,3797.0,0,1.0,0.0
481,481,-0.00793334853754546,-0.0,1.0,398.0,888.0,1.0,-246.0,1,-1.0,-1.0
482,482,0.8306192165142862,0.8,1.0,410.0,963.0,1.0,147.0,1,1.0,1.0
483,483,0.01600093826290705,0.0,-1.0,485.0,985.0,0.0,3530.0,0,-1.0,0.0
484,484,-0.06408557214670563,-0.1,1.0,296.0,892.0,1.0,922.0,1,-1.0,-1.0
485,485,-0.464614418205837,-0.5,-1.0,255.0,956.0,0.0,3789.0,0,1.0,0.0
486,486,0.18047870553716872,0.2,-1.0,494.0,679.0,0.0,3827.0,0,-1.0,0.0
487,487,-0.4590713789589355,-0.5,-1.0,292.0,547.0,0.0,4161.0,0,1.0,0.0
488,488,0.8280521477146988,0.8,1.0,409.0,678.0,1.0,123.0,1,1.0,1.0
489,489,0.7560454862738316,0.8,1.0,484.0,723.0,1.0,133.0,1,1.0,1.0
490,490,0.509056775169494,0.5,1.0,259.0,609.0,1.0,162.0,1,1.0,1.0
491,491,-0.30525611556018406,-0.3,-1.0,301.0,956.0,0.0,3743.0,0,1.0,0.0
492,492,0.3000018641315644,0.3,1.0,314.0,810.0,1.0,126.0,1,1.0,1.0
493,493,-0.8592537113311318,-0.9,-1.0,343.0,910.0,0.0,3747.0,0,1.0,0.0
494,494,0.4880099940349999,0.5,1.0,307.0,871.0,1.0,252.0,1,1.0,1.0
495,495,0.6595732740680572,0.7,1.0,350.0,742.0,1.0,198.0,1,1.0,1.0
496,496,-0.41492992726311356,-0.4,1.0,419.0,865.0,1.0,276.0,1,-1.0,-1.0
497,497,-0.3190774722709572,-0.3,1.0,281.0,532.0,1.0,57.0,1,-1.0,-1.0
498,498,-0.05810387689724417,-0.1,1.0,403.0,819.0,1.0,-592.0,1,-1.0,-1.0
499,499,0.8226426727761568,0.8,-1.0,426.0,820.0,0.0,3754.0,0,-1.0,0.0
500,500,0.6949707676870652,0.7,-1.0,300.0,988.0,1.0,-318.0,0,-1.0,-1.0
501,501,0.1314878435883401,0.1,1.0,431.0,566.0,1.0,1363.0,1,1.0,1.0
502,502,0.5595009124415419,0.6,-1.0,451.0,617.0,1.0,-318.0,0,-1.0,-1.0
503,503,-0.7794859069238969,-0.8,1.0,316.0,925.0,1.0,139.0,1,-1.0,-1.0
504,504,0.05109150855847966,0.1,-1.0,353.0,955.0,1.0,2812.0,0,-1.0,-1.0
505,505,0.3281891927256083,0.3,1.0,304.0,629.0,1.0,767.0,1,1.0,1.0
506,506,-0.09269966537066976,-0.1,1.0,409.0,853.0,1.0,2668.0,1,-1.0,-1.0
507,507,0.3262073168599381,0.3,1.0,413.0,871.0,1.0,196.0,1,1.0,1.0
508,508,0.09196963453374629,0.1,-1.0,361.0,503.0,1.0,-344.0,0,-1.0,-1.0
509,509,0.6209572756401492,0.6,1.0,412.0,774.0,1.0,104.0,1,1.0,1.0
510,510,0.7232408334267281,0.7,-1.0,390.0,954.0,1.0,-864.0,0,-1.0,-1.0
511,511,0.3537299620768667,0.4,-1.0,346.0,824.0,0.0,3830.0,0,-1.0,0.0
512,512,-0.7454911608927854,-0.7,1.0,259.0,836.0,1.0,165.0,1,-1.0,-1.0
513,513,0.15457567096869174,0.2,1.0,271.0,577.0,1.0,1502.0,1,1.0,1.0
514,514,-0.7050108726112069,-0.7,-1.0,309.0,642.0,0.0,4049.0,0,1.0,0.0
515,515,0.48834067924067825,0.5,-1.0,379.0,558.0,0.0,4063.0,0,-1.0,0.0
516,516,-0.897995583063731,-0.9,1.0,387.0,869.0,1.0,-556.0,1,-1.0,-1.0
517,517,-0.07814870042851352,-0.1,1.0,279.0,509.0,1.0,902.0,1,-1.0,-1.0
518,518,0.6806848321468807,0.7,1.0,408.0,843.0,1.0,179.0,1,1.0,1.0
519,519,-0.7229721398850583,-0.7,-1.0,364.0,540.0,0.0,4096.0,0,1.0,0.0
520,520,0.20002383737614682,0.2,-1.0,373.0,798.0,1.0,-121.0,0,-1.0,-1.0
521,521,-0.6184575006459259,-0.6,-1.0,304.0,907.0,0.0,3789.0,0,1.0,0.0
522,522,-0.6903394437968934,-0.7,-1.0,339.0,510.0,0.0,4151.0,0,1.0,0.0
523,523,0.68394039239405,0.7,-1.0,346.0,938.0,0.0,3716.0,0,-1.0,0.0
524,524,0.08270076128874826,0.1,1.0,424.0,655.0,0.0,3921.0,0,1.0,0.0
525,525,-0.7647649405703162,-0.8,-1.0,377.0,751.0,0.0,3872.0,0,1.0,0.0
526,526,0.4408136512678712,0.4,-1.0,344.0,560.0,0.0,4096.0,0,-1.0,0.0
527,527,0.5386148153268401,0.5,-1.0,463.0,974.0,1.0,-777.0,0,-1.0,-1.0
528,528,-0.640855120268979,-0.6,1.0,326.0,967.0,1.0,117.0,1,-1.0,-1.0
529,529,0.6764294287373543,0.7,-1.0,286.0,574.0,0.0,4140.0,0,-1.0,0.0
530,530,0.5737148407617173,0.6,-1.0,251.0,927.0,0.0,3822.0,0,-1.0,0.0
531,531,0.33269998066007445,0.3,-1.0,402.0,607.0,0.0,3991.0,0,-1.0,0.0
532,532,0.8126902453548325,0.8,-1.0,430.0,598.0,1.0,-228.0,0,-1.0,-1.0
533,533,-0.7292843038504685,-0.7,-1.0,479.0,708.0,0.0,3813.0,0,1.0,0.0
534,534,-0.6884294354722923,-0.7,-1.0,279.0,999.0,0.0,3722.0,0,1.0,0.0
535,535,0.5533876749384886,0.6,-1.0,457.0,608.0,1.0,-185.0,0,-1.0,-1.0
536,536,0.39580570480321897,0.4,-1.0,485.0,964.0,0.0,3551.0,0,-1.0,0.0
537,537,-0.6778133674839691,-0.7,-1.0,386.0,645.0,0.0,3969.0,0,1.0,0.0
538,538,-0.18051082389591677,-0.2,1.0,310.0,806.0,1.0,644.0,1,-1.0,-1.0
539,539,0.8817123148557918,0.9,1.0,440.0,867.0,1.0,123.0,1,1.0,1.0
540,540,0.20950481248880315,0.2,1.0,436.0,819.0,1.0,365.0,1,1.0,1.0
541,541,-0.8936765427972985,-0.9,-1.0,270.0,657.0,0.0,4073.0,0,1.0,0.0
542,542,-0.023504408830513968,-0.0,1.0,412.0,998.0,1.0,-210.0,1,-1.0,-1.0
543,543,-0.5775683977720197,-0.6,1.0,332.0,948.0,1.0,680.0,1,-1.0,-1.0
544,544,-0.08067130333875128,-0.1,1.0,334.0,823.0,1.0,-607.0,1,-1.0,-1.0
545,545,0.26051508892219044,0.3,-1.0,382.0,932.0,0.0,3686.0,0,-1.0,0.0
546,546,-0.5486358870548023,-0.5,1.0,301.0,941.0,1.0,98.0,1,-1.0,-1.0
547,547,0.29363481745095166,0.3,1.0,275.0,686.0,1.0,439.0,1,1.0,1.0
548,548,0.6152009181069632,0.6,1.0,278.0,880.0,1.0,312.0,1,1.0,1.0
549,549,0.7262825487539538,0.7,-1.0,292.0,855.0,0.0,3853.0,0,-1.0,0.0
550,550,0.3747417155990188,0.4,1.0,314.0,780.0,1.0,336.0,1,1.0,1.0
551,551,0.2759016469750254,0.3,-1.0,385.0,615.0,0.0,4000.0,0,-1.0,0.0
552,552,0.040491078916111145,0.0,-1.0,278.0,912.0,0.0,3810.0,0,-1.0,0.0
553,553,0.8407301034266167,0.8,-1.0,413.0,933.0,1.0,-786.0,0,-1.0,-1.0
554,554,0.7822379791503896,0.8,-1.0,270.0,797.0,0.0,3933.0,0,-1.0,0.0
555,555,0.3925324526261663,0.4,1.0,349.0,970.0,1.0,581.0,1,1.0,1.0
556,556,0.5713615689518677,0.6,1.0,372.0,869.0,1.0,149.0,1,1.0,1.0
