,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,configuration,chosen_color
1173,1173,0.6165069618411109,0.6,1.0,363.0,720.0,1.0,227.0,1,1.0,1.0
1174,1174,-0.20927868753883483,-0.2,-1.0,470.0,502.0,0.0,4028.0,0,1.0,0.0
1175,1175,0.3786620644885178,0.4,1.0,376.0,823.0,1.0,401.0,1,1.0,1.0
1176,1176,-0.23910534613927437,-0.2,1.0,364.0,745.0,1.0,-169.0,1,-1.0,-1.0
1177,1177,-0.07899673974194765,-0.1,-1.0,401.0,610.0,0.0,3989.0,0,1.0,0.0
1178,1178,-0.13615435911690033,-0.1,1.0,256.0,651.0,1.0,-257.0,1,-1.0,-1.0
1179,1179,-0.10462781750769734,-0.1,1.0,403.0,940.0,1.0,-563.0,1,-1.0,-1.0
1180,1180,-0.18659752517847616,-0.2,1.0,254.0,911.0,1.0,-585.0,1,-1.0,-1.0
1181,1181,-0.8034639523666298,-0.8,-1.0,372.0,507.0,0.0,4121.0,0,1.0,0.0
1182,1182,0.23568577952166636,0.2,1.0,328.0,806.0,1.0,326.0,1,1.0,1.0
1183,1183,-0.7059437339798393,-0.7,1.0,341.0,583.0,1.0,116.0,1,-1.0,-1.0
1184,1184,0.03766675468371872,0.0,-1.0,403.0,731.0,1.0,-544.0,0,-1.0,-1.0
1185,1185,0.4530184526726623,0.5,-1.0,359.0,792.0,1.0,-631.0,0,-1.0,-1.0
1186,1186,-0.3841455849182359,-0.4,1.0,365.0,964.0,1.0,-379.0,1,-1.0,-1.0
1187,1187,0.1407755436923731,0.1,-1.0,425.0,528.0,0.0,4047.0,0,-1.0,0.0
1188,1188,-0.8004836115006926,-0.8,1.0,433.0,641.0,1.0,106.0,1,-1.0,-1.0
1189,1189,0.3235134175215103,0.3,-1.0,399.0,983.0,1.0,-332.0,0,-1.0,-1.0
1190,1190,-0.06218253025426235,-0.1,-1.0,483.0,676.0,0.0,3841.0,0,1.0,0.0
1191,1191,-0.6161549033814502,-0.6,-1.0,464.0,859.0,0.0,3677.0,0,1.0,0.0
1192,1192,0.251985374017221,0.3,1.0,428.0,516.0,1.0,406.0,1,1.0,1.0
1193,1193,-0.3633053257575851,-0.4,1.0,304.0,784.0,1.0,282.0,1,-1.0,-1.0
1194,1194,-0.5229897682509302,-0.5,1.0,483.0,926.0,1.0,-419.0,1,-1.0,-1.0
1195,1195,0.3668654451411161,0.4,-1.0,316.0,563.0,0.0,4121.0,0,-1.0,0.0
1196,1196,0.8571765307226552,0.9,1.0,283.0,733.0,1.0,114.0,1,1.0,1.0
1197,1197,0.5819935222602467,0.6,-1.0,353.0,688.0,1.0,-511.0,0,-1.0,-1.0
1198,1198,0.09061572034382626,0.1,-1.0,338.0,501.0,0.0,4161.0,0,-1.0,0.0
1199,1199,-0.6024153202598855,-0.6,1.0,498.0,655.0,1.0,137.0,1,-1.0,-1.0
1200,1200,-0.4095283040007964,-0.4,-1.0,401.0,806.0,0.0,3793.0,0,1.0,0.0
1201,1201,0.6795818653905786,0.7,1.0,485.0,999.0,1.0,136.0,1,1.0,1.0
1202,1202,-0.2534610482532398,-0.3,-1.0,387.0,917.0,0.0,3696.0,0,1.0,0.0
1203,1203,0.3967559735811329,0.4,1.0,427.0,920.0,1.0,273.0,1,1.0,1.0
1204,1204,0.23990529687725404,0.2,-1.0,435.0,677.0,0.0,3888.0,0,-1.0,0.0
1205,1205,0.29855601293093714,0.3,1.0,336.0,931.0,1.0,513.0,1,1.0,1.0
1206,1206,-0.05237881888688034,-0.1,1.0,380.0,719.0,1.0,1401.0,1,-1.0,-1.0
1207,1207,0.0008616041963873666,0.0,-1.0,299.0,617.0,1.0,2854.0,0,-1.0,-1.0
1208,1208,-0.4455071987323625,-0.4,1.0,350.0,738.0,1.0,212.0,1,-1.0,-1.0
1209,1209,-0.696406274544119,-0.7,1.0,340.0,709.0,1.0,161.0,1,-1.0,-1.0
1210,1210,0.5519546504496252,0.6,-1.0,315.0,972.0,1.0,-817.0,0,-1.0,-1.0
1211,1211,0.5217098069518168,0.5,-1.0,439.0,523.0,0.0,4038.0,0,-1.0,0.0
1212,1212,0.3865891031804788,0.4,-1.0,445.0,711.0,0.0,3844.0,0,-1.0,0.0
1213,1213,0.04012796299904342,0.0,1.0,297.0,753.0,0.0,3950.0,0,1.0,0.0
1214,1214,0.3059138820151911,0.3,-1.0,322.0,697.0,0.0,3981.0,0,-1.0,0.0
1215,1215,-0.8330470329882925,-0.8,1.0,439.0,932.0,1.0,139.0,1,-1.0,-1.0
1216,1216,-0.32246495031192357,-0.3,-1.0,346.0,824.0,0.0,3830.0,0,1.0,0.0
1217,1217,0.7986578505185028,0.8,-1.0,430.0,505.0,0.0,4065.0,0,-1.0,0.0
1218,1218,0.7139627758418193,0.7,1.0,337.0,996.0,1.0,167.0,1,1.0,1.0
1219,1219,0.8857246771845811,0.9,-1.0,357.0,608.0,1.0,95.0,0,-1.0,-1.0
1220,1220,-0.02571499897157503,-0.0,-1.0,479.0,801.0,0.0,3720.0,0,1.0,0.0
1221,1221,-0.38871403390122805,-0.4,-1.0,338.0,685.0,0.0,3977.0,0,1.0,0.0
1222,1222,-0.06219285750206971,-0.1,1.0,409.0,798.0,1.0,-617.0,1,-1.0,-1.0
1223,1223,-0.09007259668109846,-0.1,1.0,329.0,580.0,1.0,-239.0,1,-1.0,-1.0
1224,1224,0.6288156043216816,0.6,1.0,436.0,983.0,1.0,171.0,1,1.0,1.0
1225,1225,0.8276752932616059,0.8,1.0,337.0,553.0,1.0,70.0,1,1.0,1.0
1226,1226,0.6456270860092962,0.6,-1.0,479.0,585.0,0.0,3936.0,0,-1.0,0.0
1227,1227,0.18550097338912563,0.2,-1.0,425.0,874.0,0.0,3701.0,0,-1.0,0.0
1228,1228,0.1187890457887969,0.1,-1.0,267.0,831.0,0.0,3902.0,0,-1.0,0.0
1229,1229,-0.7016069502533508,-0.7,1.0,347.0,735.0,1.0,248.0,1,-1.0,-1.0
1230,1230,-0.30799890780227135,-0.3,1.0,434.0,717.0,1.0,419.0,1,-1.0,-1.0
1231,1231,-0.7504133454870059,-0.8,1.0,251.0,847.0,1.0,-398.0,1,-1.0,-1.0
1232,1232,0.11234907026403051,0.1,1.0,363.0,561.0,0.0,4076.0,0,1.0,0.0
1233,1233,0.7645620103312044,0.8,1.0,486.0,949.0,1.0,145.0,1,1.0,1.0
1234,1234,0.18403252730308728,0.2,1.0,321.0,828.0,1.0,731.0,1,1.0,1.0
1235,1235,-0.7622977489732777,-0.8,1.0,499.0,964.0,1.0,127.0,1,-1.0,-1.0
1236,1236,0.7211673566271214,0.7,-1.0,452.0,586.0,0.0,3962.0,0,-1.0,0.0
1237,1237,0.4219002192401241,0.4,-1.0,296.0,866.0,0.0,3838.0,0,-1.0,0.0
1238,1238,0.8444749795516523,0.8,1.0,369.0,755.0,1.0,146.0,1,1.0,1.0
1239,1239,-0.48711816428151616,-0.5,-1.0,411.0,793.0,0.0,3796.0,0,1.0,0.0
1240,1240,-0.8105920251726796,-0.8,1.0,265.0,571.0,1.0,134.0,1,-1.0,-1.0
1241,1241,0.0659899291699404,0.1,-1.0,404.0,856.0,1.0,2980.0,0,-1.0,-1.0
1242,1242,0.7079582499466398,0.7,-1.0,392.0,922.0,1.0,-184.0,0,-1.0,-1.0
1243,1243,-0.2980648385802237,-0.3,1.0,294.0,603.0,1.0,63.0,1,-1.0,-1.0
1244,1244,0.6501296791624601,0.7,-1.0,264.0,681.0,0.0,4055.0,0,-1.0,0.0
1245,1245,0.17225245210684703,0.2,-1.0,284.0,899.0,1.0,-723.0,0,-1.0,-1.0
1246,1246,0.37435262274596603,0.4,-1.0,392.0,913.0,1.0,-705.0,0,-1.0,-1.0
1247,1247,0.24487842039806107,0.2,-1.0,286.0,869.0,0.0,3845.0,0,-1.0,0.0
1248,1248,-0.33699147098282023,-0.3,1.0,431.0,605.0,1.0,-516.0,1,-1.0,-1.0
1249,1249,-0.8028831628716009,-0.8,-1.0,265.0,896.0,0.0,3839.0,0,1.0,0.0
1250,1250,0.22593814880734409,0.2,1.0,307.0,938.0,1.0,1075.0,1,1.0,1.0
1251,1251,-0.5830751611360727,-0.6,-1.0,456.0,703.0,0.0,3841.0,0,1.0,0.0
1252,1252,0.6641826562274197,0.7,-1.0,303.0,684.0,1.0,-517.0,0,-1.0,-1.0
1253,1253,0.1973574262505996,0.2,1.0,281.0,793.0,1.0,1186.0,1,1.0,1.0
1254,1254,-0.38323089265964083,-0.4,1.0,340.0,894.0,1.0,-384.0,1,-1.0,-1.0
1255,1255,0.3454871850118214,0.3,-1.0,418.0,938.0,1.0,34.0,0,-1.0,-1.0
1256,1256,0.48021912896153796,0.5,-1.0,355.0,563.0,0.0,4082.0,0,-1.0,0.0
1257,1257,-0.8854067638101778,-0.9,1.0,478.0,636.0,1.0,-264.0,1,-1.0,-1.0
1258,1258,-0.32381444654310554,-0.3,1.0,498.0,523.0,1.0,999.0,1,-1.0,-1.0
1259,1259,-0.8335235362516499,-0.8,-1.0,472.0,875.0,0.0,3653.0,0,1.0,0.0
1260,1260,0.8561653509781669,0.9,1.0,494.0,540.0,1.0,76.0,1,1.0,1.0
1261,1261,0.09894749821039106,0.1,1.0,440.0,861.0,0.0,3699.0,0,1.0,0.0
1262,1262,-0.14649067564547646,-0.1,1.0,484.0,501.0,1.0,335.0,1,-1.0,-1.0
1263,1263,-0.03644451371373714,-0.0,-1.0,282.0,874.0,0.0,3844.0,0,1.0,0.0
1264,1264,0.021490216496318326,0.0,-1.0,285.0,986.0,0.0,3729.0,0,-1.0,0.0
1265,1265,-0.5926129661953985,-0.6,1.0,416.0,915.0,1.0,109.0,1,-1.0,-1.0
1266,1266,0.3175767327663327,0.3,1.0,360.0,887.0,1.0,783.0,1,1.0,1.0
1267,1267,-0.07094470892310778,-0.1,-1.0,335.0,878.0,0.0,3787.0,0,1.0,0.0
1268,1268,-0.3192366795270989,-0.3,-1.0,408.0,540.0,0.0,4052.0,0,1.0,0.0
1269,1269,-0.2202140379824502,-0.2,-1.0,406.0,518.0,0.0,4076.0,0,1.0,0.0
1270,1270,-0.09224827322276963,-0.1,1.0,479.0,579.0,1.0,962.0,1,-1.0,-1.0
1271,1271,0.052169723580910876,0.1,1.0,481.0,702.0,0.0,3817.0,0,1.0,0.0
1272,1272,-0.6438370170897175,-0.6,1.0,330.0,854.0,1.0,-664.0,1,-1.0,-1.0
1273,1273,0.6060882810440519,0.6,-1.0,422.0,778.0,1.0,-160.0,0,-1.0,-1.0
1274,1274,0.8898468736254649,0.9,-1.0,475.0,887.0,1.0,-722.0,0,-1.0,-1.0
1275,1275,0.8796203417353342,0.9,-1.0,457.0,555.0,0.0,3988.0,0,-1.0,0.0
1276,1276,0.7043740932431098,0.7,1.0,341.0,733.0,1.0,186.0,1,1.0,1.0
1277,1277,-0.7290353645808734,-0.7,1.0,452.0,728.0,1.0,170.0,1,-1.0,-1.0
1278,1278,0.32467047922874037,0.3,1.0,264.0,606.0,1.0,180.0,1,1.0,1.0
1279,1279,0.1507333091905051,0.2,-1.0,474.0,861.0,1.0,-745.0,0,-1.0,-1.0
1280,1280,-0.12537904759991003,-0.1,1.0,439.0,587.0,1.0,144.0,1,-1.0,-1.0
1281,1281,0.01533135565867505,0.0,-1.0,367.0,958.0,1.0,-455.0,0,-1.0,-1.0
1282,1282,-0.8393350988283056,-0.8,-1.0,419.0,931.0,0.0,3650.0,0,1.0,0.0
1283,1283,0.7182573709303294,0.7,1.0,347.0,876.0,1.0,137.0,1,1.0,1.0
1284,1284,0.8618840354423313,0.9,1.0,322.0,706.0,1.0,62.0,1,1.0,1.0
1285,1285,0.6078300754781031,0.6,1.0,311.0,854.0,1.0,215.0,1,1.0,1.0
1286,1286,0.3238436311307674,0.3,-1.0,373.0,858.0,0.0,3769.0,0,-1.0,0.0
1287,1287,-0.48806975164223404,-0.5,-1.0,484.0,806.0,0.0,3710.0,0,1.0,0.0
1288,1288,-0.16194387224081197,-0.2,-1.0,435.0,542.0,0.0,4023.0,0,1.0,0.0
1289,1289,0.3553620256818045,0.4,1.0,281.0,675.0,1.0,204.0,1,1.0,1.0
1290,1290,-0.08443609738412494,-0.1,1.0,496.0,513.0,1.0,1331.0,1,-1.0,-1.0
1291,1291,-0.4011918347929368,-0.4,1.0,379.0,998.0,1.0,-917.0,1,-1.0,-1.0
1292,1292,0.19024102361369988,0.2,1.0,487.0,684.0,1.0,659.0,1,1.0,1.0
1293,1293,0.7195577053078966,0.7,1.0,404.0,887.0,1.0,189.0,1,1.0,1.0
1294,1294,0.45726377838613763,0.5,-1.0,408.0,614.0,0.0,3978.0,0,-1.0,0.0
1295,1295,0.717251619544074,0.7,1.0,422.0,727.0,1.0,171.0,1,1.0,1.0
1296,1296,-0.13942665648367492,-0.1,1.0,341.0,941.0,1.0,118.0,1,-1.0,-1.0
1297,1297,0.8200070851298992,0.8,-1.0,434.0,857.0,1.0,-591.0,0,-1.0,-1.0
1298,1298,-0.5487383607191327,-0.5,1.0,471.0,895.0,1.0,124.0,1,-1.0,-1.0
1299,1299,0.40538363003683286,0.4,-1.0,422.0,606.0,0.0,3972.0,0,-1.0,0.0
1300,1300,0.22807374641291134,0.2,-1.0,367.0,843.0,0.0,3790.0,0,-1.0,0.0
1301,1301,-0.4555801936569483,-0.5,1.0,422.0,671.0,1.0,167.0,1,-1.0,-1.0
1302,1302,-0.5071840943151434,-0.5,1.0,275.0,877.0,1.0,78.0,1,-1.0,-1.0
1303,1303,0.881040447779542,0.9,-1.0,436.0,922.0,1.0,-618.0,0,-1.0,-1.0
1304,1304,0.4123496496772695,0.4,-1.0,345.0,603.0,0.0,4052.0,0,-1.0,0.0
1305,1305,-0.39590391359595056,-0.4,-1.0,367.0,565.0,0.0,4068.0,0,1.0,0.0
1306,1306,-0.8526251438798089,-0.9,-1.0,301.0,501.0,0.0,4198.0,0,1.0,0.0
1307,1307,0.8715629582101202,0.9,1.0,493.0,852.0,1.0,125.0,1,1.0,1.0
1308,1308,0.4040928652764918,0.4,-1.0,358.0,709.0,0.0,3933.0,0,-1.0,0.0
1309,1309,0.010796790649844734,0.0,1.0,454.0,986.0,0.0,3560.0,0,1.0,0.0
1310,1310,0.51691190704534,0.5,-1.0,457.0,871.0,0.0,3672.0,0,-1.0,0.0
1311,1311,-0.04379588674244039,-0.0,1.0,425.0,960.0,1.0,-315.0,1,-1.0,-1.0
1312,1312,-0.06333648917437285,-0.1,-1.0,419.0,652.0,0.0,3929.0,0,1.0,0.0
1313,1313,0.3977009897090419,0.4,-1.0,497.0,789.0,0.0,3714.0,0,-1.0,0.0
1314,1314,-0.8034705132601953,-0.8,-1.0,262.0,651.0,0.0,4087.0,0,1.0,0.0
1315,1315,0.4873564765264434,0.5,-1.0,259.0,591.0,1.0,-240.0,0,-1.0,-1.0
1316,1316,-0.20251354319740844,-0.2,1.0,290.0,901.0,1.0,1289.0,1,-1.0,-1.0
1317,1317,-0.19667301528518,-0.2,-1.0,289.0,555.0,0.0,4156.0,0,1.0,0.0
1318,1318,-0.25140204514007414,-0.3,-1.0,437.0,870.0,0.0,3693.0,0,1.0,0.0
1319,1319,-0.4185945773896346,-0.4,-1.0,290.0,857.0,0.0,3853.0,0,1.0,0.0
1320,1320,0.5106426769531197,0.5,1.0,269.0,732.0,1.0,389.0,1,1.0,1.0
1321,1321,-0.7644323478264367,-0.8,1.0,408.0,820.0,1.0,52.0,1,-1.0,-1.0
1322,1322,-0.4282061281342905,-0.4,1.0,436.0,923.0,1.0,251.0,1,-1.0,-1.0
1323,1323,0.5406429345219809,0.5,1.0,256.0,523.0,1.0,311.0,1,1.0,1.0
1324,1324,-0.2673517366428698,-0.3,1.0,461.0,790.0,1.0,-181.0,1,-1.0,-1.0
1325,1325,-0.8186527664858686,-0.8,-1.0,318.0,737.0,0.0,3945.0,0,1.0,0.0
1326,1326,-0.13903193107453504,-0.1,-1.0,322.0,880.0,0.0,3798.0,0,1.0,0.0
1327,1327,-0.0766102968651785,-0.1,1.0,432.0,988.0,1.0,790.0,1,-1.0,-1.0
1328,1328,0.5525539628181878,0.6,-1.0,359.0,835.0,1.0,-534.0,0,-1.0,-1.0
1329,1329,0.7083925337149942,0.7,1.0,476.0,825.0,1.0,79.0,1,1.0,1.0
1330,1330,0.8368449621006405,0.8,-1.0,447.0,969.0,0.0,3584.0,0,-1.0,0.0
1331,1331,-0.7517472770347562,-0.8,1.0,307.0,758.0,1.0,-615.0,1,-1.0,-1.0
1332,1332,0.10793827162398328,0.1,-1.0,458.0,864.0,0.0,3678.0,0,-1.0,0.0
1333,1333,-0.15584819168169395,-0.2,-1.0,434.0,626.0,0.0,3940.0,0,1.0,0.0
1334,1334,-0.7309840851600009,-0.7,1.0,367.0,716.0,1.0,147.0,1,-1.0,-1.0
1335,1335,-0.8264493031061917,-0.8,1.0,279.0,574.0,1.0,157.0,1,-1.0,-1.0
1336,1336,-0.5799236155794354,-0.6,-1.0,467.0,688.0,0.0,3845.0,0,1.0,0.0
1337,1337,-0.16213134190565515,-0.2,1.0,349.0,717.0,1.0,-466.0,1,-1.0,-1.0
1338,1338,0.49153754760003243,0.5,-1.0,473.0,879.0,1.0,18.0,0,-1.0,-1.0
1339,1339,0.2400512075442428,0.2,1.0,410.0,668.0,1.0,1022.0,1,1.0,1.0
1340,1340,0.7149076848646424,0.7,-1.0,421.0,949.0,1.0,-470.0,0,-1.0,-1.0
1341,1341,-0.7907406221781511,-0.8,1.0,266.0,893.0,1.0,71.0,1,-1.0,-1.0
1342,1342,0.8750991338085637,0.9,1.0,397.0,801.0,1.0,-1078.0,1,1.0,1.0
1343,1343,0.06628662799384055,0.1,-1.0,483.0,947.0,0.0,3570.0,0,-1.0,0.0
1344,1344,-0.4786525902065511,-0.5,1.0,484.0,729.0,1.0,337.0,1,-1.0,-1.0
1345,1345,0.862597114682116,0.9,1.0,368.0,731.0,1.0,181.0,1,1.0,1.0
1346,1346,0.21810981433313026,0.2,-1.0,319.0,915.0,0.0,3766.0,0,-1.0,0.0
1347,1347,-0.8373501250212072,-0.8,-1.0,310.0,539.0,0.0,4151.0,0,1.0,0.0
1348,1348,-0.17274052200591528,-0.2,1.0,309.0,659.0,1.0,172.0,1,-1.0,-1.0
1349,1349,0.8457754671724081,0.8,-1.0,480.0,898.0,1.0,-438.0,0,-1.0,-1.0
1350,1350,-0.23599908973352934,-0.2,-1.0,466.0,507.0,0.0,4027.0,0,1.0,0.0
1351,1351,0.7310072585857356,0.7,-1.0,253.0,935.0,1.0,22.0,0,-1.0,-1.0
1352,1352,0.1171017508946518,0.1,1.0,253.0,816.0,1.0,2791.0,1,1.0,1.0
1353,1353,-0.3632770689780841,-0.4,-1.0,399.0,559.0,0.0,4042.0,0,1.0,0.0
1354,1354,0.8016799197157475,0.8,1.0,269.0,924.0,1.0,147.0,1,1.0,1.0
1355,1355,-0.527407163290845,-0.5,-1.0,268.0,809.0,0.0,3923.0,0,1.0,0.0
1356,1356,-0.13194519043456243,-0.1,1.0,315.0,922.0,1.0,1143.0,1,-1.0,-1.0
1357,1357,0.8600354715808641,0.9,1.0,257.0,648.0,1.0,95.0,1,1.0,1.0
1358,1358,-0.47350807511894,-0.5,-1.0,383.0,958.0,0.0,3659.0,0,1.0,0.0
1359,1359,0.5210223311746248,0.5,-1.0,255.0,765.0,0.0,3980.0,0,-1.0,0.0
1360,1360,-0.31264167757636063,-0.3,1.0,354.0,607.0,1.0,449.0,1,-1.0,-1.0
1361,1361,0.3038569352509418,0.3,1.0,304.0,535.0,1.0,161.0,1,1.0,1.0
1362,1362,-0.2616753334328792,-0.3,1.0,435.0,990.0,1.0,-465.0,1,-1.0,-1.0
1363,1363,0.3807169887110039,0.4,1.0,270.0,722.0,1.0,528.0,1,1.0,1.0
1364,1364,-0.0708296587099374,-0.1,-1.0,316.0,805.0,0.0,3879.0,0,1.0,0.0
1365,1365,-0.34289638841768555,-0.3,1.0,254.0,537.0,1.0,89.0,1,-1.0,-1.0
1366,1366,0.4689658005506524,0.5,-1.0,396.0,520.0,0.0,4084.0,0,-1.0,0.0
1367,1367,-0.15308898908349922,-0.2,-1.0,336.0,714.0,0.0,3950.0,0,1.0,0.0
1368,1368,-0.5016543824706214,-0.5,1.0,419.0,853.0,1.0,-132.0,1,-1.0,-1.0
1369,1369,-0.019214887763175703,-0.0,1.0,315.0,567.0,1.0,-12.0,1,-1.0,-1.0
1370,1370,0.640121764061958,0.6,1.0,402.0,729.0,1.0,89.0,1,1.0,1.0
1371,1371,0.34627793475140944,0.3,-1.0,296.0,929.0,0.0,3775.0,0,-1.0,0.0
1372,1372,0.05288094255521658,0.1,1.0,292.0,613.0,1.0,2705.0,1,1.0,1.0
1373,1373,0.16164007500999855,0.2,-1.0,436.0,793.0,0.0,3771.0,0,-1.0,0.0
1374,1374,-0.24522625363966888,-0.2,-1.0,360.0,556.0,0.0,4084.0,0,1.0,0.0
1375,1375,-0.6076632813225722,-0.6,1.0,326.0,815.0,1.0,99.0,1,-1.0,-1.0
1376,1376,-0.3048239284436851,-0.3,1.0,302.0,654.0,1.0,474.0,1,-1.0,-1.0
1377,1377,0.8981816029624178,0.9,-1.0,333.0,512.0,0.0,4155.0,0,-1.0,0.0
1378,1378,0.8808404426931374,0.9,1.0,299.0,852.0,1.0,229.0,1,1.0,1.0
1379,1379,-0.6721982349525085,-0.7,-1.0,270.0,698.0,0.0,4032.0,0,1.0,0.0
1380,1380,-0.5482281304480388,-0.5,-1.0,287.0,780.0,0.0,3933.0,0,1.0,0.0
1381,1381,0.41176883949492427,0.4,1.0,272.0,527.0,1.0,281.0,1,1.0,1.0
1382,1382,-0.005934014002250687,-0.0,-1.0,294.0,822.0,0.0,3884.0,0,1.0,0.0
1383,1383,0.7859830438643768,0.8,1.0,435.0,899.0,1.0,216.0,1,1.0,1.0
1384,1384,-0.2366864670959563,-0.2,1.0,459.0,539.0,1.0,422.0,1,-1.0,-1.0
1385,1385,0.6021285761146472,0.6,-1.0,327.0,913.0,1.0,-360.0,0,-1.0,-1.0
1386,1386,0.3261148428751611,0.3,1.0,314.0,529.0,1.0,267.0,1,1.0,1.0
1387,1387,0.5019279251240506,0.5,-1.0,287.0,894.0,1.0,-311.0,0,-1.0,-1.0
1388,1388,0.5483834111014408,0.5,1.0,433.0,539.0,1.0,158.0,1,1.0,1.0
1389,1389,0.6036137014916289,0.6,1.0,407.0,693.0,1.0,130.0,1,1.0,1.0
1390,1390,0.12619131150430463,0.1,1.0,345.0,661.0,0.0,3994.0,0,1.0,0.0
1391,1391,0.557822574026417,0.6,1.0,299.0,519.0,1.0,192.0,1,1.0,1.0
1392,1392,-0.05216063329226761,-0.1,1.0,468.0,870.0,1.0,222.0,1,-1.0,-1.0
1393,1393,0.6891580524470285,0.7,-1.0,398.0,815.0,1.0,-553.0,0,-1.0,-1.0
1394,1394,0.31836528643677886,0.3,-1.0,476.0,575.0,0.0,3949.0,0,-1.0,0.0
1395,1395,-0.8281047105426511,-0.8,-1.0,327.0,989.0,0.0,3684.0,0,1.0,0.0
1396,1396,0.7746681247707877,0.8,-1.0,365.0,574.0,1.0,31.0,0,-1.0,-1.0
1397,1397,-0.10553815501848018,-0.1,1.0,334.0,606.0,1.0,1670.0,1,-1.0,-1.0
1398,1398,0.1554501216533294,0.2,1.0,273.0,979.0,1.0,398.0,1,1.0,1.0
1399,1399,-0.40561632499360806,-0.4,-1.0,443.0,695.0,0.0,3862.0,0,1.0,0.0
1400,1400,-0.38061939302494185,-0.4,-1.0,276.0,622.0,0.0,4102.0,0,1.0,0.0
1401,1401,-0.029916670589543393,-0.0,1.0,274.0,705.0,1.0,471.0,1,-1.0,-1.0
1402,1402,-0.22611721411729002,-0.2,1.0,283.0,512.0,1.0,345.0,1,-1.0,-1.0
1403,1403,0.22717452980379294,0.2,1.0,379.0,765.0,1.0,846.0,1,1.0,1.0
1404,1404,-0.5820234424968498,-0.6,-1.0,375.0,845.0,0.0,3780.0,0,1.0,0.0
1405,1405,0.8192690690608911,0.8,1.0,493.0,601.0,1.0,96.0,1,1.0,1.0
1406,1406,0.20025798661260008,0.2,-1.0,447.0,514.0,0.0,4039.0,0,-1.0,0.0
1407,1407,0.871182394656815,0.9,1.0,256.0,779.0,1.0,55.0,1,1.0,1.0
1408,1408,0.41093128060570605,0.4,-1.0,304.0,745.0,0.0,3951.0,0,-1.0,0.0
1409,1409,-0.8618428291480794,-0.9,1.0,426.0,745.0,1.0,-51.0,1,-1.0,-1.0
1410,1410,-0.0776206490152177,-0.1,1.0,385.0,624.0,1.0,1471.0,1,-1.0,-1.0
1411,1411,-0.8367487236472019,-0.8,-1.0,317.0,691.0,0.0,3992.0,0,1.0,0.0
1412,1412,-0.05571064985689811,-0.1,1.0,288.0,739.0,1.0,1403.0,1,-1.0,-1.0
1413,1413,0.5795528313259225,0.6,1.0,427.0,704.0,1.0,289.0,1,1.0,1.0
1414,1414,-0.0934119891085301,-0.1,-1.0,386.0,776.0,0.0,3838.0,0,1.0,0.0
1415,1415,0.29616911738530305,0.3,-1.0,313.0,904.0,1.0,-357.0,0,-1.0,-1.0
1416,1416,0.3085415209116352,0.3,-1.0,498.0,544.0,0.0,3958.0,0,-1.0,0.0
1417,1417,0.24132986137526868,0.2,-1.0,351.0,816.0,0.0,3833.0,0,-1.0,0.0
1418,1418,-0.5232703402043877,-0.5,1.0,473.0,902.0,1.0,275.0,1,-1.0,-1.0
1419,1419,0.7628105138921685,0.8,1.0,325.0,964.0,1.0,101.0,1,1.0,1.0
1420,1420,0.44206743093040946,0.4,-1.0,438.0,624.0,0.0,3938.0,0,-1.0,0.0
1421,1421,-0.7771612338440423,-0.8,-1.0,337.0,956.0,0.0,3707.0,0,1.0,0.0
1422,1422,-0.8980919720891523,-0.9,1.0,378.0,752.0,1.0,40.0,1,-1.0,-1.0
1423,1423,-0.1893916650601125,-0.2,1.0,372.0,962.0,1.0,676.0,1,-1.0,-1.0
1424,1424,0.364966138322132,0.4,1.0,490.0,935.0,1.0,305.0,1,1.0,1.0
1425,1425,-0.29565684691574434,-0.3,-1.0,423.0,870.0,0.0,3707.0,0,1.0,0.0
1426,1426,0.8044341149556967,0.8,-1.0,259.0,895.0,0.0,3846.0,0,-1.0,0.0
1427,1427,0.8930932325999058,0.9,-1.0,389.0,841.0,1.0,-110.0,0,-1.0,-1.0
1428,1428,0.07575899286381771,0.1,1.0,352.0,546.0,0.0,4102.0,0,1.0,0.0
1429,1429,-0.8722280157012386,-0.9,1.0,447.0,865.0,1.0,198.0,1,-1.0,-1.0
1430,1430,0.20437098745140247,0.2,-1.0,274.0,606.0,1.0,110.0,0,-1.0,-1.0
1431,1431,0.21922731536190343,0.2,1.0,253.0,640.0,1.0,657.0,1,1.0,1.0
1432,1432,-0.1260960602777409,-0.1,1.0,369.0,692.0,1.0,-221.0,1,-1.0,-1.0
1433,1433,0.5642249491395367,0.6,1.0,401.0,649.0,1.0,370.0,1,1.0,1.0
1434,1434,-0.4491861825544077,-0.4,1.0,454.0,878.0,1.0,268.0,1,-1.0,-1.0
1435,1435,0.36787746334976645,0.4,1.0,476.0,753.0,1.0,541.0,1,1.0,1.0
1436,1436,-0.5678111636079166,-0.6,1.0,289.0,769.0,1.0,52.0,1,-1.0,-1.0
1437,1437,-0.8577839984730721,-0.9,1.0,466.0,939.0,1.0,-735.0,1,-1.0,-1.0
1438,1438,-0.4019264058712826,-0.4,1.0,485.0,849.0,1.0,146.0,1,-1.0,-1.0
1439,1439,0.2964122758110098,0.3,-1.0,373.0,502.0,0.0,4125.0,0,-1.0,0.0
1440,1440,0.315197716425054,0.3,1.0,414.0,611.0,1.0,215.0,1,1.0,1.0
