,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,g0,gSlope
3201,3201,-0.5191480315249419,-0.5,1,463.0,971.0,0.0,-1434.0,0,0.28321565207450317,0.0
3202,3202,-0.8351899620723173,-0.8,1,251.0,856.0,0.0,-1107.0,0,0.9909903064473483,0.0
3203,3203,-0.6164159317842586,-0.6,1,386.0,506.0,0.0,-882.0,0,0.5876208747698235,0.0
3204,3204,-0.9037936267097146,-0.9,1,485.0,861.0,1.0,194.0,1,0.21504765478753463,0.0
3205,3205,-0.3969304434187564,-0.4,1,316.0,957.0,1.0,477.0,1,0.5775694298748093,0.0
3206,3206,-0.7036040533478898,-0.7,1,258.0,509.0,1.0,923.0,1,0.03662130759255544,0.0
3207,3207,-0.8522752680279668,-0.9,1,498.0,973.0,1.0,189.0,1,0.13420404630840477,0.0
3208,3208,-0.5505638018332861,-0.6,1,483.0,549.0,0.0,-1022.0,0,0.5651255007663287,0.0
3209,3209,0.8281009432199398,0.8,0,485.0,909.0,0.0,226.0,1,0.21723202466451952,0.0
3210,3210,-0.5717734964596095,-0.6,1,489.0,833.0,1.0,248.0,1,0.8709171384167252,0.0
3211,3211,0.3016778746231803,0.3,0,455.0,734.0,0.0,331.0,1,0.11839978132711448,0.0
3212,3212,0.02565065338406436,0.0,0,408.0,514.0,0.0,-922.0,1,0.8986998986311454,0.0
3213,3213,0.09986359980248372,0.1,0,457.0,619.0,0.0,-1076.0,1,0.6636336772019465,0.0
3214,3214,0.2881628259366813,0.3,0,255.0,570.0,0.0,-825.0,1,0.931107422158491,0.0
3215,3215,-0.9408808505599342,-0.9,1,470.0,545.0,0.0,-1005.0,0,0.21299973715135023,0.0
3216,3216,0.15096999745777095,0.2,0,358.0,876.0,0.0,-1234.0,1,0.7896203703515644,0.0
3217,3217,-0.6021235394620064,-0.6,1,387.0,729.0,1.0,274.0,1,0.4490384661356266,0.0
3218,3218,-0.5165734446380177,-0.5,1,290.0,819.0,0.0,-1099.0,0,0.22913904826385445,0.0
3219,3219,0.6288420078743846,0.6,0,375.0,742.0,0.0,373.0,1,0.13139893887061127,0.0
3220,3220,-0.7086999351430772,-0.7,1,319.0,804.0,0.0,-1123.0,0,0.8627903795230567,0.0
3221,3221,-0.6651412518965374,-0.7,1,381.0,535.0,1.0,584.0,1,0.038529106039938865,0.0
3222,3222,-0.4835208204327923,-0.5,1,269.0,700.0,1.0,631.0,1,0.09294677857969236,0.0
3223,3223,-0.5018262061899017,-0.5,1,485.0,697.0,1.0,288.0,1,0.37164050640209334,0.0
3224,3224,-0.7364233429100531,-0.7,1,470.0,826.0,0.0,-1296.0,0,0.7907703724719967,0.0
3225,3225,-0.5417655911218309,-0.5,1,314.0,762.0,1.0,204.0,1,0.5286842042622264,0.0
3226,3226,0.7442314908098144,0.7,0,403.0,622.0,0.0,205.0,1,0.5586552121197484,0.0
3227,3227,-0.5682071842092502,-0.6,1,257.0,991.0,1.0,212.0,1,0.6757066236857835,0.0
3228,3228,-0.32273138529315926,-0.3,1,394.0,934.0,0.0,-1328.0,0,0.9787420444398999,0.0
3229,3229,0.6181694929511752,0.6,0,398.0,975.0,0.0,307.0,1,0.3048957868901425,0.0
3230,3230,-0.964820679432979,-1.0,1,322.0,867.0,1.0,321.0,1,0.019484794552550477,0.0
3231,3231,-0.20795296704214894,-0.2,1,469.0,746.0,0.0,335.0,0,0.09387111731909281,0.0
3232,3232,-0.04648842273191267,-0.0,1,250.0,800.0,0.0,400.0,0,0.4627714033223559,0.0
3233,3233,-0.09790558715477671,-0.1,1,415.0,722.0,0.0,383.0,0,0.1925014063081022,0.0
3234,3234,0.22753730371034342,0.2,0,499.0,862.0,0.0,219.0,1,0.5995793534380126,0.0
3235,3235,-0.3485418880011062,-0.3,1,270.0,551.0,1.0,229.0,1,0.3856875236830295,0.0
3236,3236,-0.24232754418895852,-0.2,1,490.0,955.0,0.0,-1445.0,0,0.7714705439374846,0.0
3237,3237,-0.7757242967715368,-0.8,1,431.0,824.0,1.0,245.0,1,0.10238111989358156,0.0
3238,3238,0.6144165173268636,0.6,0,292.0,872.0,0.0,516.0,1,0.16373000508413504,0.0
3239,3239,0.04756282584264948,0.0,0,329.0,627.0,0.0,444.0,1,0.34028687248422895,0.0
3240,3240,0.6159828008780333,0.6,0,400.0,707.0,0.0,143.0,1,0.6670380740186498,0.0
3241,3241,-0.6048256384341211,-0.6,1,276.0,999.0,0.0,-1275.0,0,0.538052503814511,0.0
3242,3242,0.2517936672236687,0.3,0,326.0,950.0,0.0,-1276.0,1,0.9295745085185175,0.0
3243,3243,0.31672884671019164,0.3,0,389.0,761.0,0.0,130.0,1,0.6305484238993392,0.0
3244,3244,0.21653084332559436,0.2,0,465.0,551.0,0.0,-1016.0,1,0.37832623951781374,0.0
3245,3245,0.6625235823423006,0.7,0,315.0,943.0,0.0,192.0,1,0.5777291227769925,0.0
3246,3246,-0.039454359265494565,-0.0,1,486.0,560.0,1.0,634.0,1,0.3260977507899806,0.0
3247,3247,0.9553376554773232,1.0,0,280.0,657.0,0.0,-937.0,1,0.8853603669225028,0.0
3248,3248,0.14628303723103842,0.1,0,302.0,688.0,0.0,-980.0,1,0.45455368870049373,0.0
3249,3249,-0.4120806272760553,-0.4,1,384.0,925.0,1.0,321.0,1,0.6418586703429299,0.0
3250,3250,-0.3685448292237665,-0.4,1,422.0,600.0,0.0,-982.0,0,0.34596448382573874,0.0
3251,3251,0.9670479931793374,1.0,0,380.0,514.0,0.0,206.0,1,0.129047650070242,0.0
3252,3252,-0.28360451109539064,-0.3,1,311.0,557.0,0.0,-868.0,0,0.8215181314667226,0.0
3253,3253,-0.6355362258519601,-0.6,1,391.0,759.0,1.0,230.0,1,0.39162529998232654,0.0
3254,3254,-0.5922524494058394,-0.6,1,475.0,950.0,1.0,245.0,1,0.1216136162755439,0.0
3255,3255,0.7799963807370498,0.8,0,471.0,870.0,0.0,-1341.0,1,0.8929576468961827,0.0
3256,3256,-0.7181295878267753,-0.7,1,384.0,654.0,1.0,392.0,1,0.31887121162228516,0.0
3257,3257,0.9076351974967671,0.9,0,459.0,827.0,0.0,264.0,1,0.049291750945944846,0.0
3258,3258,-0.014498738206481843,-0.0,1,262.0,758.0,0.0,-1020.0,0,0.4608279952308877,0.0
3259,3259,0.6997214708552644,0.7,0,368.0,960.0,0.0,272.0,1,0.10225307155144592,0.0
3260,3260,-0.7140224485574893,-0.7,1,302.0,680.0,0.0,-982.0,0,0.9273872184948301,0.0
3261,3261,0.5202254737128209,0.5,0,326.0,654.0,0.0,280.0,1,0.4988361770487645,0.0
3262,3262,-0.7094428213512383,-0.7,1,433.0,970.0,0.0,-1383.0,0,0.9402252926573129,0.0
3263,3263,0.7582102936848172,0.8,0,341.0,631.0,0.0,228.0,1,0.4739683869174991,0.0
3264,3264,-0.37796460093004125,-0.4,1,271.0,557.0,1.0,452.0,1,0.24572543230414523,0.0
3265,3265,-0.7732881207347186,-0.8,1,464.0,994.0,1.0,212.0,1,0.5358602109931185,0.0
3266,3266,-0.6007029738332001,-0.6,1,364.0,711.0,1.0,295.0,1,0.5330056981794867,0.0
3267,3267,-0.22265236962571167,-0.2,1,437.0,659.0,0.0,-1096.0,0,0.34072884967656636,0.0
3268,3268,0.2864033280456624,0.3,0,409.0,725.0,0.0,186.0,1,0.7023416754948469,0.0
3269,3269,0.5595060540835517,0.6,0,279.0,755.0,0.0,-1034.0,1,0.5914365849073907,0.0
3270,3270,0.5034094970422252,0.5,0,495.0,504.0,0.0,341.0,1,0.17649005553222563,0.0
3271,3271,0.7650640847914629,0.8,0,415.0,654.0,0.0,211.0,1,0.4483664573176537,0.0
3272,3272,0.08075483610253009,0.1,0,332.0,625.0,1.0,493.0,0,0.029690528195994936,0.0
3273,3273,0.9559616123914734,1.0,0,256.0,828.0,0.0,276.0,1,0.012402078542547268,0.0
3274,3274,0.7693899144087166,0.8,0,250.0,994.0,0.0,286.0,1,0.05417066129857451,0.0
3275,3275,-0.7702331848151212,-0.8,1,288.0,858.0,1.0,244.0,1,0.4493684473053188,0.0
3276,3276,-0.01338511771320805,-0.0,1,295.0,944.0,0.0,-1239.0,0,0.7895585738301071,0.0
3277,3277,0.5917502204542484,0.6,0,378.0,799.0,0.0,463.0,1,0.14419914529780697,0.0
3278,3278,-0.6518928417997343,-0.7,1,498.0,520.0,0.0,-1018.0,0,0.6683904917763882,0.0
3279,3279,0.8140655432450381,0.8,0,387.0,546.0,0.0,197.0,1,0.23713713769355493,0.0
3280,3280,-0.8492452701723501,-0.8,1,350.0,949.0,0.0,-1299.0,0,0.8223663596936206,0.0
3281,3281,0.8103389581554448,0.8,0,341.0,618.0,0.0,281.0,1,0.32952631299988866,0.0
3282,3282,0.9947921407018472,1.0,0,492.0,669.0,0.0,119.0,1,0.8099656976258994,0.0
3283,3283,0.5868974049043125,0.6,0,441.0,717.0,0.0,362.0,1,0.06523383810688421,0.0
3284,3284,0.07962394107023729,0.1,0,474.0,502.0,0.0,384.0,1,0.4009421853544176,0.0
3285,3285,-0.3922266979786204,-0.4,1,266.0,932.0,0.0,-1198.0,0,0.4185023181890465,0.0
3286,3286,-0.902220982780852,-0.9,1,461.0,636.0,1.0,203.0,1,0.4327301547481812,0.0
3287,3287,-0.4426802878323728,-0.4,1,282.0,733.0,0.0,-975.0,0,0.9726322219501508,0.0
3288,3288,0.3716155771937164,0.4,0,418.0,785.0,0.0,247.0,1,0.3094519974374734,0.0
3289,3289,-0.14762109132812995,-0.1,1,338.0,980.0,0.0,-1318.0,0,0.9423325345581595,0.0
3290,3290,0.9088425852582569,0.9,0,379.0,514.0,0.0,197.0,1,0.5753538203030939,0.0
3291,3291,0.8384844523903849,0.8,0,265.0,786.0,0.0,-1051.0,1,0.8770977926071375,0.0
3292,3292,0.7090886011805502,0.7,0,446.0,521.0,0.0,333.0,1,0.14798533174575135,0.0
3293,3293,0.2547166542079111,0.3,0,462.0,852.0,0.0,-1314.0,1,0.8987428380433851,0.0
3294,3294,-0.5967094775937871,-0.6,1,409.0,952.0,1.0,309.0,1,0.5261979751214375,0.0
3295,3295,-0.3487659388206332,-0.3,1,375.0,659.0,1.0,366.0,1,0.1599382659052141,0.0
3296,3296,-0.467187638027063,-0.5,1,344.0,535.0,1.0,391.0,1,0.0419449056219634,0.0
3297,3297,-0.610903937026315,-0.6,1,386.0,803.0,1.0,241.0,1,0.5589035695453584,0.0
3298,3298,-0.7578572984643916,-0.8,1,497.0,830.0,1.0,473.0,1,0.22055607246530995,0.0
