,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,init_y_left,init_y_right
1493,1493,0.05751522311196933,0.1,0,442.0,724.0,0.0,134.0,1,0.35711681360642933,0.35711681360642933
1494,1494,-0.5290422365950227,-0.5,1,373.0,533.0,1.0,294.0,1,0.2970089791823774,0.2970089791823774
1495,1495,-0.9497172636125537,-0.9,1,459.0,863.0,1.0,218.0,1,0.24990827021866918,0.24990827021866918
1496,1496,-0.6196388535367701,-0.6,1,406.0,837.0,1.0,487.0,1,0.10584382908693146,0.10584382908693146
1497,1497,-0.7422897241192654,-0.7,1,415.0,889.0,1.0,326.0,1,0.3917985445387428,0.3917985445387428
1498,1498,-0.4869931052709553,-0.5,1,266.0,575.0,1.0,909.0,1,0.3874135441805199,0.3874135441805199
1499,1499,0.006188349273785754,0.0,0,456.0,875.0,1.0,969.0,0,0.025861508348094808,0.025861508348094808
1500,1500,0.4854121946404335,0.5,0,400.0,799.0,0.0,171.0,1,0.023780295862423584,0.023780295862423584
1501,1501,-0.07407248103497888,-0.1,1,466.0,835.0,1.0,139.0,1,0.4239425490656649,0.4239425490656649
1502,1502,-0.7192000713519415,-0.7,1,471.0,951.0,1.0,118.0,1,0.25249389257259097,0.25249389257259097
1503,1503,0.9160911381222789,0.9,0,300.0,928.0,0.0,342.0,1,0.14444679531294402,0.14444679531294402
1504,1504,-0.26591101350871393,-0.3,1,466.0,636.0,0.0,348.0,0,0.41630346471924995,0.41630346471924995
1505,1505,-0.5800782796058008,-0.6,1,356.0,684.0,1.0,1280.0,1,0.20985501174616772,0.20985501174616772
1506,1506,-0.5215577975888548,-0.5,1,287.0,799.0,1.0,434.0,1,0.48184219699315756,0.48184219699315756
1507,1507,0.8243825307755186,0.8,0,331.0,693.0,0.0,766.0,1,0.33366962611744644,0.33366962611744644
1508,1508,0.38918343794129506,0.4,0,374.0,627.0,1.0,339.0,0,0.2633362111897507,0.2633362111897507
1509,1509,0.8110427985220776,0.8,0,287.0,771.0,0.0,232.0,1,0.02390896051337449,0.02390896051337449
1510,1510,-0.1287101274835658,-0.1,1,485.0,619.0,1.0,156.0,1,0.4335526565248369,0.4335526565248369
1511,1511,0.8739901174825595,0.9,0,460.0,889.0,0.0,71.0,1,0.1963284902973763,0.1963284902973763
1512,1512,-0.405202350995318,-0.4,1,408.0,731.0,1.0,1031.0,1,0.013651904901747669,0.013651904901747669
1513,1513,-0.8392620339863468,-0.8,1,299.0,683.0,1.0,248.0,1,0.06197656165475818,0.06197656165475818
1514,1514,-0.9925249125404676,-1.0,1,377.0,505.0,1.0,98.0,1,0.19322091205247777,0.19322091205247777
1515,1515,0.7657278545429502,0.8,0,308.0,737.0,0.0,105.0,1,0.46715087589190596,0.46715087589190596
1516,1516,-0.05749693617435758,-0.1,1,470.0,591.0,1.0,549.0,1,0.16609068178965264,0.16609068178965264
1517,1517,0.13115708572308704,0.1,0,251.0,702.0,0.0,567.0,1,0.3238045805961317,0.3238045805961317
1518,1518,0.6879438444664785,0.7,0,358.0,853.0,0.0,189.0,1,0.37353859896107744,0.37353859896107744
1519,1519,-0.9594795404511913,-1.0,1,380.0,973.0,1.0,277.0,1,0.06956007163207384,0.06956007163207384
1520,1520,-0.9358686786917683,-0.9,1,338.0,682.0,1.0,130.0,1,0.22931572137185108,0.22931572137185108
1521,1521,0.28888820872477794,0.3,0,380.0,981.0,1.0,459.0,0,0.3441664816677177,0.3441664816677177
1522,1522,-0.025939526785680123,-0.0,1,347.0,996.0,1.0,1767.0,1,0.2482976902024187,0.2482976902024187
1523,1523,0.8442980103782389,0.8,0,465.0,644.0,0.0,161.0,1,0.44998284999983346,0.44998284999983346
1524,1524,-0.5869452319635382,-0.6,1,415.0,552.0,1.0,233.0,1,0.11340680193149927,0.11340680193149927
1525,1525,0.09129499546920661,0.1,0,459.0,691.0,0.0,210.0,1,0.08881893918940686,0.08881893918940686
1526,1526,0.7157268924957023,0.7,0,338.0,606.0,0.0,316.0,1,0.4999281855679405,0.4999281855679405
1527,1527,0.40551744139175083,0.4,0,266.0,604.0,0.0,130.0,1,0.19222092016720121,0.19222092016720121
1528,1528,0.21594102997997267,0.2,0,347.0,807.0,0.0,1046.0,1,0.034627549516829004,0.034627549516829004
1529,1529,0.9274593879041464,0.9,0,420.0,592.0,0.0,588.0,1,0.46154771318363663,0.46154771318363663
1530,1530,0.7927597895156588,0.8,0,431.0,656.0,0.0,143.0,1,0.45986602467467574,0.45986602467467574
1531,1531,0.5090855909672543,0.5,0,292.0,722.0,0.0,136.0,1,0.3459115857829733,0.3459115857829733
1532,1532,-0.9884035303794219,-1.0,1,393.0,734.0,1.0,113.0,1,0.3169512306590143,0.3169512306590143
1533,1533,-0.828325185211576,-0.8,1,427.0,501.0,1.0,262.0,1,0.49162653705823844,0.49162653705823844
1534,1534,-0.28958992680179074,-0.3,1,476.0,594.0,1.0,120.0,1,0.19674783059597223,0.19674783059597223
1535,1535,-0.9251315690152457,-0.9,1,314.0,711.0,1.0,125.0,1,0.4773089812862374,0.4773089812862374
1536,1536,0.8377233529946171,0.8,0,413.0,844.0,0.0,663.0,1,0.42251289079053367,0.42251289079053367
1537,1537,0.9905607180655518,1.0,0,325.0,785.0,0.0,160.0,1,0.4775511073242897,0.4775511073242897
1538,1538,-0.790506176488311,-0.8,1,316.0,952.0,1.0,172.0,1,0.39274851643103365,0.39274851643103365
1539,1539,0.7447053347136205,0.7,0,479.0,811.0,0.0,440.0,1,0.1341630357489581,0.1341630357489581
1540,1540,-0.07127122639860484,-0.1,1,467.0,536.0,0.0,157.0,0,0.19467748975338078,0.19467748975338078
1541,1541,0.5502848464110153,0.6,0,314.0,634.0,0.0,382.0,1,0.36942841235186974,0.36942841235186974
1542,1542,-0.7772215231305453,-0.8,1,299.0,715.0,1.0,526.0,1,0.18646940403421508,0.18646940403421508
1543,1543,0.3806105401616213,0.4,0,250.0,778.0,0.0,162.0,1,0.1357581265573098,0.1357581265573098
1544,1544,0.5878839851247553,0.6,0,450.0,524.0,0.0,756.0,1,0.3818180902618463,0.3818180902618463
1545,1545,0.22537232723283007,0.2,0,489.0,892.0,0.0,829.0,1,0.025117169501376713,0.025117169501376713
1546,1546,0.6079082583357762,0.6,0,447.0,901.0,0.0,212.0,1,0.2325939146329682,0.2325939146329682
1547,1547,-0.039436835236711154,-0.0,1,490.0,629.0,0.0,271.0,0,0.19575913972348186,0.19575913972348186
1548,1548,0.21789506840551476,0.2,0,491.0,785.0,0.0,364.0,1,0.09108042387336845,0.09108042387336845
1549,1549,-0.017688909468267733,-0.0,1,406.0,842.0,1.0,782.0,1,0.26861024612755746,0.26861024612755746
1550,1550,-0.9924736330865629,-1.0,1,479.0,989.0,1.0,142.0,1,0.4775518009459625,0.4775518009459625
1551,1551,0.39533000362235726,0.4,0,375.0,734.0,1.0,211.0,0,0.12168032608312107,0.12168032608312107
1552,1552,0.774527649885635,0.8,0,345.0,976.0,0.0,279.0,1,0.14119826204885672,0.14119826204885672
1553,1553,0.07180416981654014,0.1,0,333.0,857.0,0.0,180.0,1,0.39294008648814444,0.39294008648814444
1554,1554,0.20670049407810853,0.2,0,359.0,538.0,1.0,183.0,0,0.4804726445226156,0.4804726445226156
1555,1555,-0.17053664841295246,-0.2,1,287.0,857.0,1.0,146.0,1,0.13771922088338467,0.13771922088338467
1556,1556,0.8731195962628773,0.9,0,305.0,785.0,0.0,260.0,1,0.04832770063675634,0.04832770063675634
1557,1557,0.3139677792711937,0.3,0,411.0,788.0,1.0,351.0,0,0.008907757553902385,0.008907757553902385
1558,1558,0.5807808293397081,0.6,0,320.0,960.0,0.0,200.0,1,0.4874456041480306,0.4874456041480306
1559,1559,-0.23103082367549432,-0.2,1,306.0,600.0,1.0,124.0,1,0.2235360321386765,0.2235360321386765
1560,1560,0.31515526972501107,0.3,0,388.0,538.0,1.0,304.0,0,0.38346915582037594,0.38346915582037594
1561,1561,-0.7351940598476929,-0.7,1,489.0,571.0,1.0,570.0,1,0.39440988197519133,0.39440988197519133
1562,1562,-0.10567626990260881,-0.1,1,274.0,545.0,1.0,231.0,1,0.4749488038160372,0.4749488038160372
1563,1563,0.3792230476619831,0.4,0,417.0,970.0,1.0,533.0,0,0.4833935238873998,0.4833935238873998
1564,1564,0.2259115437809167,0.2,0,346.0,841.0,1.0,293.0,0,0.2489731756041968,0.2489731756041968
1565,1565,0.3770295001638133,0.4,0,280.0,904.0,1.0,346.0,0,0.27781520581450625,0.27781520581450625
1566,1566,-0.4599795810831844,-0.5,1,402.0,555.0,1.0,553.0,1,0.3229794610376737,0.3229794610376737
1567,1567,0.005388577601549205,0.0,0,472.0,500.0,1.0,108.0,0,0.4690909356270479,0.4690909356270479
1568,1568,-0.4325253229825827,-0.4,1,349.0,798.0,0.0,283.0,0,0.4663512264763445,0.4663512264763445
1569,1569,0.09735317180492209,0.1,0,390.0,963.0,0.0,277.0,1,0.04653745225806144,0.04653745225806144
1570,1570,0.7184147972099584,0.7,0,398.0,670.0,0.0,172.0,1,0.4802440669610794,0.4802440669610794
1571,1571,-0.16192100793231345,-0.2,1,468.0,552.0,1.0,170.0,1,0.39363535789305876,0.39363535789305876
1572,1572,-0.3610680060540248,-0.4,1,367.0,500.0,1.0,183.0,1,0.06625775139871509,0.06625775139871509
1573,1573,-0.16118091278354107,-0.2,1,281.0,521.0,1.0,1078.0,1,0.49773629885220233,0.49773629885220233
1574,1574,-0.3957294596163359,-0.4,1,332.0,606.0,1.0,232.0,1,0.3065172627208621,0.3065172627208621
1575,1575,-0.10704190896052523,-0.1,1,415.0,711.0,1.0,134.0,1,0.4500946040245149,0.4500946040245149
1576,1576,-0.3041509165883922,-0.3,1,297.0,745.0,1.0,438.0,1,0.417165902595672,0.417165902595672
1577,1577,-0.54354685793028,-0.5,1,309.0,920.0,1.0,141.0,1,0.21221706884179609,0.21221706884179609
1578,1578,-0.6855305431281349,-0.7,1,325.0,720.0,1.0,295.0,1,0.11525770265678031,0.11525770265678031
1579,1579,-0.15491880219967724,-0.2,1,329.0,940.0,1.0,461.0,1,0.3979558858086655,0.3979558858086655
1580,1580,0.08583838684583012,0.1,0,366.0,913.0,0.0,261.0,1,0.458399632819557,0.458399632819557
1581,1581,0.11878489808359216,0.1,0,387.0,656.0,0.0,147.0,1,0.1780035680838158,0.1780035680838158
1582,1582,0.8903263945910438,0.9,0,285.0,801.0,0.0,124.0,1,0.43205319778086193,0.43205319778086193
1583,1583,-0.007779526042013485,-0.0,1,382.0,610.0,1.0,368.0,1,0.4703159264562734,0.4703159264562734
1584,1584,0.5561991685589678,0.6,0,325.0,889.0,0.0,496.0,1,0.33180511782552213,0.33180511782552213
1585,1585,0.7853632275301774,0.8,0,389.0,747.0,0.0,144.0,1,0.09335322060741275,0.09335322060741275
1586,1586,0.4542109806733252,0.5,0,398.0,800.0,0.0,332.0,1,0.1319638749411664,0.1319638749411664
1587,1587,0.7601754464715886,0.8,0,267.0,828.0,0.0,445.0,1,0.10957624463053983,0.10957624463053983
1588,1588,-0.7095100220781316,-0.7,1,334.0,648.0,1.0,208.0,1,0.49544332274666086,0.49544332274666086
1589,1589,0.3058869565579636,0.3,0,263.0,644.0,1.0,233.0,0,0.09679278927403545,0.09679278927403545
1590,1590,-0.9555860348158027,-1.0,1,339.0,796.0,1.0,245.0,1,0.43245183441248725,0.43245183441248725
1591,1591,0.23038182430461496,0.2,0,271.0,556.0,1.0,123.0,0,0.4071001651738936,0.4071001651738936
1592,1592,0.49875654772842704,0.5,0,431.0,909.0,1.0,140.0,0,0.09476037316765268,0.09476037316765268
1593,1593,0.23013883496131027,0.2,0,367.0,857.0,1.0,246.0,0,0.21184491682232798,0.21184491682232798
1594,1594,0.5457481860448836,0.5,0,323.0,778.0,0.0,89.0,1,0.10826745667361426,0.10826745667361426
1595,1595,0.020505562662857857,0.0,0,400.0,582.0,1.0,528.0,0,0.04168307241150626,0.04168307241150626
1596,1596,-0.9219250138641806,-0.9,1,477.0,837.0,1.0,176.0,1,0.01263646516063932,0.01263646516063932
1597,1597,0.48520141930081095,0.5,0,345.0,779.0,0.0,776.0,1,0.16863660551102305,0.16863660551102305
1598,1598,-0.7167653688024405,-0.7,1,407.0,612.0,1.0,451.0,1,0.49370245829613263,0.49370245829613263
1599,1599,-0.12324215192976529,-0.1,1,430.0,652.0,0.0,158.0,0,0.35691923730661446,0.35691923730661446
1600,1600,-0.4134186049327844,-0.4,1,379.0,664.0,1.0,457.0,1,0.30984435505310304,0.30984435505310304
1601,1601,-0.7841490223270784,-0.8,1,304.0,857.0,1.0,389.0,1,0.4286702195552395,0.4286702195552395
1602,1602,-0.7714117823746116,-0.8,1,363.0,698.0,1.0,309.0,1,0.285094965713687,0.285094965713687
1603,1603,0.8241728555235535,0.8,0,338.0,550.0,0.0,742.0,1,0.04718295135886902,0.04718295135886902
1604,1604,-0.08148213445397579,-0.1,1,453.0,563.0,0.0,304.0,0,0.19135910996133576,0.19135910996133576
1605,1605,0.37641045219509217,0.4,0,302.0,744.0,1.0,184.0,0,0.23569179267968887,0.23569179267968887
1606,1606,0.9790152027461887,1.0,0,419.0,641.0,0.0,140.0,1,0.22217927018021388,0.22217927018021388
1607,1607,0.17493880312360788,0.2,0,438.0,855.0,0.0,427.0,1,0.15841490019262106,0.15841490019262106
1608,1608,-0.7066165812782923,-0.7,1,383.0,609.0,1.0,148.0,1,0.2213570517169111,0.2213570517169111
1609,1609,-0.8087809771518171,-0.8,1,437.0,787.0,1.0,156.0,1,0.21646373651812578,0.21646373651812578
1610,1610,0.8843775303558721,0.9,0,313.0,551.0,0.0,236.0,1,0.4099101646401967,0.4099101646401967
1611,1611,-0.5494258842226964,-0.5,1,432.0,868.0,1.0,380.0,1,0.3478875368620944,0.3478875368620944
1612,1612,-0.9046916212984293,-0.9,1,475.0,770.0,1.0,515.0,1,0.463450230879174,0.463450230879174
1613,1613,0.059564750267553146,0.1,0,386.0,684.0,1.0,400.0,0,0.09383355936811982,0.09383355936811982
1614,1614,-0.3139821742307396,-0.3,1,423.0,644.0,0.0,263.0,0,0.27751352434131793,0.27751352434131793
1615,1615,-0.5426155875788907,-0.5,1,353.0,788.0,1.0,279.0,1,0.3188336112572907,0.3188336112572907
1616,1616,0.17502633527500344,0.2,0,433.0,711.0,0.0,256.0,1,0.12548314553853113,0.12548314553853113
1617,1617,0.7862669574093806,0.8,0,381.0,604.0,0.0,185.0,1,0.2511092884065923,0.2511092884065923
1618,1618,0.1767596094383248,0.2,0,483.0,628.0,0.0,449.0,1,0.2913412445754452,0.2913412445754452
1619,1619,0.9426584553767676,0.9,0,436.0,967.0,0.0,267.0,1,0.41681629346928795,0.41681629346928795
1620,1620,-0.2655988886539611,-0.3,1,310.0,830.0,1.0,480.0,1,0.21813466831969075,0.21813466831969075
1621,1621,-0.14257148325949176,-0.1,1,280.0,882.0,0.0,158.0,0,0.1127228263639351,0.1127228263639351
1622,1622,0.0281576209686647,0.0,0,467.0,680.0,0.0,93.0,1,0.018607822206813562,0.018607822206813562
1623,1623,-0.28535303003141865,-0.3,1,279.0,536.0,1.0,145.0,1,0.42059892013470357,0.42059892013470357
1624,1624,0.6913805652970353,0.7,0,290.0,822.0,0.0,248.0,1,0.17580897934872375,0.17580897934872375
1625,1625,-0.017156557341771572,-0.0,1,381.0,930.0,0.0,329.0,0,0.10477328265477875,0.10477328265477875
1626,1626,0.005383692682817465,0.0,0,453.0,790.0,1.0,297.0,0,0.4075415583242432,0.4075415583242432
1627,1627,0.7035156595229675,0.7,0,357.0,946.0,0.0,217.0,1,0.002965541614172229,0.002965541614172229
1628,1628,0.08737337227970321,0.1,0,461.0,847.0,1.0,222.0,0,0.1270922531375025,0.1270922531375025
1629,1629,0.1834822116123065,0.2,0,379.0,856.0,1.0,365.0,0,0.4396405186048214,0.4396405186048214
1630,1630,-0.3965109449802724,-0.4,1,294.0,570.0,0.0,446.0,0,0.03847833923907784,0.03847833923907784
1631,1631,0.7264828228855618,0.7,0,470.0,570.0,0.0,410.0,1,0.4892091036089802,0.4892091036089802
1632,1632,-0.15663299966158895,-0.2,1,472.0,784.0,1.0,1064.0,1,0.2517031044466604,0.2517031044466604
1633,1633,0.319238737791977,0.3,0,280.0,847.0,0.0,793.0,1,0.4184288102213277,0.4184288102213277
1634,1634,-0.9655174933019086,-1.0,1,426.0,549.0,1.0,205.0,1,0.41641220276981145,0.41641220276981145
1635,1635,-0.13291838000248601,-0.1,1,268.0,681.0,1.0,361.0,1,0.21959997772708145,0.21959997772708145
1636,1636,-0.7262915129950254,-0.7,1,485.0,748.0,1.0,177.0,1,0.21465342298947399,0.21465342298947399
1637,1637,-0.30829359825180647,-0.3,1,354.0,582.0,1.0,204.0,1,0.4752096501628361,0.4752096501628361
1638,1638,0.24632210789652387,0.2,0,370.0,571.0,1.0,309.0,0,0.029322844105923174,0.029322844105923174
1639,1639,-0.8337140838357147,-0.8,1,422.0,745.0,1.0,273.0,1,0.4314909372294312,0.4314909372294312
1640,1640,-0.46771180953771063,-0.5,1,422.0,896.0,1.0,592.0,1,0.1752215883338556,0.1752215883338556
1641,1641,-0.7037255617823097,-0.7,1,252.0,894.0,1.0,84.0,1,0.14761922639185698,0.14761922639185698
1642,1642,-0.7824732041824478,-0.8,1,372.0,671.0,1.0,1087.0,1,0.3827814845760697,0.3827814845760697
1643,1643,-0.1841489054936798,-0.2,1,266.0,752.0,0.0,182.0,0,0.2129456084674633,0.2129456084674633
1644,1644,-0.21998427759812933,-0.2,1,477.0,782.0,0.0,491.0,0,0.1290149270851204,0.1290149270851204
1645,1645,-0.6988892684536283,-0.7,1,378.0,552.0,1.0,170.0,1,0.44647260481421874,0.44647260481421874
1646,1646,0.5627391475321732,0.6,0,389.0,948.0,0.0,593.0,1,0.3649312139153168,0.3649312139153168
1647,1647,0.8825793653296286,0.9,0,313.0,535.0,0.0,162.0,1,0.3506146183933868,0.3506146183933868
1648,1648,0.6137777545193097,0.6,0,374.0,747.0,1.0,169.0,0,0.1524797653751363,0.1524797653751363
1649,1649,0.7951676398240806,0.8,0,495.0,850.0,1.0,125.0,0,0.06307208762942357,0.06307208762942357
1650,1650,-0.5401358938271166,-0.5,1,496.0,870.0,1.0,554.0,1,0.3762419372100279,0.3762419372100279
1651,1651,0.07198365879227997,0.1,0,306.0,768.0,1.0,406.0,0,0.08057486697288191,0.08057486697288191
1652,1652,0.32065019465987454,0.3,0,427.0,978.0,0.0,465.0,1,0.08080479013406389,0.08080479013406389
1653,1653,0.2196073862803023,0.2,0,481.0,599.0,0.0,330.0,1,0.3875064794595421,0.3875064794595421
1654,1654,0.7923564156602692,0.8,0,261.0,946.0,0.0,473.0,1,0.14345901504494152,0.14345901504494152
1655,1655,0.07031586978670012,0.1,0,458.0,914.0,0.0,288.0,1,0.21100107352832975,0.21100107352832975
1656,1656,0.32070612015914146,0.3,0,450.0,973.0,0.0,267.0,1,0.43759859730227363,0.43759859730227363
1657,1657,-0.7140388661980717,-0.7,1,298.0,704.0,1.0,358.0,1,0.0016103870096091932,0.0016103870096091932
1658,1658,-0.04930665431354764,-0.0,1,316.0,827.0,1.0,557.0,1,0.31516466505967683,0.31516466505967683
1659,1659,-0.8302662085212849,-0.8,1,433.0,828.0,1.0,99.0,1,0.45021706423581687,0.45021706423581687
1660,1660,-0.25504906472062827,-0.3,1,362.0,759.0,1.0,409.0,1,0.24602582024821068,0.24602582024821068
1661,1661,0.2150588049554174,0.2,0,421.0,600.0,1.0,1069.0,0,0.048079812556148016,0.048079812556148016
1662,1662,-0.5323394452666212,-0.5,1,363.0,656.0,1.0,151.0,1,0.4606992858622711,0.4606992858622711
1663,1663,0.778762186284256,0.8,0,412.0,920.0,0.0,508.0,1,0.46556681002979255,0.46556681002979255
1664,1664,0.01752987398796635,0.0,0,379.0,605.0,1.0,406.0,0,0.12932394446797957,0.12932394446797957
1665,1665,0.7302730116596039,0.7,0,269.0,897.0,0.0,124.0,1,0.3578299218904643,0.3578299218904643
1666,1666,-0.6760741870531417,-0.7,1,482.0,506.0,1.0,92.0,1,0.44388657010613813,0.44388657010613813
1667,1667,0.0992699985485137,0.1,0,276.0,775.0,0.0,379.0,1,0.28842021164005155,0.28842021164005155
1668,1668,-0.5104507216038725,-0.5,1,266.0,573.0,1.0,321.0,1,0.41780452800035506,0.41780452800035506
1669,1669,-0.4911384740185665,-0.5,1,372.0,769.0,1.0,539.0,1,0.3034419301432275,0.3034419301432275
1670,1670,-0.14092537676909966,-0.1,1,442.0,935.0,1.0,193.0,1,0.39398751261115894,0.39398751261115894
1671,1671,-0.5191541067540468,-0.5,1,377.0,756.0,1.0,107.0,1,0.13816902876455128,0.13816902876455128
1672,1672,0.9617910575472066,1.0,0,253.0,582.0,0.0,245.0,1,0.46342421611047974,0.46342421611047974
1673,1673,0.8654699980155467,0.9,0,309.0,820.0,0.0,301.0,1,0.11634621639797232,0.11634621639797232
1674,1674,-0.160875964743181,-0.2,1,373.0,958.0,1.0,319.0,1,0.4348986480225556,0.4348986480225556
1675,1675,0.39811929910634136,0.4,0,251.0,718.0,1.0,71.0,0,0.10335744401210067,0.10335744401210067
1676,1676,0.32587170636304497,0.3,0,411.0,511.0,0.0,178.0,1,0.27700871763451085,0.27700871763451085
1677,1677,-0.3222628446547513,-0.3,1,435.0,699.0,1.0,586.0,1,0.17963002876878298,0.17963002876878298
1678,1678,-0.18290968079954828,-0.2,1,457.0,961.0,1.0,122.0,1,0.344837714848491,0.344837714848491
1679,1679,-0.2925050643248446,-0.3,1,385.0,638.0,1.0,117.0,1,0.38825062606735394,0.38825062606735394
1680,1680,-0.6184063312231327,-0.6,1,414.0,893.0,1.0,193.0,1,0.028625858998978237,0.028625858998978237
1681,1681,0.40119460585030686,0.4,0,492.0,587.0,0.0,141.0,1,0.04418870517157569,0.04418870517157569
1682,1682,0.37964306190569896,0.4,0,442.0,604.0,1.0,504.0,0,0.12364123634291296,0.12364123634291296
1683,1683,-0.35188079766705793,-0.4,1,446.0,549.0,1.0,1115.0,1,0.02724099662133933,0.02724099662133933
1684,1684,0.3973628185324489,0.4,0,425.0,800.0,1.0,185.0,0,0.014724797272459789,0.014724797272459789
1685,1685,0.12776168716613534,0.1,0,489.0,956.0,0.0,645.0,1,0.23537971179968925,0.23537971179968925
1686,1686,0.013310466917825892,0.0,0,431.0,900.0,1.0,409.0,0,0.20911017620856115,0.20911017620856115
1687,1687,-0.5557312840646311,-0.6,1,278.0,674.0,1.0,988.0,1,0.4583232507506669,0.4583232507506669
1688,1688,0.09548212928425337,0.1,0,450.0,840.0,1.0,1370.0,0,0.13810744495417843,0.13810744495417843
1689,1689,0.6908759387981471,0.7,0,474.0,905.0,0.0,451.0,1,0.38163005933943095,0.38163005933943095
1690,1690,0.7032170030983151,0.7,0,467.0,609.0,0.0,754.0,1,0.36020307192536233,0.36020307192536233
1691,1691,-0.02338094069253227,-0.0,1,253.0,981.0,1.0,326.0,1,0.16157346415586188,0.16157346415586188
1692,1692,0.9842141825930246,1.0,0,313.0,558.0,0.0,139.0,1,0.13619644942850623,0.13619644942850623
1693,1693,0.2559081988487333,0.3,0,386.0,520.0,1.0,284.0,0,0.3764170626651004,0.3764170626651004
1694,1694,-0.6077575359210938,-0.6,1,297.0,689.0,1.0,434.0,1,0.36715876322156116,0.36715876322156116
1695,1695,0.7215586690854283,0.7,0,313.0,683.0,0.0,414.0,1,0.1801499676571522,0.1801499676571522
1696,1696,-0.5577249784870149,-0.6,1,317.0,953.0,1.0,160.0,1,0.34146478684963044,0.34146478684963044
1697,1697,0.65635720257157,0.7,0,302.0,849.0,0.0,139.0,1,0.033320217427781185,0.033320217427781185
1698,1698,-0.691313194036018,-0.7,1,391.0,994.0,0.0,445.0,0,0.02264799073043744,0.02264799073043744
1699,1699,0.6828030960587668,0.7,0,455.0,819.0,0.0,166.0,1,0.3062847043032758,0.3062847043032758
1700,1700,-0.9421384700935063,-0.9,1,435.0,748.0,1.0,117.0,1,0.2684844020437358,0.2684844020437358
1701,1701,-0.8920090641808835,-0.9,1,453.0,844.0,1.0,303.0,1,0.018950301393878877,0.018950301393878877
1702,1702,-0.26110528237400077,-0.3,1,415.0,957.0,1.0,118.0,1,0.2766993217274252,0.2766993217274252
1703,1703,0.6880701397601474,0.7,0,441.0,743.0,0.0,706.0,1,0.44322087801926957,0.44322087801926957
1704,1704,-0.5474171547416369,-0.5,1,488.0,548.0,1.0,514.0,1,0.040987299772754004,0.040987299772754004
1705,1705,-0.48919955080482747,-0.5,1,280.0,993.0,1.0,247.0,1,0.291017019568211,0.291017019568211
1706,1706,0.6352607809546404,0.6,0,398.0,724.0,0.0,338.0,1,0.08437226845164303,0.08437226845164303
1707,1707,0.7717322285518702,0.8,0,373.0,534.0,0.0,483.0,1,0.3417302318994432,0.3417302318994432
1708,1708,0.9730855501572833,1.0,0,441.0,681.0,0.0,108.0,1,0.04947854196090523,0.04947854196090523
1709,1709,-0.20867764337259898,-0.2,1,284.0,863.0,1.0,303.0,1,0.21366022343066915,0.21366022343066915
1710,1710,0.5253460391921119,0.5,0,267.0,765.0,0.0,218.0,1,0.08148443437562836,0.08148443437562836
1711,1711,0.6997363364728226,0.7,0,285.0,888.0,0.0,307.0,1,0.049030624487975294,0.049030624487975294
1712,1712,0.11810005830326098,0.1,0,480.0,770.0,0.0,220.0,1,0.3760343050340118,0.3760343050340118
1713,1713,-0.7635149505232643,-0.8,1,492.0,891.0,1.0,257.0,1,0.24259397491036377,0.24259397491036377
1714,1714,-0.4648522650985225,-0.5,1,367.0,506.0,1.0,1517.0,1,0.25897329789291557,0.25897329789291557
1715,1715,0.22097721462883024,0.2,0,462.0,651.0,0.0,207.0,1,0.31225573467204776,0.31225573467204776
1716,1716,-0.43100658417726967,-0.4,1,395.0,841.0,1.0,934.0,1,0.3070512899356002,0.3070512899356002
1717,1717,0.5370829273964741,0.5,0,252.0,870.0,0.0,188.0,1,0.3083232936458057,0.3083232936458057
1718,1718,-0.353885195036012,-0.4,1,485.0,729.0,1.0,356.0,1,0.29054291838893204,0.29054291838893204
1719,1719,0.36528818631565496,0.4,0,489.0,617.0,0.0,154.0,1,0.34876077958271634,0.34876077958271634
1720,1720,-0.8769897841496948,-0.9,1,480.0,695.0,1.0,815.0,1,0.21620312641099493,0.21620312641099493
1721,1721,0.20375337976853758,0.2,0,410.0,700.0,1.0,440.0,0,0.2714304623767266,0.2714304623767266
1722,1722,0.6529780902782019,0.7,0,342.0,648.0,0.0,690.0,1,0.0943734360726513,0.0943734360726513
1723,1723,-0.7557368173974761,-0.8,1,480.0,721.0,1.0,189.0,1,0.17104910109784088,0.17104910109784088
1724,1724,0.16428708275937431,0.2,0,259.0,888.0,0.0,513.0,1,0.21682230382542828,0.21682230382542828
1725,1725,0.2866254369938739,0.3,0,281.0,567.0,0.0,212.0,1,0.12850053872324146,0.12850053872324146
1726,1726,0.3643915612686379,0.4,0,465.0,703.0,0.0,152.0,1,0.35354033256761874,0.35354033256761874
1727,1727,-0.237542548945763,-0.2,1,496.0,551.0,1.0,293.0,1,0.0204028077883997,0.0204028077883997
1728,1728,-0.3246363638885792,-0.3,1,383.0,779.0,1.0,258.0,1,0.2993341801157199,0.2993341801157199
1729,1729,0.4339949865647301,0.4,0,389.0,917.0,0.0,514.0,1,0.3137937992977674,0.3137937992977674
1730,1730,0.5102655863633436,0.5,0,468.0,716.0,0.0,186.0,1,0.142573895785794,0.142573895785794
1731,1731,0.19086491651154436,0.2,0,389.0,884.0,0.0,667.0,1,0.4575447998597842,0.4575447998597842
1732,1732,-0.6657486251403044,-0.7,1,357.0,509.0,0.0,324.0,0,0.2648503698048312,0.2648503698048312
