,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,init_y_left,init_y_right
4405,4405,-0.3377645013815329,-0.3,1,275.0,901.0,1.0,104.0,1,0.09379233360039552,0.09379233360039552
4406,4406,-0.5824834569708284,-0.6,1,321.0,640.0,1.0,349.0,1,0.03384643776084956,0.03384643776084956
4407,4407,0.8868673867959513,0.9,0,412.0,628.0,0.0,270.0,1,0.4400069373360011,0.4400069373360011
4408,4408,0.8655639712249132,0.9,0,258.0,505.0,0.0,607.0,1,0.10666753995133538,0.10666753995133538
4409,4409,-0.4683313284700177,-0.5,1,312.0,920.0,1.0,98.0,1,0.22160644314185696,0.22160644314185696
4410,4410,0.547024195820599,0.5,0,328.0,600.0,0.0,232.0,1,0.317992162527661,0.317992162527661
4411,4411,0.9842042580049215,1.0,0,496.0,840.0,0.0,314.0,1,0.14249181825930507,0.14249181825930507
4412,4412,0.7761717489012052,0.8,0,452.0,642.0,1.0,226.0,0,0.23936719907070175,0.23936719907070175
4413,4413,0.5735072316320291,0.6,0,420.0,909.0,1.0,631.0,0,0.4114460555203855,0.4114460555203855
4414,4414,0.1002444405340861,0.1,0,378.0,727.0,1.0,135.0,0,0.3634670428900438,0.3634670428900438
4415,4415,0.08196898011002762,0.1,0,390.0,982.0,1.0,188.0,0,0.20989578087153976,0.20989578087153976
4416,4416,0.6840528116666458,0.7,0,498.0,526.0,0.0,156.0,1,0.009289545825094503,0.009289545825094503
4417,4417,-0.22394161361686815,-0.2,1,365.0,734.0,1.0,341.0,1,0.42569852908297434,0.42569852908297434
4418,4418,0.27520713440117994,0.3,0,355.0,753.0,1.0,112.0,0,0.037686677075085995,0.037686677075085995
4419,4419,0.42309229047907526,0.4,0,301.0,868.0,0.0,181.0,1,0.3326230296580608,0.3326230296580608
4420,4420,-0.5974159541754218,-0.6,1,368.0,716.0,1.0,156.0,1,0.14085524681993922,0.14085524681993922
4421,4421,-0.2494494669351195,-0.2,1,403.0,692.0,1.0,155.0,1,0.1655383919943232,0.1655383919943232
4422,4422,-0.5470250202239462,-0.5,1,377.0,525.0,1.0,138.0,1,0.24409222600191588,0.24409222600191588
4423,4423,0.02122496984834865,0.0,0,433.0,942.0,0.0,305.0,1,0.29551006308007377,0.29551006308007377
4424,4424,-0.16988101214327345,-0.2,1,469.0,791.0,1.0,190.0,1,0.30474886285217684,0.30474886285217684
4425,4425,-0.29915966554303597,-0.3,1,431.0,977.0,0.0,102.0,0,0.33065715127288714,0.33065715127288714
4426,4426,-0.3605424833068298,-0.4,1,273.0,700.0,1.0,477.0,1,0.3886518160649943,0.3886518160649943
4427,4427,-0.40973412010188137,-0.4,1,288.0,552.0,1.0,360.0,1,0.02620166616078029,0.02620166616078029
4428,4428,-0.21546295352184086,-0.2,1,322.0,731.0,1.0,697.0,1,0.33606623505394245,0.33606623505394245
4429,4429,-0.5801586480676637,-0.6,1,494.0,815.0,1.0,251.0,1,0.17758466807072226,0.17758466807072226
4430,4430,-0.07591380635081468,-0.1,1,423.0,922.0,1.0,655.0,1,0.07325429155536772,0.07325429155536772
4431,4431,-0.010656804086587757,-0.0,1,364.0,831.0,0.0,655.0,0,0.12615249602389605,0.12615249602389605
4432,4432,-0.8660482250897794,-0.9,1,334.0,634.0,1.0,122.0,1,0.26810340726437704,0.26810340726437704
4433,4433,0.42420950394465273,0.4,0,487.0,944.0,1.0,259.0,0,0.1829029777402722,0.1829029777402722
4434,4434,-0.7609125733325155,-0.8,1,460.0,998.0,1.0,212.0,1,0.14850483379513363,0.14850483379513363
4435,4435,-0.9814749162983625,-1.0,1,294.0,558.0,1.0,428.0,1,0.4683854335702851,0.4683854335702851
4436,4436,-0.914649150083954,-0.9,1,465.0,872.0,1.0,193.0,1,0.44113654167704514,0.44113654167704514
4437,4437,-0.5348130538438243,-0.5,1,459.0,994.0,1.0,197.0,1,0.20914975527017254,0.20914975527017254
4438,4438,-0.28886758486395503,-0.3,1,262.0,679.0,1.0,349.0,1,0.4313834442079862,0.4313834442079862
4439,4439,-0.7208340788227205,-0.7,1,473.0,956.0,1.0,381.0,1,0.37959387106423387,0.37959387106423387
4440,4440,-0.5842033845594936,-0.6,1,473.0,755.0,1.0,202.0,1,0.2766291455094755,0.2766291455094755
4441,4441,0.21511726710329815,0.2,0,279.0,991.0,1.0,680.0,0,0.32714971420622035,0.32714971420622035
4442,4442,-0.19109976642546855,-0.2,1,390.0,786.0,1.0,584.0,1,0.42514397666741377,0.42514397666741377
4443,4443,0.20518431788943126,0.2,0,440.0,632.0,1.0,318.0,0,0.31082483074220396,0.31082483074220396
4444,4444,-0.23608820105421335,-0.2,1,412.0,733.0,1.0,545.0,1,0.10584437214420161,0.10584437214420161
4445,4445,0.6368438103358127,0.6,0,412.0,753.0,0.0,485.0,1,0.49126653002762555,0.49126653002762555
4446,4446,0.17485901614763888,0.2,0,279.0,658.0,0.0,593.0,1,0.007589262730162583,0.007589262730162583
4447,4447,-0.03875727419785524,-0.0,1,334.0,937.0,0.0,1029.0,0,0.20633463589330636,0.20633463589330636
4448,4448,-0.5656842422756128,-0.6,1,308.0,819.0,1.0,153.0,1,0.04807026793056418,0.04807026793056418
4449,4449,-0.9473360788044518,-0.9,1,421.0,880.0,1.0,109.0,1,0.376569727462203,0.376569727462203
4450,4450,0.9058788446323014,0.9,0,332.0,511.0,0.0,317.0,1,0.16384309546200376,0.16384309546200376
4451,4451,0.1243489383166505,0.1,0,406.0,547.0,0.0,117.0,1,0.187227062008682,0.187227062008682
4452,4452,-0.14510865240722648,-0.1,1,422.0,856.0,0.0,822.0,0,0.07297170953231769,0.07297170953231769
4453,4453,-0.2986665178335328,-0.3,1,334.0,763.0,1.0,443.0,1,0.3770773799510734,0.3770773799510734
4454,4454,-0.4648076894567239,-0.5,1,491.0,895.0,1.0,134.0,1,0.009808466127007975,0.009808466127007975
4455,4455,0.30275920886889773,0.3,0,305.0,823.0,0.0,282.0,1,0.4621577281203071,0.4621577281203071
4456,4456,-0.5247501172493767,-0.5,1,429.0,862.0,1.0,179.0,1,0.45916246491473656,0.45916246491473656
4457,4457,0.998995328730037,1.0,0,499.0,711.0,0.0,230.0,1,0.47175805370018337,0.47175805370018337
4458,4458,-0.4104712812975213,-0.4,1,250.0,605.0,1.0,1405.0,1,0.0498602371412844,0.0498602371412844
4459,4459,-0.17224572217225398,-0.2,1,293.0,542.0,1.0,295.0,1,0.16172240679998134,0.16172240679998134
4460,4460,-0.46681201188509847,-0.5,1,308.0,855.0,1.0,457.0,1,0.32912359020484966,0.32912359020484966
4461,4461,-0.9950745184832064,-1.0,1,272.0,707.0,1.0,371.0,1,0.4339095039252164,0.4339095039252164
4462,4462,0.2384980151861471,0.2,0,418.0,693.0,0.0,439.0,1,0.23603378082589743,0.23603378082589743
4463,4463,0.06800112094043564,0.1,0,415.0,701.0,0.0,614.0,1,0.4014641109916229,0.4014641109916229
4464,4464,-0.5306899715459799,-0.5,1,334.0,561.0,1.0,435.0,1,0.44532683743132523,0.44532683743132523
4465,4465,0.6748289699597585,0.7,0,417.0,942.0,0.0,221.0,1,0.02560356887517501,0.02560356887517501
4466,4466,-0.894476598312941,-0.9,1,377.0,679.0,1.0,184.0,1,0.10940484810366208,0.10940484810366208
4467,4467,0.49273051927221334,0.5,0,498.0,898.0,0.0,214.0,1,0.4797002377465247,0.4797002377465247
4468,4468,0.7513603954557899,0.8,0,351.0,729.0,0.0,250.0,1,0.1510257514518059,0.1510257514518059
4469,4469,0.22065451048691442,0.2,0,454.0,952.0,0.0,324.0,1,0.06463519403433404,0.06463519403433404
4470,4470,0.3960985697216177,0.4,0,498.0,616.0,0.0,186.0,1,0.29598365749594313,0.29598365749594313
4471,4471,-0.004568490548631621,-0.0,1,498.0,836.0,1.0,286.0,1,0.24348529330589652,0.24348529330589652
4472,4472,-0.12861495453894656,-0.1,1,369.0,690.0,1.0,661.0,1,0.08468179499246603,0.08468179499246603
4473,4473,0.08381274630814528,0.1,0,499.0,885.0,1.0,456.0,0,0.006008255958595776,0.006008255958595776
4474,4474,0.2546926122912798,0.3,0,456.0,830.0,0.0,234.0,1,0.19460131769997452,0.19460131769997452
4475,4475,0.31630461392908304,0.3,0,423.0,812.0,1.0,115.0,0,0.3250400748617505,0.3250400748617505
4476,4476,0.6965488563176443,0.7,0,421.0,734.0,0.0,965.0,1,0.4287643056562259,0.4287643056562259
4477,4477,-0.8019469263203263,-0.8,1,340.0,585.0,1.0,175.0,1,0.18324993655787852,0.18324993655787852
4478,4478,0.9860093242945656,1.0,0,461.0,693.0,0.0,116.0,1,0.00486304700329665,0.00486304700329665
4479,4479,0.9891353758215469,1.0,0,308.0,608.0,0.0,214.0,1,0.4185223585423784,0.4185223585423784
4480,4480,-0.9869430991021082,-1.0,1,495.0,839.0,1.0,226.0,1,0.06003658076771756,0.06003658076771756
4481,4481,-0.680685772419598,-0.7,1,417.0,563.0,1.0,510.0,1,0.4756480578236441,0.4756480578236441
4482,4482,-0.2172703487872465,-0.2,1,494.0,629.0,0.0,547.0,0,0.11239194569900207,0.11239194569900207
4483,4483,-0.9056343842885792,-0.9,1,473.0,584.0,0.0,173.0,0,0.47314438559265387,0.47314438559265387
4484,4484,0.8326970922650707,0.8,0,409.0,815.0,0.0,176.0,1,0.40494891489044027,0.40494891489044027
4485,4485,0.4160418081418644,0.4,0,271.0,937.0,0.0,172.0,1,0.34309141763715667,0.34309141763715667
4486,4486,-0.2956345591329148,-0.3,1,493.0,921.0,0.0,626.0,0,0.04364416314533304,0.04364416314533304
4487,4487,-0.7313828343486506,-0.7,1,474.0,717.0,1.0,89.0,1,0.2515647127994571,0.2515647127994571
4488,4488,-0.9302146717580833,-0.9,1,336.0,527.0,1.0,297.0,1,0.3563944054662,0.3563944054662
4489,4489,-0.013868988566695384,-0.0,1,336.0,758.0,1.0,126.0,1,0.020827197145364462,0.020827197145364462
4490,4490,0.37264429966519397,0.4,0,421.0,999.0,0.0,150.0,1,0.12352423714683392,0.12352423714683392
4491,4491,0.4105077637811261,0.4,0,360.0,661.0,0.0,329.0,1,0.013237610306925884,0.013237610306925884
4492,4492,0.07087555603973006,0.1,0,276.0,747.0,0.0,887.0,1,0.06003893573005259,0.06003893573005259
4493,4493,-0.3669773311261335,-0.4,1,372.0,715.0,1.0,303.0,1,0.26397785370795307,0.26397785370795307
4494,4494,0.17541869811232824,0.2,0,395.0,679.0,1.0,226.0,0,0.28810361368876264,0.28810361368876264
4495,4495,-0.15981808758110394,-0.2,1,345.0,857.0,0.0,208.0,0,0.13534938245523692,0.13534938245523692
4496,4496,0.6163681578240285,0.6,0,251.0,623.0,0.0,246.0,1,0.21094929775584986,0.21094929775584986
4497,4497,-0.1915484780922534,-0.2,1,341.0,934.0,1.0,1035.0,1,0.47850519295758975,0.47850519295758975
4498,4498,0.1081884305563483,0.1,0,437.0,513.0,1.0,460.0,0,0.045595729886700576,0.045595729886700576
4499,4499,-0.4876259774062144,-0.5,1,433.0,628.0,1.0,149.0,1,0.006090335633332222,0.006090335633332222
4500,4500,0.8997505837905557,0.9,0,321.0,617.0,0.0,282.0,1,0.303792346103321,0.303792346103321
4501,4501,-0.4562536710497993,-0.5,1,467.0,563.0,1.0,590.0,1,0.469056906964381,0.469056906964381
4502,4502,-0.48786250025077105,-0.5,1,255.0,976.0,1.0,169.0,1,0.050425210424815015,0.050425210424815015
4503,4503,0.02181773555511346,0.0,0,370.0,858.0,1.0,162.0,0,0.2981114048069271,0.2981114048069271
4504,4504,-0.7532402169244008,-0.8,1,271.0,646.0,1.0,283.0,1,0.3318828530103439,0.3318828530103439
4505,4505,0.22002334539609025,0.2,0,415.0,655.0,0.0,190.0,1,0.4415969513741681,0.4415969513741681
4506,4506,0.1148607186594317,0.1,0,320.0,573.0,0.0,157.0,1,0.3637468986254038,0.3637468986254038
4507,4507,0.40607930917966284,0.4,0,468.0,800.0,1.0,492.0,0,0.009903871604514725,0.009903871604514725
4508,4508,-0.392207715002332,-0.4,1,286.0,911.0,1.0,233.0,1,0.43901555956957605,0.43901555956957605
4509,4509,-0.08419639805797163,-0.1,1,311.0,684.0,1.0,725.0,1,0.3824935861722377,0.3824935861722377
4510,4510,0.08720683063920265,0.1,0,424.0,634.0,1.0,402.0,0,0.2878175056129131,0.2878175056129131
4511,4511,-0.8970673056402012,-0.9,1,393.0,834.0,1.0,113.0,1,0.048676331063443545,0.048676331063443545
4512,4512,0.36740169295362035,0.4,0,361.0,711.0,0.0,248.0,1,0.35416297901295934,0.35416297901295934
4513,4513,0.7450917333741083,0.7,0,315.0,851.0,0.0,214.0,1,0.17727236411666591,0.17727236411666591
4514,4514,0.5451013134315617,0.5,0,372.0,570.0,0.0,338.0,1,0.3453022256585878,0.3453022256585878
4515,4515,0.15607751589820107,0.2,0,395.0,910.0,0.0,1385.0,1,0.1587170003640454,0.1587170003640454
4516,4516,-0.32524394046591754,-0.3,1,253.0,790.0,1.0,137.0,1,0.27810806306032293,0.27810806306032293
4517,4517,0.3397921222777953,0.3,0,449.0,509.0,0.0,562.0,1,0.2848695403439552,0.2848695403439552
4518,4518,-0.2002411650570406,-0.2,1,251.0,972.0,0.0,377.0,0,0.026053932967743998,0.026053932967743998
4519,4519,0.7152141683474902,0.7,0,321.0,524.0,0.0,215.0,1,0.28947664292987735,0.28947664292987735
4520,4520,0.7531441309778353,0.8,0,384.0,868.0,0.0,388.0,1,0.18789726558097924,0.18789726558097924
4521,4521,0.6061583356931781,0.6,0,440.0,744.0,0.0,626.0,1,0.3982779568783999,0.3982779568783999
4522,4522,-0.8596797384953245,-0.9,1,474.0,528.0,1.0,128.0,1,0.09666660116141357,0.09666660116141357
4523,4523,0.033409309809379506,0.0,0,397.0,960.0,0.0,583.0,1,0.17812352917575086,0.17812352917575086
4524,4524,0.9280788999955489,0.9,0,254.0,687.0,0.0,169.0,1,0.37135466163140374,0.37135466163140374
4525,4525,-0.6105682599240685,-0.6,1,301.0,951.0,1.0,298.0,1,0.16055897737111374,0.16055897737111374
4526,4526,0.2011627037606991,0.2,0,410.0,743.0,1.0,397.0,0,0.20175922652806466,0.20175922652806466
4527,4527,-0.3848803359176536,-0.4,1,425.0,901.0,1.0,844.0,1,0.4026837499539516,0.4026837499539516
4528,4528,0.8458291882258298,0.8,0,268.0,679.0,0.0,183.0,1,0.3614690676039255,0.3614690676039255
4529,4529,-0.4127138369446788,-0.4,1,322.0,901.0,1.0,367.0,1,0.32521042933607264,0.32521042933607264
4530,4530,-0.2941372693782003,-0.3,1,265.0,777.0,1.0,128.0,1,0.49741623277051555,0.49741623277051555
4531,4531,-0.42465692787617226,-0.4,1,460.0,528.0,1.0,392.0,1,0.03252340896040745,0.03252340896040745
4532,4532,-0.8903042584918979,-0.9,1,384.0,998.0,1.0,208.0,1,0.45673591789495727,0.45673591789495727
4533,4533,0.3036088477988119,0.3,0,358.0,891.0,0.0,171.0,1,0.2749023129849578,0.2749023129849578
4534,4534,-0.13023871726021374,-0.1,1,354.0,655.0,1.0,281.0,1,0.46381938284038277,0.46381938284038277
4535,4535,-0.7239368418524583,-0.7,1,258.0,905.0,1.0,157.0,1,0.2556773686840682,0.2556773686840682
4536,4536,0.275878112382852,0.3,0,434.0,545.0,0.0,2221.0,1,0.19539619045167067,0.19539619045167067
4537,4537,0.7795413542908431,0.8,0,470.0,823.0,0.0,207.0,1,0.47375312675659137,0.47375312675659137
4538,4538,-0.09044506392917673,-0.1,1,317.0,677.0,1.0,176.0,1,0.11001505624563107,0.11001505624563107
4539,4539,-0.1951636905359342,-0.2,1,490.0,808.0,1.0,362.0,1,0.1957516473793962,0.1957516473793962
4540,4540,0.6657959758206409,0.7,0,434.0,564.0,0.0,302.0,1,0.32790988532269966,0.32790988532269966
4541,4541,0.318624576240909,0.3,0,432.0,756.0,0.0,382.0,1,0.10067720763049082,0.10067720763049082
4542,4542,-0.2596124527835335,-0.3,1,282.0,544.0,0.0,774.0,0,0.3218154259583411,0.3218154259583411
4543,4543,-0.7326493791680271,-0.7,1,479.0,754.0,0.0,157.0,0,0.3101804135779356,0.3101804135779356
4544,4544,-0.18309502234055564,-0.2,1,402.0,501.0,0.0,217.0,0,0.3274593422383077,0.3274593422383077
4545,4545,0.23073625615917415,0.2,0,363.0,721.0,0.0,246.0,1,0.20237032365208185,0.20237032365208185
4546,4546,0.20141408536946126,0.2,0,423.0,961.0,0.0,256.0,1,0.28408266625864004,0.28408266625864004
4547,4547,0.5756824382412007,0.6,0,271.0,515.0,0.0,684.0,1,0.3074053012490171,0.3074053012490171
4548,4548,0.15996151639183287,0.2,0,307.0,617.0,0.0,566.0,1,0.0074670552971774495,0.0074670552971774495
4549,4549,0.4090820468278611,0.4,0,459.0,888.0,1.0,113.0,0,0.03621815784623267,0.03621815784623267
4550,4550,0.44028385424566263,0.4,0,338.0,579.0,0.0,243.0,1,0.06116564139913444,0.06116564139913444
4551,4551,0.08122057124088133,0.1,0,321.0,964.0,0.0,635.0,1,0.4958069800908515,0.4958069800908515
4552,4552,-0.7320887811283561,-0.7,1,332.0,820.0,1.0,768.0,1,0.42588541363851495,0.42588541363851495
4553,4553,-0.7469866293701768,-0.7,1,487.0,868.0,1.0,205.0,1,0.3605978556970447,0.3605978556970447
4554,4554,0.48046564934741487,0.5,0,263.0,911.0,0.0,256.0,1,0.09933525426621209,0.09933525426621209
4555,4555,-0.1980616109089519,-0.2,1,457.0,766.0,1.0,847.0,1,0.486267033462803,0.486267033462803
4556,4556,-0.8667345481287816,-0.9,1,286.0,884.0,1.0,90.0,1,0.04516305960239547,0.04516305960239547
4557,4557,0.7295868087718813,0.7,0,285.0,948.0,0.0,247.0,1,0.12716288801147135,0.12716288801147135
4558,4558,-0.030247973294924124,-0.0,1,291.0,750.0,1.0,479.0,1,0.025217172403235677,0.025217172403235677
4559,4559,-0.3772734172870671,-0.4,1,337.0,708.0,1.0,345.0,1,0.21500610711888962,0.21500610711888962
4560,4560,0.1563486354473933,0.2,0,306.0,855.0,0.0,349.0,1,0.42746207013034704,0.42746207013034704
4561,4561,0.9366771101086699,0.9,0,308.0,587.0,0.0,445.0,1,0.14997499105798257,0.14997499105798257
4562,4562,0.03662510461059321,0.0,0,465.0,810.0,0.0,835.0,1,0.45350406953642713,0.45350406953642713
4563,4563,0.021700334614626282,0.0,0,359.0,954.0,1.0,397.0,0,0.18493877704173894,0.18493877704173894
4564,4564,0.18074003057176435,0.2,0,495.0,594.0,0.0,121.0,1,0.43379736550079345,0.43379736550079345
4565,4565,0.28114983835855734,0.3,0,372.0,701.0,0.0,197.0,1,0.20849634885435914,0.20849634885435914
4566,4566,0.47015035681525075,0.5,0,327.0,629.0,0.0,194.0,1,0.4806552834195035,0.4806552834195035
4567,4567,-0.039816217267266696,-0.0,1,468.0,949.0,1.0,173.0,1,0.384695247578145,0.384695247578145
4568,4568,-0.41227431215174515,-0.4,1,395.0,746.0,1.0,389.0,1,0.4562075561539463,0.4562075561539463
4569,4569,0.2993918501199613,0.3,0,458.0,738.0,0.0,764.0,1,0.46532721352024214,0.46532721352024214
4570,4570,0.29475584590553616,0.3,0,318.0,648.0,1.0,314.0,0,0.1602240850990121,0.1602240850990121
4571,4571,-0.9698371935448031,-1.0,1,284.0,947.0,1.0,179.0,1,0.061203074434491134,0.061203074434491134
4572,4572,-0.07201307292100556,-0.1,1,373.0,812.0,0.0,435.0,0,0.3374012286252349,0.3374012286252349
4573,4573,0.39020580990568643,0.4,0,487.0,636.0,1.0,157.0,0,0.17423820077696017,0.17423820077696017
4574,4574,-0.8482465104890751,-0.8,1,413.0,829.0,1.0,98.0,1,0.04239752318777662,0.04239752318777662
4575,4575,-0.6760042410577554,-0.7,1,338.0,729.0,1.0,333.0,1,0.04529187890413455,0.04529187890413455
4576,4576,-0.03660093550663279,-0.0,1,441.0,926.0,1.0,523.0,1,0.4712244110261976,0.4712244110261976
4577,4577,-0.7221186646878233,-0.7,1,267.0,640.0,1.0,323.0,1,0.13519889539878077,0.13519889539878077
4578,4578,-0.21721098225486024,-0.2,1,250.0,540.0,1.0,120.0,1,0.2773544864429632,0.2773544864429632
4579,4579,0.03232087345369816,0.0,0,295.0,814.0,1.0,181.0,0,0.416758066038942,0.416758066038942
4580,4580,-0.6419198911442929,-0.6,1,368.0,907.0,1.0,155.0,1,0.14310521042909158,0.14310521042909158
4581,4581,0.0578501660573274,0.1,0,434.0,960.0,1.0,826.0,0,0.09971222191206125,0.09971222191206125
4582,4582,0.08778068739223888,0.1,0,303.0,938.0,0.0,259.0,1,0.07356298530129624,0.07356298530129624
4583,4583,-0.8882267212472894,-0.9,1,359.0,502.0,1.0,169.0,1,0.47640222743418675,0.47640222743418675
4584,4584,0.11686659992934345,0.1,0,448.0,645.0,0.0,167.0,1,0.43865161836978783,0.43865161836978783
4585,4585,0.3635690040745818,0.4,0,261.0,517.0,0.0,132.0,1,0.39958236072049874,0.39958236072049874
4586,4586,-0.8843661055468668,-0.9,1,268.0,970.0,1.0,342.0,1,0.347758590210041,0.347758590210041
4587,4587,0.9056220940928472,0.9,0,408.0,745.0,0.0,167.0,1,0.22867246098199212,0.22867246098199212
4588,4588,-0.8677858196154624,-0.9,1,378.0,505.0,1.0,267.0,1,0.30687549156274085,0.30687549156274085
4589,4589,0.5288542220026513,0.5,0,428.0,648.0,0.0,214.0,1,0.044050710536130855,0.044050710536130855
4590,4590,0.9991595089482135,1.0,0,409.0,589.0,0.0,282.0,1,0.32548985383897155,0.32548985383897155
4591,4591,0.44145440398644187,0.4,0,279.0,502.0,0.0,329.0,1,0.42680375248062674,0.42680375248062674
4592,4592,-0.8831589446905423,-0.9,1,411.0,696.0,1.0,223.0,1,0.3390469667536372,0.3390469667536372
4593,4593,0.05226990708831791,0.1,0,458.0,911.0,1.0,231.0,0,0.43950488508183905,0.43950488508183905
4594,4594,0.8560625569839337,0.9,0,366.0,689.0,0.0,445.0,1,0.17258462048765266,0.17258462048765266
4595,4595,0.6590214160275203,0.7,0,375.0,821.0,0.0,254.0,1,0.4453003483981676,0.4453003483981676
4596,4596,-0.5251889112750585,-0.5,1,282.0,625.0,1.0,233.0,1,0.1492437872314089,0.1492437872314089
4597,4597,-0.13542802054937786,-0.1,1,349.0,571.0,0.0,950.0,0,0.3535413149546151,0.3535413149546151
4598,4598,0.4323636218194755,0.4,0,374.0,797.0,1.0,229.0,0,0.4409809720527996,0.4409809720527996
4599,4599,0.6411601045069708,0.6,0,410.0,647.0,0.0,133.0,1,0.04254461067763282,0.04254461067763282
4600,4600,0.8016760253652204,0.8,0,255.0,995.0,0.0,170.0,1,0.2571458542395346,0.2571458542395346
4601,4601,-0.6669143075311823,-0.7,1,406.0,824.0,1.0,70.0,1,0.28798018865854563,0.28798018865854563
4602,4602,-0.7142828647074886,-0.7,1,488.0,820.0,1.0,1082.0,1,0.27076838142551163,0.27076838142551163
4603,4603,0.4662466336080846,0.5,0,443.0,972.0,0.0,195.0,1,0.36955497726855746,0.36955497726855746
4604,4604,0.5170706339103648,0.5,0,311.0,957.0,0.0,142.0,1,0.18536498904328746,0.18536498904328746
4605,4605,-0.2673680773499669,-0.3,1,385.0,662.0,1.0,373.0,1,0.3788802878259987,0.3788802878259987
4606,4606,0.42037676414896463,0.4,0,351.0,553.0,0.0,526.0,1,0.18929095182254624,0.18929095182254624
4607,4607,0.47618718569735297,0.5,0,261.0,973.0,0.0,686.0,1,0.022403381495239405,0.022403381495239405
4608,4608,0.46850009467785636,0.5,0,360.0,611.0,0.0,149.0,1,0.297623406439136,0.297623406439136
4609,4609,0.7104116239477709,0.7,0,450.0,656.0,0.0,264.0,1,0.4310983073099531,0.4310983073099531
4610,4610,-0.06365139357479599,-0.1,1,423.0,644.0,1.0,293.0,1,0.005094839577986343,0.005094839577986343
4611,4611,0.7722810464172283,0.8,0,426.0,813.0,0.0,111.0,1,0.2423855880597432,0.2423855880597432
4612,4612,0.8205657468347913,0.8,0,344.0,653.0,0.0,193.0,1,0.12400341675551452,0.12400341675551452
4613,4613,-0.7150919668610003,-0.7,1,430.0,552.0,1.0,148.0,1,0.11433775967263404,0.11433775967263404
4614,4614,-0.4389646287339637,-0.4,1,395.0,868.0,1.0,307.0,1,0.47979472264371315,0.47979472264371315
4615,4615,-0.06744605673416126,-0.1,1,497.0,743.0,0.0,430.0,0,0.07762517625588311,0.07762517625588311
4616,4616,-0.15136741387357633,-0.2,1,330.0,507.0,1.0,243.0,1,0.4561226924783484,0.4561226924783484
4617,4617,-0.005075732364359764,-0.0,1,435.0,748.0,1.0,477.0,1,0.04990683077292568,0.04990683077292568
4618,4618,-0.7484964908476144,-0.7,1,370.0,961.0,1.0,889.0,1,0.3771703053264701,0.3771703053264701
4619,4619,-0.9831818408589348,-1.0,1,313.0,919.0,1.0,298.0,1,0.12814678182347983,0.12814678182347983
4620,4620,-0.15610470052683256,-0.2,1,493.0,648.0,1.0,519.0,1,0.10773339184904301,0.10773339184904301
4621,4621,-0.6240873457932974,-0.6,1,451.0,976.0,1.0,663.0,1,0.23678094287204032,0.23678094287204032
4622,4622,0.6291820234287111,0.6,0,250.0,623.0,0.0,197.0,1,0.04830067038964331,0.04830067038964331
4623,4623,0.5881485845221961,0.6,0,465.0,972.0,0.0,223.0,1,0.12074157619891684,0.12074157619891684
4624,4624,0.5634649647476062,0.6,0,275.0,861.0,0.0,224.0,1,0.4668133353271931,0.4668133353271931
4625,4625,-0.5124968784330359,-0.5,1,476.0,627.0,1.0,127.0,1,0.12874948530227415,0.12874948530227415
4626,4626,0.10571752830849723,0.1,0,274.0,611.0,0.0,735.0,1,0.15080195908363603,0.15080195908363603
4627,4627,0.11591264073693708,0.1,0,432.0,756.0,0.0,182.0,1,0.35046434648067804,0.35046434648067804
4628,4628,0.20080061797016668,0.2,0,377.0,984.0,0.0,119.0,1,0.22953194875633398,0.22953194875633398
4629,4629,-0.05289666649357172,-0.1,1,332.0,625.0,1.0,313.0,1,0.03369748444077225,0.03369748444077225
4630,4630,0.8426237307299769,0.8,0,447.0,526.0,0.0,227.0,1,0.04348797329121912,0.04348797329121912
4631,4631,-0.808591406567932,-0.8,1,318.0,883.0,0.0,89.0,0,0.2524568237291427,0.2524568237291427
4632,4632,0.06140136318299083,0.1,0,408.0,732.0,1.0,240.0,0,0.4547178589470064,0.4547178589470064
4633,4633,-0.7957418183734977,-0.8,1,293.0,752.0,1.0,135.0,1,0.4887295578229909,0.4887295578229909
4634,4634,-0.5881580247364204,-0.6,1,326.0,919.0,1.0,405.0,1,0.26236325284092027,0.26236325284092027
4635,4635,0.14009179334683752,0.1,0,467.0,622.0,1.0,1001.0,0,0.19818543203037792,0.19818543203037792
4636,4636,-0.09249876958856373,-0.1,1,280.0,785.0,1.0,455.0,1,0.07673632350207565,0.07673632350207565
4637,4637,-0.4623414432823272,-0.5,1,291.0,975.0,1.0,744.0,1,0.20416186532276548,0.20416186532276548
4638,4638,0.761064398036815,0.8,0,397.0,527.0,0.0,216.0,1,0.3184920550971584,0.3184920550971584
4639,4639,0.8948438931300693,0.9,0,332.0,650.0,0.0,98.0,1,0.40965024513610493,0.40965024513610493
4640,4640,-0.057625935720891475,-0.1,1,260.0,845.0,0.0,695.0,0,0.18236372791994376,0.18236372791994376
4641,4641,-0.7411532628652695,-0.7,1,402.0,539.0,1.0,159.0,1,0.05225603934932821,0.05225603934932821
4642,4642,0.7019304125500194,0.7,0,373.0,895.0,0.0,462.0,1,0.4578101153820811,0.4578101153820811
4643,4643,0.4909373100527672,0.5,0,266.0,552.0,0.0,242.0,1,0.07101610879560388,0.07101610879560388
4644,4644,-0.627635202143145,-0.6,1,362.0,870.0,1.0,328.0,1,0.16662328004752425,0.16662328004752425
