,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision
2801,2801,0.5416786239712594,0.8,True,487.0,948.0,0.0,385.0,0
2802,2802,-0.6008279101615281,0.2,True,281.0,735.0,1.0,234.0,1
2803,2803,-0.2514060838426353,0.4,True,470.0,858.0,1.0,292.0,1
2804,2804,-0.5610875273111471,0.2,True,321.0,906.0,1.0,243.0,1
2805,2805,0.8147568950711379,0.9,True,309.0,813.0,0.0,398.0,0
2806,2806,-0.4715611267911537,0.3,True,447.0,720.0,1.0,233.0,1
2807,2807,-0.708164801365522,0.1,True,432.0,965.0,1.0,233.0,1
2808,2808,0.8864811828142445,0.9,True,288.0,861.0,0.0,281.0,0
2809,2809,-0.9400660816105622,0.0,True,369.0,919.0,1.0,222.0,1
2810,2810,-0.4740521808955749,0.3,True,384.0,588.0,1.0,228.0,1
2811,2811,-0.25007776654666425,0.4,True,362.0,897.0,1.0,331.0,1
2812,2812,0.5004840739984908,0.8,True,291.0,502.0,0.0,427.0,0
2813,2813,0.6113633963864193,0.8,True,370.0,776.0,0.0,274.0,0
2814,2814,-0.22065918176510047,0.4,True,387.0,543.0,1.0,480.0,1
2815,2815,0.1418705627238115,0.6,True,271.0,901.0,0.0,1088.0,0
2816,2816,-0.5568687086551527,0.2,True,482.0,798.0,1.0,240.0,1
2817,2817,0.18218650646433376,0.6,True,480.0,616.0,0.0,544.0,0
2818,2818,0.7644486634191714,0.9,True,480.0,620.0,0.0,320.0,0
2819,2819,0.14777503499691091,0.6,True,267.0,728.0,0.0,785.0,0
2820,2820,0.8891546004031048,0.9,True,347.0,730.0,0.0,273.0,0
2821,2821,-0.21341387825904734,0.4,True,459.0,709.0,1.0,642.0,1
2822,2822,-0.19402609792563497,0.4,True,292.0,978.0,1.0,250.0,1
2823,2823,-0.31754763875344927,0.3,True,381.0,704.0,1.0,505.0,1
2824,2824,0.7489804374420874,0.9,True,370.0,656.0,0.0,474.0,0
2825,2825,-0.7751968620469503,0.1,True,486.0,505.0,1.0,239.0,1
2826,2826,0.5844941495050457,0.8,True,296.0,985.0,0.0,269.0,0
2827,2827,-0.3158658493401447,0.3,True,401.0,901.0,1.0,478.0,1
2828,2828,-0.14996669204946134,0.4,True,404.0,951.0,1.0,415.0,1
2829,2829,-0.11613143873800502,0.4,True,368.0,711.0,1.0,431.0,1
2830,2830,0.681734126899455,0.8,True,342.0,904.0,0.0,264.0,0
2831,2831,0.16031390270785595,0.6,True,369.0,697.0,0.0,1174.0,0
2832,2832,-0.9738272220218274,0.0,True,464.0,730.0,1.0,226.0,1
2833,2833,0.1861180430174223,0.6,True,338.0,919.0,0.0,643.0,0
2834,2834,-0.38981839113656647,0.3,True,331.0,690.0,1.0,459.0,1
2835,2835,0.47784773979167805,0.7,True,319.0,548.0,0.0,533.0,0
2836,2836,-0.5598412988609844,0.2,True,440.0,547.0,1.0,243.0,1
2837,2837,-0.03799493271591148,0.5,True,448.0,501.0,1.0,2101.0,1
2838,2838,-0.2235251980137365,0.4,True,372.0,884.0,1.0,384.0,1
2839,2839,-0.7551087481672634,0.1,True,289.0,992.0,1.0,239.0,1
2840,2840,0.43813242745026937,0.7,True,466.0,910.0,0.0,404.0,0
2841,2841,-0.2694396999634403,0.4,True,397.0,927.0,1.0,256.0,1
2842,2842,0.0667989814387775,0.5,True,358.0,534.0,0.0,2168.0,0
2843,2843,-0.17897270754272365,0.4,True,311.0,574.0,1.0,375.0,1
2844,2844,-0.2861446822594722,0.4,True,332.0,804.0,1.0,254.0,1
2845,2845,0.8809396202791133,0.9,True,478.0,953.0,0.0,429.0,0
2846,2846,0.44046936560862027,0.7,True,358.0,606.0,0.0,476.0,0
2847,2847,0.9599671827699701,1.0,True,471.0,692.0,0.0,227.0,0
2848,2848,0.5251580172808525,0.8,True,490.0,830.0,0.0,510.0,0
2849,2849,-0.23485324532568108,0.4,True,423.0,522.0,1.0,575.0,1
2850,2850,-0.0887195110339869,0.5,True,471.0,510.0,1.0,1109.0,1
2851,2851,0.7396791073502529,0.9,True,399.0,731.0,0.0,370.0,0
2852,2852,-0.49366008189158106,0.3,True,383.0,745.0,1.0,232.0,1
2853,2853,-0.20697400687791112,0.4,True,444.0,524.0,1.0,242.0,1
2854,2854,0.6746266894474757,0.8,True,343.0,532.0,0.0,425.0,0
2855,2855,-0.3674745794607661,0.3,True,369.0,590.0,1.0,311.0,1
2856,2856,-0.7333705620950606,0.1,True,265.0,941.0,1.0,234.0,1
2857,2857,-0.9955465657407705,0.0,True,456.0,575.0,1.0,219.0,1
2858,2858,0.01818590910936191,0.5,True,383.0,539.0,0.0,4078.0,0
2859,2859,0.44673863911095646,0.7,True,295.0,915.0,0.0,440.0,0
2860,2860,0.8357808629658212,0.9,True,482.0,930.0,0.0,238.0,0
2861,2861,0.8159578931844025,0.9,True,404.0,896.0,0.0,350.0,0
2862,2862,0.7799961130602489,0.9,True,397.0,744.0,0.0,279.0,0
2863,2863,0.92711984757309,1.0,True,369.0,768.0,0.0,223.0,0
2864,2864,0.14755151408977696,0.6,True,414.0,566.0,0.0,630.0,0
2865,2865,0.0010963408633961613,0.5,True,471.0,857.0,1.0,3672.0,1
2866,2866,-0.2773347475736925,0.4,True,299.0,853.0,1.0,488.0,1
2867,2867,0.2422638637435266,0.6,True,301.0,758.0,0.0,561.0,0
2868,2868,0.636142575623087,0.8,True,402.0,706.0,0.0,332.0,0
2869,2869,0.23135435993721098,0.6,True,495.0,610.0,0.0,825.0,0
2870,2870,-0.4716798689005526,0.3,True,450.0,578.0,1.0,272.0,1
2871,2871,0.7281401201191999,0.9,True,345.0,598.0,0.0,427.0,0
2872,2872,0.45325664152147627,0.7,True,431.0,896.0,0.0,483.0,0
2873,2873,0.4453272576883951,0.7,True,299.0,674.0,0.0,297.0,0
2874,2874,-0.3619316045994645,0.3,True,280.0,901.0,1.0,509.0,1
2875,2875,0.11310568329140192,0.6,True,373.0,554.0,0.0,933.0,0
2876,2876,0.32479881583893855,0.7,True,413.0,895.0,0.0,592.0,0
2877,2877,-0.8492460180202579,0.1,True,431.0,629.0,1.0,240.0,1
2878,2878,-0.8271302950804373,0.1,True,358.0,700.0,1.0,192.0,1
2879,2879,0.04392085361877873,0.5,True,485.0,612.0,1.0,3903.0,1
2880,2880,-0.8818469977165584,0.1,True,348.0,734.0,1.0,218.0,1
2881,2881,-0.07922082470968039,0.5,True,393.0,582.0,1.0,865.0,1
2882,2882,0.9495177446722607,1.0,True,319.0,767.0,0.0,214.0,0
2883,2883,0.5643792641980516,0.8,True,408.0,837.0,0.0,285.0,0
2884,2884,-0.4490079116163668,0.3,True,410.0,943.0,1.0,257.0,1
2885,2885,-0.3328897470265886,0.3,True,428.0,880.0,1.0,412.0,1
2886,2886,0.8236398987866336,0.9,True,466.0,914.0,0.0,270.0,0
2887,2887,-0.020665591320562227,0.5,True,428.0,607.0,1.0,3965.0,1
2888,2888,0.2375868558997447,0.6,True,396.0,625.0,0.0,699.0,0
2889,2889,0.333883051126854,0.7,True,343.0,648.0,0.0,569.0,0
2890,2890,-0.09372447316916,0.5,True,428.0,978.0,1.0,454.0,1
2891,2891,0.8214812006492076,0.9,True,464.0,593.0,0.0,243.0,0
2892,2892,0.708633046169183,0.9,True,370.0,943.0,0.0,257.0,0
2893,2893,0.9685573547182964,1.0,True,286.0,754.0,0.0,220.0,0
2894,2894,-0.15618513666541256,0.4,True,363.0,928.0,1.0,449.0,1
2895,2895,0.424438013829207,0.7,True,367.0,668.0,0.0,425.0,0
2896,2896,0.29099369973923883,0.6,True,387.0,944.0,0.0,599.0,0
2897,2897,-0.6135456372974593,0.2,True,416.0,770.0,1.0,244.0,1
2898,2898,-0.3841842077287534,0.3,True,326.0,852.0,1.0,232.0,1
2899,2899,0.1886856447493137,0.6,True,332.0,684.0,0.0,864.0,0
2900,2900,0.5533724562735838,0.8,True,497.0,517.0,0.0,316.0,0
2901,2901,0.32230886887882004,0.7,True,288.0,813.0,0.0,469.0,0
2902,2902,0.2625806759902203,0.6,True,316.0,777.0,0.0,567.0,0
2903,2903,-0.4853892734723688,0.3,True,276.0,544.0,1.0,270.0,1
2904,2904,-0.8050775614251633,0.1,True,358.0,822.0,1.0,250.0,1
2905,2905,0.7092331659227562,0.9,True,304.0,571.0,0.0,255.0,0
2906,2906,0.6674614394186968,0.8,True,387.0,789.0,0.0,264.0,0
2907,2907,-0.03237471968573602,0.5,True,396.0,769.0,1.0,2325.0,1
2908,2908,-0.9431801383122911,0.0,True,384.0,959.0,1.0,217.0,1
2909,2909,-0.7775188732454394,0.1,True,456.0,743.0,1.0,211.0,1
2910,2910,-0.15758826425014005,0.4,True,264.0,971.0,1.0,465.0,1
2911,2911,-0.3727344079548889,0.3,True,255.0,880.0,1.0,265.0,1
2912,2912,0.7003573072946039,0.9,True,431.0,940.0,0.0,269.0,0
2913,2913,0.11239499098313877,0.6,True,310.0,839.0,0.0,1231.0,0
2914,2914,-0.32262361428200204,0.3,True,460.0,946.0,1.0,304.0,1
2915,2915,0.33171729425246466,0.7,True,377.0,790.0,0.0,583.0,0
2916,2916,-0.16526930702966802,0.4,True,389.0,927.0,1.0,594.0,1
2917,2917,-0.08620886535478545,0.5,True,317.0,913.0,1.0,570.0,1
2918,2918,0.29040292171934157,0.6,True,285.0,707.0,0.0,558.0,0
2919,2919,-0.8666434377830683,0.1,True,320.0,653.0,1.0,197.0,1
2920,2920,-0.38424500240947723,0.3,True,320.0,995.0,1.0,265.0,1
2921,2921,0.3101653150901327,0.7,True,475.0,512.0,0.0,613.0,0
2922,2922,0.9041031097346997,1.0,True,380.0,756.0,0.0,234.0,0
2923,2923,0.1390424496180398,0.6,True,333.0,863.0,0.0,564.0,0
2924,2924,0.07353206790814082,0.5,True,448.0,998.0,0.0,1534.0,0
2925,2925,-0.9931844215238126,0.0,True,297.0,700.0,1.0,213.0,1
2926,2926,0.38493699905524204,0.7,True,468.0,756.0,0.0,276.0,0
2927,2927,-0.4975007723616949,0.3,True,261.0,780.0,1.0,249.0,1
2928,2928,-0.7226774260190374,0.1,True,453.0,997.0,1.0,220.0,1
2929,2929,-0.24935801439609917,0.4,True,367.0,960.0,1.0,293.0,1
2930,2930,0.694110156668363,0.8,True,434.0,603.0,0.0,433.0,0
2931,2931,0.8723882061755557,0.9,True,262.0,929.0,0.0,229.0,0
2932,2932,-0.37383435654638086,0.3,True,447.0,657.0,1.0,256.0,1
2933,2933,-0.899869952551924,0.1,True,385.0,785.0,1.0,210.0,1
2934,2934,0.07107252733673519,0.5,True,419.0,520.0,0.0,2681.0,0
2935,2935,0.7982292934756905,0.9,True,370.0,680.0,0.0,250.0,0
2936,2936,-0.2921061628971253,0.4,True,352.0,689.0,1.0,409.0,1
2937,2937,-0.35257013498792733,0.3,True,298.0,509.0,1.0,253.0,1
2938,2938,-0.10897578014799292,0.4,True,439.0,664.0,1.0,657.0,1
2939,2939,0.35811093960432405,0.7,True,491.0,911.0,0.0,458.0,0
2940,2940,0.23881717516270662,0.6,True,476.0,775.0,0.0,409.0,0
2941,2941,0.09331841148921227,0.5,True,302.0,865.0,0.0,893.0,0
2942,2942,-0.3948280620935787,0.3,True,270.0,674.0,1.0,476.0,1
2943,2943,-0.09801515148164519,0.5,True,362.0,803.0,1.0,885.0,1
2944,2944,0.13574932090196978,0.6,True,492.0,983.0,0.0,825.0,0
2945,2945,0.3723458098893282,0.7,True,389.0,699.0,0.0,442.0,0
2946,2946,0.13545502626711015,0.6,True,295.0,677.0,0.0,968.0,0
2947,2947,0.9545247891688016,1.0,True,325.0,808.0,0.0,227.0,0
2948,2948,-0.462058674540788,0.3,True,338.0,816.0,1.0,276.0,1
