,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
1116,1116,-0.9035458501166669,-0.9,1,305.0,500.0,1.0,405.0,1,285.53187751750005
1117,1117,-0.887345942295956,-0.9,1,350.0,988.0,1.0,172.0,1,283.1018913443934
1118,1118,0.7807137787816552,0.8,0,346.0,980.0,1.0,484.0,0,32.892933182751726
1119,1119,0.6293395572765001,0.6,0,312.0,522.0,0.0,236.0,1,55.599066408524976
1120,1120,0.20774286095893402,0.2,0,260.0,837.0,0.0,453.0,1,118.83857085615989
1121,1121,0.8196533507577006,0.8,0,475.0,776.0,0.0,139.0,1,27.051997386344905
1122,1122,0.09674991611284156,0.1,0,394.0,980.0,1.0,176.0,0,135.48751258307377
1123,1123,-0.21932547795351964,-0.2,1,277.0,535.0,1.0,1478.0,1,182.89882169302794
1124,1124,-0.7166415598648217,-0.7,1,288.0,888.0,1.0,284.0,1,257.49623397972323
1125,1125,-0.8084185697265476,-0.8,1,492.0,988.0,1.0,270.0,1,271.26278545898214
1126,1126,-0.9607945001701672,-1.0,1,264.0,880.0,1.0,136.0,1,294.11917502552507
1127,1127,0.9870323771832548,1.0,0,357.0,520.0,0.0,193.0,1,1.9451434225117858
1128,1128,0.3369562881138821,0.3,0,395.0,951.0,0.0,1254.0,1,99.45655678291769
1129,1129,-0.2835856904201286,-0.3,1,394.0,812.0,1.0,224.0,1,192.5378535630193
1130,1130,-0.728294026550661,-0.7,1,472.0,870.0,1.0,378.0,1,259.24410398259914
1131,1131,-0.16613338913615405,-0.2,1,308.0,959.0,1.0,333.0,1,174.92000837042312
1132,1132,0.27441870144517155,0.3,0,358.0,597.0,0.0,395.0,1,108.83719478322426
1133,1133,-0.2732348732952534,-0.3,1,256.0,528.0,1.0,376.0,1,190.985230994288
1134,1134,-0.5895762925678829,-0.6,1,267.0,576.0,1.0,507.0,1,238.43644388518243
1135,1135,0.7778893601840875,0.8,0,317.0,612.0,0.0,701.0,1,33.31659597238688
1136,1136,-0.1782536765055167,-0.2,1,467.0,746.0,0.0,667.0,0,176.73805147582752
1137,1137,-0.8102891549771127,-0.8,1,362.0,856.0,1.0,592.0,1,271.5433732465669
1138,1138,0.689157895756302,0.7,0,481.0,583.0,0.0,426.0,1,46.62631563655469
1139,1139,0.30051412598934557,0.3,0,463.0,855.0,0.0,2452.0,1,104.92288110159816
1140,1140,-0.713137368442426,-0.7,1,425.0,661.0,1.0,224.0,1,256.9706052663639
1141,1141,0.8572315552966541,0.9,0,304.0,564.0,0.0,1092.0,1,21.41526670550189
1142,1142,0.20484214169348758,0.2,0,368.0,636.0,1.0,656.0,0,119.27367874597687
1143,1143,-0.18830302756438866,-0.2,1,410.0,977.0,1.0,1303.0,1,178.2454541346583
1144,1144,0.7748618186978304,0.8,0,428.0,920.0,0.0,212.0,1,33.770727195325435
1145,1145,-0.6744355221118266,-0.7,1,403.0,728.0,1.0,199.0,1,251.16532831677398
1146,1146,-0.5268319208492489,-0.5,1,287.0,873.0,1.0,150.0,1,229.02478812738732
1147,1147,-0.31767273246232053,-0.3,1,348.0,918.0,1.0,194.0,1,197.65090986934808
1148,1148,-0.18352254889546127,-0.2,1,250.0,759.0,1.0,221.0,1,177.5283823343192
1149,1149,-0.9101898123081096,-0.9,1,296.0,797.0,1.0,267.0,1,286.52847184621646
1150,1150,0.28872272223956874,0.3,0,275.0,684.0,0.0,1411.0,1,106.69159166406469
1151,1151,0.6134101988260272,0.6,0,288.0,851.0,1.0,191.0,0,57.988470176095916
1152,1152,-0.7829183053999738,-0.8,1,487.0,792.0,1.0,351.0,1,267.43774580999604
1153,1153,-0.6217432219928718,-0.6,1,386.0,780.0,1.0,144.0,1,243.26148329893076
1154,1154,-0.8950394475272416,-0.9,1,490.0,696.0,1.0,154.0,1,284.25591712908624
1155,1155,0.4653739754004702,0.5,0,469.0,771.0,0.0,590.0,1,80.19390368992947
1156,1156,0.5132828954381234,0.5,0,492.0,740.0,0.0,498.0,1,73.00756568428149
1157,1157,0.2953504160462339,0.3,0,436.0,510.0,1.0,274.0,0,105.69743759306492
1158,1158,-0.793859170599795,-0.8,1,298.0,680.0,1.0,322.0,1,269.07887558996924
1159,1159,-0.955238468278266,-1.0,1,255.0,644.0,1.0,101.0,1,293.2857702417399
1160,1160,-0.3855554696836596,-0.4,1,276.0,671.0,1.0,783.0,1,207.83332045254895
1161,1161,-0.4853587791008349,-0.5,1,271.0,922.0,1.0,237.0,1,222.80381686512524
1162,1162,0.7543046506920823,0.8,0,451.0,697.0,0.0,172.0,1,36.854302396187656
1163,1163,-0.08317254017023412,-0.1,1,479.0,608.0,1.0,1083.0,1,162.47588102553513
1164,1164,0.7949863353057367,0.8,0,428.0,953.0,0.0,729.0,1,30.752049704139495
1165,1165,-0.8866596778838942,-0.9,1,356.0,679.0,1.0,175.0,1,282.9989516825841
1166,1166,0.7764655735254142,0.8,0,339.0,510.0,1.0,201.0,0,33.53016397118787
1167,1167,0.9814899036308189,1.0,0,442.0,669.0,0.0,319.0,1,2.776514455377166
1168,1168,-0.18320972719061057,-0.2,1,459.0,785.0,1.0,526.0,1,177.4814590785916
1169,1169,-0.2282987858215837,-0.2,1,372.0,855.0,1.0,1593.0,1,184.24481787323757
1170,1170,0.6578501110888035,0.7,0,318.0,984.0,0.0,658.0,1,51.32248333667947
1171,1171,0.7715602649841338,0.8,0,457.0,786.0,0.0,337.0,1,34.265960252379934
1172,1172,-0.9069518869323099,-0.9,1,344.0,738.0,1.0,298.0,1,286.0427830398465
1173,1173,-0.17895143466978247,-0.2,1,465.0,707.0,1.0,338.0,1,176.84271520046738
1174,1174,0.5250068392771794,0.5,0,423.0,645.0,0.0,292.0,1,71.24897410842308
1175,1175,-0.8719833064501423,-0.9,1,426.0,805.0,1.0,169.0,1,280.79749596752134
1176,1176,0.29966689138858826,0.3,0,322.0,788.0,0.0,230.0,1,105.04996629171175
1177,1177,-0.3608993045558604,-0.4,1,257.0,529.0,1.0,324.0,1,204.13489568337906
1178,1178,0.7852959826842656,0.8,0,458.0,814.0,0.0,558.0,1,32.20560259736016
1179,1179,0.8956609660512298,0.9,0,494.0,631.0,0.0,375.0,1,15.65085509231553
1180,1180,-0.6999788936455735,-0.7,1,331.0,817.0,1.0,222.0,1,254.99683404683603
1181,1181,0.37629177325741003,0.4,0,335.0,601.0,0.0,564.0,1,93.5562340113885
1182,1182,0.43330243387401945,0.4,0,447.0,883.0,0.0,1010.0,1,85.00463491889708
1183,1183,0.9147564034878781,0.9,0,362.0,787.0,0.0,341.0,1,12.786539476818282
1184,1184,-0.6265817431523788,-0.6,1,395.0,678.0,1.0,177.0,1,243.98726147285683
1185,1185,0.0811289433071547,0.1,0,327.0,987.0,0.0,1976.0,1,137.8306585039268
1186,1186,-0.756292591319337,-0.8,1,335.0,827.0,1.0,878.0,1,263.44388869790055
1187,1187,0.20371188849861688,0.2,0,390.0,978.0,0.0,212.0,1,119.44321672520746
1188,1188,0.7764111492559591,0.8,0,476.0,974.0,0.0,210.0,1,33.538327611606135
1189,1189,0.5209802783845452,0.5,0,309.0,862.0,1.0,1549.0,0,71.85295824231822
1190,1190,-0.8441009124172625,-0.8,1,482.0,571.0,1.0,587.0,1,276.6151368625894
1191,1191,0.05017571954222899,0.1,0,371.0,610.0,1.0,1539.0,0,142.47364206866564
1192,1192,-0.40990261948660267,-0.4,1,319.0,530.0,1.0,91.0,1,211.4853929229904
1193,1193,0.8474149145101071,0.8,0,265.0,728.0,0.0,347.0,1,22.887762823483936
1194,1194,0.04543973902966947,0.0,0,276.0,633.0,1.0,1041.0,0,143.18403914554958
1195,1195,-0.024681446469505097,-0.0,1,389.0,942.0,1.0,1119.0,1,153.70221697042575
1196,1196,-0.20608715249202736,-0.2,1,447.0,636.0,1.0,477.0,1,180.9130728738041
1197,1197,0.8813870054142758,0.9,0,308.0,990.0,0.0,492.0,1,17.791949187858624
1198,1198,0.5974601504761581,0.6,0,472.0,875.0,0.0,873.0,1,60.38097742857629
1199,1199,-0.7522433217244808,-0.8,1,399.0,538.0,1.0,273.0,1,262.8364982586721
1200,1200,-0.40515639591361197,-0.4,1,425.0,872.0,1.0,153.0,1,210.77345938704178
1201,1201,-0.6784317573561336,-0.7,1,472.0,595.0,1.0,263.0,1,251.76476360342005
1202,1202,-0.19938396363614386,-0.2,1,301.0,935.0,1.0,534.0,1,179.90759454542157
1203,1203,0.39766631011508324,0.4,0,422.0,900.0,0.0,1348.0,1,90.35005348273751
1204,1204,-0.3596712107265263,-0.4,1,427.0,627.0,1.0,196.0,1,203.95068160897895
1205,1205,0.4441278474352994,0.4,0,422.0,758.0,0.0,1040.0,1,83.38082288470508
1206,1206,0.5261441366530673,0.5,0,474.0,776.0,1.0,1330.0,0,71.07837950203991
1207,1207,-0.9192508085849136,-0.9,1,323.0,600.0,1.0,237.0,1,287.88762128773703
1208,1208,0.0893257114700301,0.1,0,266.0,799.0,0.0,665.0,1,136.6011432794955
1209,1209,0.6922604957765155,0.7,0,465.0,603.0,0.0,152.0,1,46.16092563352267
1210,1210,-0.014763380558646677,-0.0,1,266.0,845.0,1.0,1259.0,1,152.214507083797
1211,1211,0.38480434395143237,0.4,0,460.0,778.0,0.0,1312.0,1,92.27934840728514
1212,1212,0.43313779010709874,0.4,0,259.0,693.0,0.0,368.0,1,85.0293314839352
1213,1213,-0.7024961503332052,-0.7,1,380.0,929.0,1.0,151.0,1,255.37442254998078
1214,1214,-0.10458949195396738,-0.1,1,488.0,802.0,1.0,1030.0,1,165.6884237930951
1215,1215,0.6876280303264488,0.7,0,409.0,909.0,0.0,152.0,1,46.85579545103268
1216,1216,-0.8049219647560577,-0.8,1,300.0,865.0,1.0,265.0,1,270.73829471340866
1217,1217,-0.7854456774769376,-0.8,1,322.0,621.0,1.0,687.0,1,267.81685162154065
1218,1218,0.6152520296247479,0.6,0,355.0,521.0,0.0,214.0,1,57.71219555628782
1219,1219,0.4445187388284626,0.4,0,465.0,890.0,0.0,415.0,1,83.32218917573061
1220,1220,-0.863854405597436,-0.9,1,371.0,933.0,1.0,606.0,1,279.5781608396154
1221,1221,0.2793352475108444,0.3,0,335.0,518.0,1.0,457.0,0,108.09971287337335
1222,1222,-0.20268954945268725,-0.2,1,493.0,992.0,1.0,215.0,1,180.40343241790308
1223,1223,-0.6380082529650897,-0.6,1,319.0,799.0,1.0,222.0,1,245.70123794476345
1224,1224,-0.865481992024294,-0.9,1,315.0,734.0,1.0,431.0,1,279.8222988036441
1225,1225,0.8692016896501187,0.9,0,366.0,524.0,0.0,360.0,1,19.619746552482198
1226,1226,-0.9264768798765664,-0.9,1,464.0,526.0,1.0,190.0,1,288.97153198148493
1227,1227,0.006303680626974284,0.0,0,414.0,674.0,0.0,722.0,1,149.05444790595385
1228,1228,0.7676861725444442,0.8,0,286.0,575.0,0.0,769.0,1,34.847074118333374
1229,1229,0.053284274109601126,0.1,0,421.0,953.0,1.0,446.0,0,142.00735888355982
1230,1230,0.46621541574171066,0.5,0,272.0,519.0,0.0,179.0,1,80.06768763874341
1231,1231,-0.0943930357279974,-0.1,1,283.0,924.0,1.0,703.0,1,164.1589553591996
1232,1232,-0.5819853950490406,-0.6,1,260.0,768.0,1.0,132.0,1,237.29780925735608
1233,1233,-0.4132508245193838,-0.4,1,441.0,936.0,1.0,283.0,1,211.98762367790758
1234,1234,-0.03858880893527239,-0.0,1,315.0,759.0,1.0,506.0,1,155.78832134029085
1235,1235,-0.5450413606704707,-0.5,1,459.0,943.0,1.0,388.0,1,231.7562041005706
1236,1236,-0.10848336897917266,-0.1,1,321.0,960.0,1.0,929.0,1,166.2725053468759
1237,1237,0.6896294529424651,0.7,0,487.0,504.0,0.0,399.0,1,46.55558205863023
1238,1238,0.44246428122161174,0.4,0,301.0,898.0,0.0,651.0,1,83.63035781675823
1239,1239,0.49510986251745837,0.5,0,310.0,736.0,0.0,1164.0,1,75.73352062238125
1240,1240,-0.5202460053398301,-0.5,1,287.0,766.0,1.0,167.0,1,228.0369008009745
1241,1241,0.8925865763228378,0.9,0,396.0,850.0,0.0,464.0,1,16.112013551574332
1242,1242,0.4506915418440174,0.5,0,288.0,815.0,0.0,2637.0,1,82.3962687233974
1243,1243,0.3866223177446664,0.4,0,489.0,807.0,0.0,214.0,1,92.00665233830004
1244,1244,0.5731174137737882,0.6,0,263.0,577.0,0.0,1580.0,1,64.03238793393177
1245,1245,0.8749126446097499,0.9,0,288.0,863.0,0.0,629.0,1,18.76310330853751
1246,1246,0.36533447020728826,0.4,0,452.0,769.0,0.0,1359.0,1,95.19982946890676
1247,1247,-0.4375943019173276,-0.4,1,299.0,707.0,1.0,564.0,1,215.63914528759915
1248,1248,-0.6214632834648752,-0.6,1,392.0,884.0,1.0,294.0,1,243.2194925197313
1249,1249,-0.3834345318143406,-0.4,1,310.0,922.0,1.0,358.0,1,207.5151797721511
1250,1250,-0.5345424142963033,-0.5,1,400.0,920.0,1.0,150.0,1,230.1813621444455
1251,1251,0.7303894403752877,0.7,0,396.0,820.0,0.0,344.0,1,40.44158394370684
1252,1252,-0.8334903098915423,-0.8,1,351.0,802.0,1.0,457.0,1,275.02354648373137
1253,1253,0.11772440193669431,0.1,0,283.0,557.0,1.0,770.0,0,132.34133970949586
1254,1254,-0.766336791757747,-0.8,1,481.0,977.0,1.0,382.0,1,264.95051876366205
1255,1255,0.4888433647386401,0.5,0,280.0,623.0,0.0,307.0,1,76.67349528920398
1256,1256,0.687218743443442,0.7,0,446.0,619.0,0.0,285.0,1,46.9171884834837
1257,1257,-0.221701826498506,-0.2,1,387.0,850.0,1.0,233.0,1,183.2552739747759
1258,1258,-0.1851486793936441,-0.2,1,376.0,856.0,1.0,338.0,1,177.7723019090466
1259,1259,-0.11051605751689175,-0.1,1,325.0,989.0,1.0,596.0,1,166.57740862753377
1260,1260,0.8114416772683535,0.8,0,297.0,747.0,0.0,446.0,1,28.283748409746977
1261,1261,0.6371228997520597,0.6,0,336.0,919.0,0.0,1665.0,1,54.43156503719104
1262,1262,0.07217190961390396,0.1,0,377.0,693.0,1.0,130.0,0,139.1742135579144
1263,1263,-0.28679403323570574,-0.3,1,449.0,580.0,1.0,701.0,1,193.01910498535585
1264,1264,0.0005188207707116366,0.0,0,446.0,650.0,1.0,434.0,0,149.92217688439325
1265,1265,-0.34979797503807797,-0.3,1,491.0,827.0,1.0,812.0,1,202.46969625571168
1266,1266,-0.674686558351691,-0.7,1,446.0,526.0,1.0,308.0,1,251.20298375275365
1267,1267,-0.24519897697610316,-0.2,1,369.0,503.0,1.0,188.0,1,186.77984654641548
1268,1268,-0.7677152626693071,-0.8,1,476.0,715.0,1.0,199.0,1,265.15728940039605
1269,1269,-0.4520624862189533,-0.5,1,255.0,581.0,1.0,104.0,1,217.809372932843
1270,1270,0.944559642302911,0.9,0,375.0,813.0,0.0,482.0,1,8.31605365456335
1271,1271,-0.6238702001722272,-0.6,1,331.0,942.0,1.0,247.0,1,243.58053002583407
1272,1272,-0.34606476750292536,-0.3,1,264.0,737.0,1.0,219.0,1,201.9097151254388
1273,1273,0.2578119926095488,0.3,0,283.0,888.0,1.0,889.0,0,111.32820110856768
1274,1274,-0.5910120919245707,-0.6,1,452.0,633.0,1.0,355.0,1,238.65181378868562
1275,1275,0.5334981993809875,0.5,0,265.0,943.0,1.0,172.0,0,69.97527009285187
1276,1276,0.12973097632549613,0.1,0,256.0,777.0,1.0,2877.0,0,130.54035355117557
1277,1277,0.9111489560268251,0.9,0,490.0,824.0,0.0,196.0,1,13.327656595976233
1278,1278,-0.2081058566931313,-0.2,1,459.0,797.0,1.0,1724.0,1,181.2158785039697
1279,1279,-0.3443004286262916,-0.3,1,358.0,679.0,1.0,703.0,1,201.64506429394373
1280,1280,-0.36078225977015066,-0.4,1,263.0,968.0,1.0,159.0,1,204.1173389655226
1281,1281,0.9837040785422753,1.0,0,368.0,583.0,0.0,219.0,1,2.4443882186587107
1282,1282,-0.9412777564270218,-0.9,1,306.0,668.0,1.0,126.0,1,291.19166346405325
1283,1283,0.3031801182977647,0.3,0,253.0,675.0,0.0,1272.0,1,104.5229822553353
1284,1284,0.6224131728509348,0.6,0,427.0,622.0,0.0,1311.0,1,56.638024072359784
1285,1285,0.2599267249861279,0.3,0,290.0,778.0,1.0,352.0,0,111.01099125208081
1286,1286,-0.10003660379716361,-0.1,1,492.0,985.0,0.0,833.0,0,165.00549056957453
1287,1287,0.262617535208701,0.3,0,264.0,540.0,1.0,2926.0,0,110.60736971869486
1288,1288,-0.488263734438628,-0.5,1,276.0,657.0,1.0,297.0,1,223.23956016579422
1289,1289,0.4909143106063498,0.5,0,325.0,815.0,0.0,420.0,1,76.36285340904753
1290,1290,-0.9622449344691462,-1.0,1,381.0,611.0,1.0,108.0,1,294.3367401703719
1291,1291,0.2409475914237711,0.2,0,373.0,675.0,1.0,262.0,0,113.85786128643434
1292,1292,-0.577466915835551,-0.6,1,396.0,735.0,1.0,259.0,1,236.62003737533266
1293,1293,-0.350476605897283,-0.4,1,307.0,933.0,1.0,2140.0,1,202.57149088459246
1294,1294,0.0012528200582040405,0.0,0,491.0,630.0,1.0,1339.0,0,149.8120769912694
1295,1295,0.6935572442561055,0.7,0,453.0,533.0,0.0,174.0,1,45.966413361584166
1296,1296,-0.40505267446087867,-0.4,1,489.0,523.0,1.0,758.0,1,210.7579011691318
1297,1297,-0.07269063609895632,-0.1,1,433.0,719.0,1.0,2478.0,1,160.90359541484344
1298,1298,-0.3480985264129466,-0.3,1,284.0,896.0,1.0,350.0,1,202.214778961942
1299,1299,-0.07073401284125613,-0.1,1,493.0,565.0,1.0,432.0,1,160.6101019261884
1300,1300,-0.5948938025254267,-0.6,1,277.0,611.0,1.0,312.0,1,239.234070378814
1301,1301,0.43856898941927924,0.4,0,369.0,681.0,0.0,610.0,1,84.21465158710811
1302,1302,0.8428806142256089,0.8,0,264.0,887.0,0.0,249.0,1,23.567907866158667
1303,1303,-0.4039629119618475,-0.4,1,474.0,830.0,1.0,316.0,1,210.59443679427713
1304,1304,0.5633044005013168,0.6,0,343.0,674.0,0.0,233.0,1,65.50433992480248
1305,1305,0.1747752763298478,0.2,0,499.0,750.0,1.0,621.0,0,123.78370855052283
1306,1306,-0.9896532984017767,-1.0,1,483.0,576.0,1.0,371.0,1,298.4479947602665
1307,1307,-0.3180840282460724,-0.3,1,408.0,924.0,1.0,458.0,1,197.71260423691086
1308,1308,-0.4152521004835097,-0.4,1,280.0,599.0,1.0,951.0,1,212.28781507252646
1309,1309,-0.8132895589944082,-0.8,1,498.0,527.0,1.0,295.0,1,271.99343384916125
1310,1310,0.039439041271637,0.0,0,350.0,992.0,0.0,998.0,1,144.08414380925444
1311,1311,-0.8377960926831427,-0.8,1,453.0,866.0,1.0,151.0,1,275.66941390247143
1312,1312,0.8883720286556982,0.9,0,266.0,535.0,0.0,599.0,1,16.74419570164527
1313,1313,0.47049168671505814,0.5,0,429.0,882.0,0.0,289.0,1,79.42624699274128
1314,1314,-0.24807762988835047,-0.2,1,357.0,723.0,1.0,1510.0,1,187.21164448325257
1315,1315,-0.15892039272776426,-0.2,1,341.0,755.0,1.0,214.0,1,173.83805890916463
1316,1316,-0.45958161668353403,-0.5,1,405.0,902.0,1.0,143.0,1,218.9372425025301
1317,1317,-0.44685378494559,-0.4,1,279.0,703.0,1.0,218.0,1,217.0280677418385
1318,1318,0.9621099335501981,1.0,0,341.0,816.0,0.0,203.0,1,5.683509967470279
1319,1319,-0.729007308770206,-0.7,1,374.0,745.0,1.0,291.0,1,259.3510963155309
1320,1320,0.6017819048937061,0.6,0,372.0,850.0,0.0,578.0,1,59.73271426594409
1321,1321,-0.32509270915077204,-0.3,1,450.0,778.0,1.0,222.0,1,198.7639063726158
1322,1322,-0.8347250260135415,-0.8,1,313.0,556.0,1.0,421.0,1,275.2087539020312
1323,1323,-0.8634128413736837,-0.9,1,300.0,746.0,1.0,634.0,1,279.5119262060526
1324,1324,-0.8811242948514717,-0.9,1,316.0,603.0,1.0,231.0,1,282.16864422772073
1325,1325,0.6066335585714802,0.6,0,396.0,941.0,0.0,1293.0,1,59.00496621427798
1326,1326,-0.5435036443179062,-0.5,1,371.0,815.0,1.0,314.0,1,231.52554664768593
1327,1327,-0.506611910140581,-0.5,1,397.0,890.0,1.0,503.0,1,225.99178652108716
1328,1328,-0.2950173178819311,-0.3,1,302.0,502.0,1.0,576.0,1,194.25259768228966
1329,1329,0.6131396927298394,0.6,0,339.0,947.0,0.0,384.0,1,58.0290460905241
1330,1330,-0.4000307542896582,-0.4,1,262.0,913.0,1.0,755.0,1,210.00461314344872
1331,1331,-0.6183961985255901,-0.6,1,440.0,507.0,1.0,163.0,1,242.75942977883852
1332,1332,-0.4000134143553682,-0.4,1,400.0,663.0,1.0,337.0,1,210.00201215330523
1333,1333,-0.7671602509786535,-0.8,1,283.0,688.0,1.0,189.0,1,265.07403764679805
1334,1334,-0.4503078939336418,-0.5,1,417.0,972.0,1.0,421.0,1,217.54618409004627
1335,1335,0.07539697923545652,0.1,0,311.0,725.0,1.0,834.0,0,138.69045311468153
1336,1336,-0.24794230958328134,-0.2,1,252.0,882.0,1.0,446.0,1,187.1913464374922
1337,1337,0.6481725708143917,0.6,0,339.0,950.0,0.0,741.0,1,52.774114377841244
1338,1338,0.8425776934048828,0.8,0,266.0,525.0,0.0,389.0,1,23.613345989267586
1339,1339,-0.29683739108511564,-0.3,1,452.0,825.0,1.0,413.0,1,194.52560866276735
1340,1340,-0.997532566916806,-1.0,1,427.0,589.0,1.0,194.0,1,299.6298850375209
1341,1341,0.5119059356481357,0.5,0,410.0,523.0,1.0,347.0,0,73.21410965277964
1342,1342,-0.3270730330734173,-0.3,1,452.0,939.0,1.0,489.0,1,199.06095496101258
1343,1343,-0.9645945306977224,-1.0,1,268.0,760.0,1.0,402.0,1,294.68917960465836
1344,1344,-0.8574631393048613,-0.9,1,445.0,812.0,1.0,263.0,1,278.6194708957292
1345,1345,-0.046494573018867946,-0.0,1,335.0,656.0,0.0,859.0,0,156.9741859528302
1346,1346,0.31447328025936594,0.3,0,461.0,591.0,0.0,198.0,1,102.82900796109512
1347,1347,-0.1619916758669464,-0.2,1,344.0,866.0,1.0,690.0,1,174.29875138004195
1348,1348,-0.8725419751470103,-0.9,1,295.0,633.0,1.0,112.0,1,280.88129627205154
1349,1349,0.6718884825807099,0.7,0,420.0,962.0,0.0,258.0,1,49.21672761289352
1350,1350,-0.6561288472193478,-0.7,1,469.0,682.0,1.0,239.0,1,248.41932708290219
1351,1351,0.010411768932188759,0.0,0,450.0,641.0,1.0,1509.0,0,148.43823466017167
1352,1352,-0.27808850319460166,-0.3,1,486.0,538.0,1.0,876.0,1,191.71327547919026
1353,1353,0.41449579119778623,0.4,0,458.0,935.0,0.0,347.0,1,87.82563132033206
1354,1354,0.2681615568604847,0.3,0,269.0,528.0,1.0,233.0,0,109.7757664709273
1355,1355,-0.06540767516530588,-0.1,1,495.0,621.0,1.0,824.0,1,159.8111512747959
1356,1356,0.9630346901616973,1.0,0,345.0,570.0,0.0,395.0,1,5.544796475745406
1357,1357,-0.48011538376684104,-0.5,1,386.0,698.0,1.0,446.0,1,222.01730756502616
1358,1358,-0.8591003428010764,-0.9,1,257.0,929.0,1.0,244.0,1,278.8650514201615
1359,1359,0.4993469781429696,0.5,0,427.0,533.0,0.0,2330.0,1,75.09795327855457
1360,1360,-0.8208176314964384,-0.8,1,443.0,999.0,1.0,218.0,1,273.1226447244658
1361,1361,0.34579966421755737,0.3,0,280.0,535.0,0.0,995.0,1,98.1300503673664
1362,1362,0.7400845442234592,0.7,0,388.0,537.0,0.0,245.0,1,38.98731836648113
1363,1363,0.9636778380055055,1.0,0,422.0,738.0,0.0,1210.0,1,5.448324299174168
1364,1364,0.1309721606427039,0.1,0,327.0,837.0,0.0,1236.0,1,130.3541759035944
1365,1365,-0.21173264746070752,-0.2,1,267.0,738.0,1.0,285.0,1,181.75989711910614
1366,1366,0.5803181517237717,0.6,0,480.0,817.0,1.0,333.0,0,62.95227724143425
1367,1367,0.7211610514753226,0.7,0,448.0,960.0,0.0,272.0,1,41.82584227870161
1368,1368,0.6243054798986358,0.6,0,411.0,747.0,0.0,422.0,1,56.354178015204624
1369,1369,0.7589190033744682,0.8,0,308.0,884.0,0.0,498.0,1,36.16214949382977
1370,1370,0.07716948819828473,0.1,0,258.0,929.0,1.0,283.0,0,138.4245767702573
1371,1371,-0.5646479947397494,-0.6,1,482.0,720.0,1.0,438.0,1,234.6971992109624
1372,1372,0.6501421215805534,0.7,0,310.0,690.0,1.0,270.0,0,52.47868176291699
1373,1373,0.2987542233276306,0.3,0,320.0,598.0,0.0,1552.0,1,105.18686650085542
1374,1374,-0.6579988724773238,-0.7,1,304.0,588.0,1.0,198.0,1,248.69983087159858
1375,1375,0.4050777656173843,0.4,0,304.0,594.0,0.0,2902.0,1,89.23833515739236
1376,1376,-0.14427695137646768,-0.1,1,462.0,599.0,1.0,179.0,1,171.64154270647015
1377,1377,0.6235662811585614,0.6,0,405.0,707.0,0.0,178.0,1,56.46505782621579
1378,1378,0.14429733767116049,0.1,0,312.0,752.0,1.0,276.0,0,128.35539934932592
1379,1379,-0.21549400936003815,-0.2,1,262.0,842.0,1.0,176.0,1,182.32410140400572
1380,1380,-0.27802526100186076,-0.3,1,469.0,943.0,0.0,148.0,0,191.7037891502791
1381,1381,-0.39205793604757466,-0.4,1,266.0,795.0,1.0,479.0,1,208.8086904071362
1382,1382,0.13437682445035604,0.1,0,355.0,976.0,0.0,399.0,1,129.84347633244658
1383,1383,-0.5524400629154702,-0.6,1,468.0,648.0,1.0,164.0,1,232.86600943732054
1384,1384,-0.8568203203742497,-0.9,1,426.0,898.0,1.0,186.0,1,278.52304805613744
1385,1385,0.5495417803643823,0.5,0,281.0,566.0,1.0,813.0,0,67.56873294534266
1386,1386,0.09146992396845022,0.1,0,480.0,519.0,0.0,301.0,1,136.27951140473246
1387,1387,-0.2811944095961745,-0.3,1,474.0,548.0,1.0,368.0,1,192.17916143942617
1388,1388,-0.3692271460627161,-0.4,1,458.0,886.0,1.0,136.0,1,205.38407190940742
1389,1389,-0.1864418506295613,-0.2,1,484.0,841.0,0.0,205.0,0,177.9662775944342
1390,1390,0.998520644977257,1.0,0,384.0,735.0,0.0,241.0,1,0.22190325341144845
1391,1391,-0.784461919576005,-0.8,1,411.0,955.0,1.0,234.0,1,267.66928793640074
1392,1392,0.5037983555165155,0.5,0,425.0,944.0,0.0,1101.0,1,74.43024667252267
1393,1393,0.23624399116643469,0.2,0,397.0,835.0,0.0,298.0,1,114.5634013250348
1394,1394,-0.9045189569101715,-0.9,1,440.0,662.0,1.0,148.0,1,285.6778435365257
