,trial,coherence,coherence_bin,correct_side,target_onset,checker_onset,decision,decision_time,correct_decision,delay
2595,2595,0.03030550834355994,0.0,0,426.0,531.0,0.0,283.0,1,145.45417374846602
2596,2596,0.07716774908565904,0.1,0,440.0,576.0,1.0,3304.0,0,138.42483763715114
2597,2597,-0.5442542463491071,-0.5,1,323.0,702.0,1.0,455.0,1,231.63813695236607
2598,2598,-0.21277075687794067,-0.2,1,475.0,795.0,1.0,150.0,1,181.9156135316911
2599,2599,-0.40331383712535573,-0.4,1,446.0,650.0,1.0,144.0,1,210.49707556880335
2600,2600,-0.7755356384274326,-0.8,1,324.0,915.0,1.0,271.0,1,266.3303457641149
2601,2601,-0.8682360771092568,-0.9,1,279.0,587.0,1.0,484.0,1,280.2354115663885
2602,2602,0.13410051214509022,0.1,0,283.0,707.0,1.0,240.0,0,129.88492317823648
2603,2603,-0.13104584690422016,-0.1,1,414.0,640.0,1.0,406.0,1,169.65687703563302
2604,2604,0.5600902768620548,0.6,0,291.0,683.0,0.0,196.0,1,65.98645847069177
2605,2605,0.8554160191860871,0.9,0,358.0,552.0,0.0,150.0,1,21.68759712208693
2606,2606,-0.2536463064605561,-0.3,1,436.0,778.0,1.0,336.0,1,188.04694596908342
2607,2607,-0.18957422504615606,-0.2,1,473.0,751.0,1.0,716.0,1,178.4361337569234
2608,2608,-0.31866362181701513,-0.3,1,336.0,913.0,1.0,231.0,1,197.79954327255226
2609,2609,0.13735353473480094,0.1,0,411.0,533.0,0.0,886.0,1,129.39696978977986
2610,2610,-0.708322430300194,-0.7,1,418.0,556.0,1.0,556.0,1,256.2483645450291
2611,2611,-0.600996217695289,-0.6,1,443.0,731.0,1.0,326.0,1,240.14943265429335
2612,2612,-0.15695424652276224,-0.2,1,311.0,861.0,1.0,318.0,1,173.54313697841434
2613,2613,0.05042700713190662,0.1,0,354.0,742.0,1.0,784.0,0,142.435948930214
2614,2614,0.5806327720895461,0.6,0,306.0,905.0,0.0,199.0,1,62.90508418656808
2615,2615,0.32373329101524995,0.3,0,291.0,923.0,0.0,406.0,1,101.44000634771251
2616,2616,0.1703207836565226,0.2,0,329.0,731.0,0.0,1510.0,1,124.45188245152161
2617,2617,-0.3726853302142612,-0.4,1,250.0,811.0,1.0,379.0,1,205.90279953213917
2618,2618,0.3252789564825065,0.3,0,484.0,550.0,0.0,246.0,1,101.20815652762403
2619,2619,0.8687416714840606,0.9,0,358.0,977.0,0.0,285.0,1,19.688749277390915
2620,2620,-0.7427239622685986,-0.7,1,308.0,590.0,1.0,292.0,1,261.40859434028977
2621,2621,-0.7982650376476164,-0.8,1,266.0,831.0,1.0,283.0,1,269.73975564714243
2622,2622,-0.18079558173480836,-0.2,1,491.0,805.0,1.0,354.0,1,177.11933726022124
2623,2623,0.7792348489143603,0.8,0,304.0,655.0,0.0,1431.0,1,33.11477266284595
2624,2624,0.7625385807533549,0.8,0,299.0,959.0,0.0,252.0,1,35.61921288699676
2625,2625,-0.8612744238574332,-0.9,1,290.0,978.0,1.0,112.0,1,279.191163578615
2626,2626,-0.015873538628212724,-0.0,1,289.0,671.0,1.0,2090.0,1,152.38103079423192
2627,2627,0.9858246324189255,1.0,0,324.0,935.0,0.0,161.0,1,2.1263051371611774
2628,2628,0.7597876937155346,0.8,0,390.0,538.0,0.0,1072.0,1,36.03184594266982
2629,2629,0.4902702567004733,0.5,0,354.0,806.0,0.0,940.0,1,76.459461494929
2630,2630,0.1513719638747375,0.2,0,359.0,591.0,0.0,460.0,1,127.29420541878937
2631,2631,-0.4452164680745623,-0.4,1,472.0,904.0,1.0,144.0,1,216.78247021118435
2632,2632,-0.4195902203868247,-0.4,1,464.0,878.0,0.0,878.0,0,212.9385330580237
2633,2633,-0.8625417298530382,-0.9,1,302.0,880.0,1.0,308.0,1,279.3812594779557
2634,2634,0.8314418837709827,0.8,0,412.0,792.0,0.0,236.0,1,25.283717434352592
2635,2635,-0.02792762860458753,-0.0,1,378.0,766.0,1.0,676.0,1,154.18914429068812
2636,2636,0.4886168227537193,0.5,0,432.0,753.0,1.0,485.0,0,76.70747658694211
2637,2637,-0.9188205174777926,-0.9,1,297.0,714.0,1.0,159.0,1,287.8230776216689
2638,2638,0.19794126634310194,0.2,0,263.0,713.0,1.0,154.0,0,120.30881004853471
2639,2639,-0.7715943006368902,-0.8,1,327.0,998.0,1.0,325.0,1,265.7391450955335
2640,2640,0.08892454001850236,0.1,0,291.0,874.0,1.0,775.0,0,136.66131899722464
2641,2641,-0.6987829843411106,-0.7,1,367.0,559.0,1.0,314.0,1,254.8174476511666
2642,2642,-0.9126220129374985,-0.9,1,440.0,866.0,1.0,334.0,1,286.8933019406248
2643,2643,0.8813698495616553,0.9,0,324.0,740.0,0.0,496.0,1,17.794522565751702
2644,2644,0.4625365158501473,0.5,0,385.0,548.0,0.0,277.0,1,80.6195226224779
2645,2645,-0.7307759817457036,-0.7,1,350.0,838.0,1.0,712.0,1,259.6163972618555
2646,2646,-0.09610322193709342,-0.1,1,385.0,968.0,1.0,447.0,1,164.41548329056403
2647,2647,0.3425370797306715,0.3,0,334.0,673.0,0.0,343.0,1,98.61943804039927
2648,2648,0.9479742526021058,0.9,0,329.0,591.0,0.0,160.0,1,7.803862109684134
2649,2649,-0.27490440454040566,-0.3,1,399.0,844.0,1.0,137.0,1,191.23566068106084
2650,2650,-0.07810450011389203,-0.1,1,346.0,759.0,1.0,125.0,1,161.7156750170838
2651,2651,-0.13639655881674906,-0.1,1,450.0,801.0,1.0,759.0,1,170.45948382251237
2652,2652,-0.7189684815730475,-0.7,1,304.0,708.0,1.0,98.0,1,257.8452722359571
2653,2653,-0.6767744233148436,-0.7,1,449.0,854.0,1.0,297.0,1,251.51616349722653
2654,2654,-0.6330555908085418,-0.6,1,490.0,738.0,1.0,462.0,1,244.95833862128126
2655,2655,-0.14731434620646633,-0.1,1,369.0,529.0,1.0,462.0,1,172.09715193096994
2656,2656,0.7288682571949747,0.7,0,450.0,575.0,0.0,365.0,1,40.669761420753794
2657,2657,-0.7595445516074826,-0.8,1,362.0,789.0,1.0,429.0,1,263.93168274112236
2658,2658,-0.4756011693780915,-0.5,1,263.0,573.0,1.0,944.0,1,221.3401754067137
2659,2659,-0.2640967668943015,-0.3,1,310.0,756.0,1.0,424.0,1,189.61451503414523
2660,2660,-0.6442780467325526,-0.6,1,447.0,916.0,1.0,287.0,1,246.6417070098829
2661,2661,0.22451070422858455,0.2,0,428.0,842.0,0.0,1830.0,1,116.32339436571232
2662,2662,-0.526486276451475,-0.5,1,423.0,616.0,1.0,391.0,1,228.97294146772126
2663,2663,0.23923649199227182,0.2,0,268.0,864.0,1.0,238.0,0,114.11452620115922
2664,2664,-0.5364372316992108,-0.5,1,426.0,501.0,1.0,283.0,1,230.4655847548816
2665,2665,0.381285201655289,0.4,0,335.0,789.0,1.0,186.0,0,92.80721975170665
2666,2666,-0.6033772924624647,-0.6,1,399.0,601.0,1.0,190.0,1,240.5065938693697
2667,2667,-0.77667592797383,-0.8,1,476.0,896.0,1.0,248.0,1,266.5013891960745
2668,2668,0.03258680870364339,0.0,0,439.0,707.0,0.0,924.0,1,145.11197869445348
2669,2669,0.48671745214758677,0.5,0,432.0,958.0,1.0,240.0,0,76.99238217786198
2670,2670,0.2365837012991301,0.2,0,299.0,632.0,0.0,219.0,1,114.51244480513049
2671,2671,-0.15567715183157604,-0.2,1,310.0,892.0,1.0,938.0,1,173.3515727747364
2672,2672,0.8839701939950368,0.9,0,398.0,949.0,0.0,393.0,1,17.404470900744474
2673,2673,0.8615894129575616,0.9,0,280.0,922.0,0.0,178.0,1,20.761588056365753
2674,2674,-0.6026744130542179,-0.6,1,350.0,727.0,1.0,133.0,1,240.4011619581327
2675,2675,0.7930560042225818,0.8,0,399.0,563.0,0.0,188.0,1,31.041599366612726
2676,2676,0.13916536874740348,0.1,0,384.0,938.0,1.0,498.0,0,129.1251946878895
2677,2677,0.4948081503716497,0.5,0,323.0,613.0,0.0,314.0,1,75.77877744425254
2678,2678,0.6386334349551646,0.6,0,334.0,517.0,0.0,399.0,1,54.20498475672532
2679,2679,0.476410370911988,0.5,0,442.0,587.0,0.0,861.0,1,78.5384443632018
2680,2680,-0.32747620783011877,-0.3,1,448.0,821.0,1.0,281.0,1,199.12143117451782
2681,2681,-0.31866767970790866,-0.3,1,462.0,624.0,1.0,264.0,1,197.8001519561863
2682,2682,-0.6358623102662027,-0.6,1,423.0,769.0,0.0,368.0,0,245.3793465399304
2683,2683,0.7338742960816129,0.7,0,253.0,580.0,0.0,297.0,1,39.91885558775806
2684,2684,-0.7815761034961486,-0.8,1,468.0,676.0,1.0,176.0,1,267.2364155244223
2685,2685,0.07691274832685213,0.1,0,360.0,729.0,1.0,761.0,0,138.4630877509722
2686,2686,0.5943348849158356,0.6,0,255.0,567.0,0.0,408.0,1,60.84976726262465
2687,2687,-0.7673273487227357,-0.8,1,420.0,840.0,1.0,150.0,1,265.09910230841035
2688,2688,0.004220478153516005,0.0,0,459.0,509.0,1.0,182.0,0,149.3669282769726
2689,2689,-0.006768787779643182,-0.0,1,377.0,799.0,0.0,724.0,0,151.01531816694649
2690,2690,-0.5898286184896844,-0.6,1,386.0,896.0,1.0,208.0,1,238.47429277345265
2691,2691,0.17484588643373522,0.2,0,497.0,948.0,0.0,335.0,1,123.77311703493972
2692,2692,-0.6608472650120001,-0.7,1,275.0,729.0,1.0,206.0,1,249.1270897518
2693,2693,-0.20984712195522737,-0.2,1,351.0,837.0,1.0,1032.0,1,181.4770682932841
2694,2694,0.2574966010989175,0.3,0,387.0,545.0,1.0,1688.0,0,111.37550983516238
2695,2695,-0.3187498769000052,-0.3,1,274.0,528.0,1.0,248.0,1,197.81248153500079
2696,2696,0.8783195507829749,0.9,0,417.0,667.0,1.0,166.0,0,18.252067382553772
2697,2697,-0.5202517941047033,-0.5,1,389.0,604.0,1.0,617.0,1,228.03776911570552
2698,2698,0.3205423263592788,0.3,0,422.0,941.0,0.0,427.0,1,101.91865104610818
2699,2699,0.7512196477266337,0.8,0,324.0,586.0,0.0,710.0,1,37.31705284100494
2700,2700,-0.6364183848615237,-0.6,1,493.0,720.0,1.0,487.0,1,245.46275772922854
2701,2701,0.5836702469298078,0.6,0,305.0,556.0,1.0,139.0,0,62.44946296052882
2702,2702,-0.05743118032938699,-0.1,1,296.0,916.0,0.0,718.0,0,158.61467704940804
2703,2703,-0.13533422366264558,-0.1,1,383.0,616.0,1.0,231.0,1,170.30013354939683
2704,2704,0.49198186239237773,0.5,0,301.0,668.0,0.0,611.0,1,76.20272064114334
2705,2705,-0.6654643824040172,-0.7,1,397.0,820.0,1.0,303.0,1,249.81965736060258
2706,2706,0.06441017005892768,0.1,0,350.0,767.0,1.0,203.0,0,140.33847449116084
2707,2707,0.37225238838288344,0.4,0,401.0,753.0,0.0,1426.0,1,94.16214174256748
2708,2708,0.12476782891406657,0.1,0,335.0,888.0,1.0,677.0,0,131.28482566289
2709,2709,0.7873155004925405,0.8,0,385.0,927.0,0.0,78.0,1,31.902674926118923
2710,2710,-0.7544346668022586,-0.8,1,390.0,680.0,1.0,210.0,1,263.1652000203388
2711,2711,-0.5318450090710343,-0.5,1,497.0,613.0,1.0,1020.0,1,229.77675136065514
2712,2712,0.40497640376440347,0.4,0,294.0,926.0,0.0,1180.0,1,89.25353943533948
2713,2713,0.6878895943372882,0.7,0,460.0,615.0,0.0,575.0,1,46.81656084940676
2714,2714,0.44529006365162993,0.4,0,374.0,661.0,0.0,405.0,1,83.20649045225551
2715,2715,0.2739989295747951,0.3,0,400.0,573.0,0.0,897.0,1,108.90016056378073
2716,2716,0.185519851048771,0.2,0,258.0,644.0,1.0,1228.0,0,122.17202234268434
2717,2717,-0.41721408950386785,-0.4,1,264.0,919.0,1.0,167.0,1,212.5821134255802
2718,2718,0.4629825833031418,0.5,0,481.0,553.0,0.0,466.0,1,80.55261250452872
2719,2719,0.02867511561379188,0.0,0,426.0,647.0,1.0,187.0,0,145.69873265793123
2720,2720,0.35056230166426006,0.4,0,482.0,584.0,0.0,964.0,1,97.41565475036099
2721,2721,-0.6735845563701353,-0.7,1,380.0,609.0,1.0,351.0,1,251.0376834555203
2722,2722,-0.9237135155574947,-0.9,1,486.0,953.0,1.0,231.0,1,288.5570273336242
2723,2723,-0.9480304095188674,-0.9,1,473.0,604.0,1.0,113.0,1,292.20456142783013
2724,2724,-0.3851473262512948,-0.4,1,285.0,822.0,1.0,603.0,1,207.7720989376942
2725,2725,0.9699775279952361,1.0,0,387.0,548.0,0.0,355.0,1,4.50337080071459
2726,2726,-0.5435055820792472,-0.5,1,433.0,902.0,1.0,275.0,1,231.52583731188707
2727,2727,0.5435425600234725,0.5,0,480.0,763.0,0.0,557.0,1,68.46861599647913
2728,2728,-0.8366030032055383,-0.8,1,302.0,787.0,1.0,231.0,1,275.49045048083076
2729,2729,-0.435289009067515,-0.4,1,436.0,843.0,1.0,151.0,1,215.29335136012725
2730,2730,-0.2418973846391259,-0.2,1,418.0,603.0,1.0,389.0,1,186.28460769586889
2731,2731,0.036184396802771746,0.0,0,386.0,709.0,0.0,1285.0,1,144.57234047958423
2732,2732,-0.15650359997544294,-0.2,1,472.0,873.0,1.0,1135.0,1,173.47553999631643
2733,2733,-0.1492933445731386,-0.1,1,452.0,932.0,1.0,1236.0,1,172.39400168597078
2734,2734,0.10576260498511658,0.1,0,486.0,624.0,1.0,220.0,0,134.1356092522325
2735,2735,-0.00628882160495059,-0.0,1,363.0,935.0,1.0,172.0,1,150.9433232407426
2736,2736,0.8876917018966959,0.9,0,274.0,569.0,0.0,597.0,1,16.84624471549562
2737,2737,0.7847367125731679,0.8,0,389.0,863.0,0.0,328.0,1,32.289493114024815
2738,2738,0.3697004470120906,0.4,0,457.0,844.0,0.0,189.0,1,94.54493294818641
2739,2739,0.7786126501168875,0.8,0,343.0,977.0,0.0,720.0,1,33.20810248246687
2740,2740,-0.23050019041570802,-0.2,1,405.0,645.0,1.0,160.0,1,184.5750285623562
2741,2741,0.6449336568364743,0.6,0,308.0,892.0,0.0,1420.0,1,53.259951474528854
2742,2742,0.5011167491649529,0.5,0,300.0,818.0,0.0,432.0,1,74.83248762525707
2743,2743,-0.9884467516213495,-1.0,1,403.0,860.0,1.0,207.0,1,298.26701274320243
2744,2744,0.3545585848493231,0.4,0,317.0,716.0,0.0,497.0,1,96.81621227260153
2745,2745,-0.9979737797017745,-1.0,1,428.0,752.0,1.0,140.0,1,299.6960669552662
2746,2746,0.6957257442952882,0.7,0,389.0,559.0,0.0,632.0,1,45.641138355706765
2747,2747,0.6350091936366264,0.6,0,400.0,859.0,0.0,601.0,1,54.74862095450603
2748,2748,0.09494010212935144,0.1,0,441.0,950.0,1.0,249.0,0,135.75898468059728
2749,2749,0.31553129723955164,0.3,0,334.0,577.0,0.0,699.0,1,102.67030541406726
2750,2750,0.05928687653039444,0.1,0,318.0,625.0,1.0,1217.0,0,141.10696852044083
2751,2751,-0.23779866843534192,-0.2,1,362.0,627.0,1.0,641.0,1,185.6698002653013
2752,2752,-0.19120677090334137,-0.2,1,262.0,744.0,1.0,124.0,1,178.6810156355012
2753,2753,0.3223816828818009,0.3,0,268.0,856.0,0.0,316.0,1,101.64274756772986
2754,2754,0.5241158841832567,0.5,0,362.0,715.0,0.0,413.0,1,71.38261737251149
2755,2755,-0.004166307235101474,-0.0,1,251.0,830.0,1.0,379.0,1,150.6249460852652
2756,2756,0.4160326469001199,0.4,0,396.0,957.0,0.0,197.0,1,87.59510296498202
2757,2757,0.5697794915821426,0.6,0,288.0,662.0,0.0,630.0,1,64.5330762626786
2758,2758,0.7163212199087003,0.7,0,286.0,600.0,0.0,424.0,1,42.55181701369495
2759,2759,0.9218365877282053,0.9,0,412.0,731.0,0.0,707.0,1,11.724511840769203
2760,2760,-0.6044538953554064,-0.6,1,445.0,948.0,1.0,257.0,1,240.66808430331096
2761,2761,0.8809282479386888,0.9,0,395.0,530.0,0.0,165.0,1,17.86076280919667
2762,2762,0.6657320655452006,0.7,0,421.0,520.0,0.0,1899.0,1,50.14019016821991
2763,2763,-0.19348816041235128,-0.2,1,409.0,692.0,1.0,139.0,1,179.0232240618527
2764,2764,0.5737884571036076,0.6,0,399.0,565.0,0.0,736.0,1,63.93173143445886
2765,2765,0.8835616875312091,0.9,0,275.0,636.0,0.0,489.0,1,17.465746870318632
2766,2766,0.4827017015289572,0.5,0,263.0,728.0,0.0,1179.0,1,77.59474477065642
2767,2767,-0.2709599620422023,-0.3,1,385.0,587.0,0.0,828.0,0,190.64399430633034
2768,2768,-0.764207199557329,-0.8,1,251.0,943.0,1.0,246.0,1,264.6310799335993
2769,2769,-0.9400389984896511,-0.9,1,460.0,923.0,1.0,227.0,1,291.00584977344766
2770,2770,0.41571634837959603,0.4,0,260.0,944.0,0.0,976.0,1,87.64254774306059
2771,2771,0.13757103581601848,0.1,0,250.0,652.0,1.0,178.0,0,129.36434462759723
2772,2772,0.515266417264677,0.5,0,393.0,584.0,0.0,2273.0,1,72.71003741029844
2773,2773,0.11087407513253367,0.1,0,312.0,868.0,1.0,660.0,0,133.36888873011995
2774,2774,0.2771388504076744,0.3,0,329.0,556.0,0.0,445.0,1,108.42917243884884
2775,2775,-0.8661749274249435,-0.9,1,280.0,690.0,1.0,470.0,1,279.92623911374153
2776,2776,-0.39303255869199494,-0.4,1,262.0,986.0,1.0,132.0,1,208.95488380379925
2777,2777,0.7089075584368627,0.7,0,250.0,929.0,0.0,1621.0,1,43.663866234470596
2778,2778,0.029150658130477902,0.0,0,352.0,781.0,1.0,477.0,0,145.6274012804283
2779,2779,-0.3481004144208659,-0.3,1,484.0,724.0,1.0,672.0,1,202.2150621631299
2780,2780,-0.8770748410923783,-0.9,1,324.0,721.0,1.0,345.0,1,281.56122616385676
2781,2781,0.06627152211325793,0.1,0,325.0,603.0,1.0,442.0,0,140.0592716830113
2782,2782,-0.015699526770409422,-0.0,1,380.0,924.0,1.0,316.0,1,152.35492901556142
2783,2783,0.8006252590118361,0.8,0,347.0,840.0,0.0,1353.0,1,29.906211148224582
2784,2784,0.7903748075158743,0.8,0,435.0,794.0,0.0,131.0,1,31.443778872618854
2785,2785,0.7430941873089265,0.7,0,376.0,678.0,0.0,526.0,1,38.535871903661025
2786,2786,0.25934156996925584,0.3,0,302.0,550.0,0.0,778.0,1,111.09876450461162
2787,2787,0.8450213086301273,0.8,0,371.0,741.0,0.0,328.0,1,23.24680370548091
2788,2788,-0.24485111778333768,-0.2,1,398.0,959.0,1.0,473.0,1,186.72766766750064
2789,2789,-0.6552900737669429,-0.7,1,263.0,601.0,1.0,206.0,1,248.29351106504143
2790,2790,0.12961196795929242,0.1,0,428.0,915.0,0.0,587.0,1,130.55820480610615
2791,2791,-0.8764711448511422,-0.9,1,367.0,796.0,1.0,257.0,1,281.47067172767134
2792,2792,0.6807191978534102,0.7,0,348.0,883.0,0.0,679.0,1,47.89212032198847
2793,2793,-0.6808656902653529,-0.7,1,446.0,890.0,1.0,134.0,1,252.12985353980295
2794,2794,0.6688524496458466,0.7,0,270.0,659.0,0.0,1061.0,1,49.672132553123014
2795,2795,0.11655852146643286,0.1,0,386.0,996.0,1.0,278.0,0,132.51622178003507
2796,2796,-0.5338462352379951,-0.5,1,494.0,762.0,1.0,314.0,1,230.07693528569928
2797,2797,0.9521181937738543,1.0,0,350.0,966.0,0.0,494.0,1,7.182270933921853
2798,2798,-0.8852398988846291,-0.9,1,438.0,877.0,1.0,225.0,1,282.78598483269434
2799,2799,0.6352378916826098,0.6,0,487.0,912.0,1.0,271.0,0,54.71431624760853
2800,2800,0.20052312737899736,0.2,0,316.0,603.0,1.0,1141.0,0,119.92153089315039
2801,2801,0.9810612348694192,1.0,0,275.0,644.0,0.0,381.0,1,2.840814769587119
2802,2802,-0.8358920031550856,-0.8,1,473.0,891.0,1.0,266.0,1,275.38380047326285
2803,2803,-0.4120935069698777,-0.4,1,365.0,676.0,1.0,379.0,1,211.81402604548165
2804,2804,-0.9290288255771009,-0.9,1,363.0,961.0,1.0,336.0,1,289.35432383656513
2805,2805,-0.5472980296964456,-0.5,1,472.0,738.0,1.0,140.0,1,232.09470445446684
2806,2806,-0.8528339669674758,-0.9,1,470.0,926.0,1.0,234.0,1,277.9250950451214
2807,2807,-0.041476484999384056,-0.0,1,493.0,634.0,0.0,363.0,0,156.2214727499076
2808,2808,0.3824285176345783,0.4,0,284.0,680.0,0.0,1266.0,1,92.63572235481325
2809,2809,0.3041419847797622,0.3,0,453.0,579.0,1.0,378.0,0,104.37870228303568
2810,2810,0.19161659663604724,0.2,0,304.0,929.0,0.0,807.0,1,121.25751050459291
2811,2811,-0.7023134567929583,-0.7,1,398.0,603.0,1.0,339.0,1,255.34701851894374
2812,2812,-0.782337123312913,-0.8,1,467.0,740.0,1.0,403.0,1,267.35056849693694
2813,2813,0.5735211720427786,0.6,0,308.0,632.0,0.0,880.0,1,63.9718241935832
2814,2814,-0.27415001021923513,-0.3,1,473.0,645.0,0.0,552.0,0,191.12250153288528
2815,2815,-0.12971236262068864,-0.1,1,310.0,588.0,1.0,692.0,1,169.4568543931033
2816,2816,-0.30461238835201443,-0.3,1,490.0,650.0,0.0,700.0,0,195.69185825280218
2817,2817,0.10647228239509654,0.1,0,252.0,603.0,1.0,935.0,0,134.02915764073552
2818,2818,0.23042572691419738,0.2,0,494.0,724.0,0.0,942.0,1,115.4361409628704
2819,2819,0.644421652400134,0.6,0,497.0,568.0,0.0,365.0,1,53.33675213997989
2820,2820,0.9501740951324442,1.0,0,283.0,634.0,0.0,243.0,1,7.473885730133367
2821,2821,-0.8064914779491719,-0.8,1,401.0,996.0,1.0,183.0,1,270.97372169237576
2822,2822,0.5223556615189593,0.5,0,277.0,629.0,1.0,274.0,0,71.64665077215611
2823,2823,-0.06009831374504149,-0.1,1,308.0,554.0,1.0,778.0,1,159.01474706175622
2824,2824,0.8027127006278287,0.8,0,459.0,947.0,0.0,474.0,1,29.59309490582569
2825,2825,0.545941115439931,0.5,0,454.0,808.0,0.0,518.0,1,68.10883268401035
2826,2826,-0.7223536426573285,-0.7,1,306.0,526.0,1.0,108.0,1,258.35304639859925
2827,2827,0.9285350964160664,0.9,0,339.0,812.0,0.0,589.0,1,10.719735537590047
2828,2828,-0.11401196387826462,-0.1,1,282.0,590.0,1.0,798.0,1,167.10179458173968
2829,2829,-0.3130544950376526,-0.3,1,427.0,825.0,1.0,108.0,1,196.9581742556479
2830,2830,0.8685197979930326,0.9,0,438.0,848.0,0.0,374.0,1,19.722030301045113
2831,2831,0.07089670500236678,0.1,0,367.0,874.0,0.0,499.0,1,139.365494249645
2832,2832,0.519887966453296,0.5,0,379.0,932.0,0.0,1349.0,1,72.01680503200559
2833,2833,0.7185808376309148,0.7,0,382.0,894.0,0.0,184.0,1,42.21287435536277
2834,2834,-0.09872927828389089,-0.1,1,252.0,617.0,1.0,1471.0,1,164.80939174258364
2835,2835,0.6420869944343619,0.6,0,415.0,868.0,0.0,447.0,1,53.68695083484572
2836,2836,0.11654618400535033,0.1,0,444.0,674.0,0.0,392.0,1,132.51807239919745
2837,2837,-0.8719642751352881,-0.9,1,488.0,836.0,1.0,436.0,1,280.7946412702932
2838,2838,0.8148507051231235,0.8,0,334.0,632.0,0.0,134.0,1,27.77239423153147
2839,2839,0.35313696175105247,0.4,0,325.0,951.0,0.0,1074.0,1,97.02945573734213
2840,2840,0.4912807615958499,0.5,0,490.0,992.0,0.0,398.0,1,76.30788576062251
2841,2841,0.5184114551280641,0.5,0,426.0,843.0,0.0,321.0,1,72.23828173079039
2842,2842,0.5437297692361127,0.5,0,262.0,984.0,0.0,1764.0,1,68.44053461458309
2843,2843,-0.4085916572719419,-0.4,1,273.0,688.0,1.0,409.0,1,211.2887485907913
2844,2844,0.008069354659348216,0.0,0,345.0,685.0,1.0,220.0,0,148.78959680109776
2845,2845,-0.5334294845553513,-0.5,1,358.0,983.0,1.0,139.0,1,230.0144226833027
2846,2846,-0.2548603908978244,-0.3,1,416.0,978.0,0.0,826.0,0,188.22905863467366
2847,2847,-0.20604111155290217,-0.2,1,369.0,936.0,1.0,175.0,1,180.90616673293533
2848,2848,0.6164295215716582,0.6,0,486.0,859.0,0.0,985.0,1,57.53557176425127
2849,2849,-0.33614197565064163,-0.3,1,355.0,754.0,1.0,121.0,1,200.42129634759624
2850,2850,-0.46988333917137726,-0.5,1,368.0,525.0,1.0,247.0,1,220.4825008757066
2851,2851,-0.3981973209757761,-0.4,1,361.0,646.0,1.0,383.0,1,209.7295981463664
2852,2852,-0.007856289465313804,-0.0,1,381.0,552.0,1.0,477.0,1,151.17844341979708
2853,2853,-0.7580822981790831,-0.8,1,340.0,920.0,1.0,650.0,1,263.71234472686245
2854,2854,-0.4297939843900036,-0.4,1,266.0,983.0,1.0,1141.0,1,214.46909765850054
2855,2855,-0.9870195503865182,-1.0,1,463.0,981.0,1.0,76.0,1,298.0529325579777
2856,2856,0.4329442765519407,0.4,0,390.0,868.0,1.0,102.0,0,85.0583585172089
2857,2857,-0.324460599437286,-0.3,1,251.0,905.0,1.0,334.0,1,198.6690899155929
2858,2858,-0.7188386886813605,-0.7,1,402.0,507.0,1.0,161.0,1,257.82580330220406
2859,2859,0.6787412407941131,0.7,0,371.0,826.0,0.0,1113.0,1,48.18881388088303
2860,2860,0.8929237709923517,0.9,0,445.0,859.0,0.0,1576.0,1,16.061434351147252
2861,2861,-0.9886531432640862,-1.0,1,290.0,842.0,1.0,218.0,1,298.2979714896129
2862,2862,-0.6027259617579972,-0.6,1,355.0,621.0,1.0,534.0,1,240.40889426369958
2863,2863,-0.22882687173908423,-0.2,1,470.0,643.0,1.0,1427.0,1,184.32403076086263
2864,2864,0.36913664763076826,0.4,0,271.0,842.0,0.0,327.0,1,94.62950285538476
2865,2865,0.15071076069907208,0.2,0,437.0,636.0,0.0,447.0,1,127.39338589513919
2866,2866,0.3559837000615611,0.4,0,379.0,686.0,0.0,995.0,1,96.60244499076583
2867,2867,0.8490837667717612,0.8,0,367.0,864.0,0.0,489.0,1,22.637434984235817
2868,2868,-0.4586190064235707,-0.5,1,287.0,533.0,1.0,140.0,1,218.7928509635356
2869,2869,-0.48476868045996024,-0.5,1,409.0,507.0,1.0,464.0,1,222.71530206899405
2870,2870,0.7702548269144593,0.8,0,494.0,603.0,0.0,183.0,1,34.4617759628311
2871,2871,0.7631848152210243,0.8,0,321.0,612.0,0.0,1747.0,1,35.522277716846354
2872,2872,0.8620254882507463,0.9,0,405.0,907.0,0.0,658.0,1,20.696176762388053
2873,2873,-0.41526848723241083,-0.4,1,380.0,644.0,1.0,206.0,1,212.29027308486164
2874,2874,-0.07177737535677187,-0.1,1,424.0,612.0,0.0,164.0,0,160.76660630351577
2875,2875,-0.9359914176110988,-0.9,1,472.0,887.0,1.0,331.0,1,290.3987126416648
2876,2876,-0.9404070863620306,-0.9,1,394.0,781.0,1.0,475.0,1,291.0610629543046
2877,2877,0.8674794006859183,0.9,0,264.0,617.0,0.0,739.0,1,19.87808989711225
2878,2878,0.5826401077250642,0.6,0,326.0,973.0,0.0,1381.0,1,62.603983841240364
2879,2879,-0.7480280866226006,-0.7,1,268.0,592.0,1.0,280.0,1,262.20421299339006
2880,2880,-0.8414269966246442,-0.8,1,476.0,935.0,1.0,189.0,1,276.2140494936966
2881,2881,-0.538911458883367,-0.5,1,477.0,738.0,1.0,55.0,1,230.83671883250506
2882,2882,0.438759668273941,0.4,0,357.0,527.0,0.0,626.0,1,84.18604975890885
2883,2883,0.708445480048018,0.7,0,392.0,625.0,0.0,143.0,1,43.7331779927973
2884,2884,-0.5330431640626272,-0.5,1,327.0,655.0,1.0,918.0,1,229.9564746093941
